election_year,State,Constituency,constituency_type,Party,Candidate,EVM_votes,Postal Votes,Total Votes,rank,units,Age,Gender
2024,Andhra Pradesh,Narsapuram,General,Independent,PRASANNA KUMAR UNDURTHI,6350.0,14.0,6364.0,5,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Andhra Pradesh,Narsapuram,General,Independent,MEDAPATI VENKATA VARAHALA REDDY,5966.0,3.0,5969.0,7,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Andhra Pradesh,Narsapuram,General,Bahujan Samaj Party,SIRRA RAJU,5945.0,69.0,6014.0,6,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
2024,Andhra Pradesh,Narsapuram,General,Independent,BALAGAM NAYAKAR,5232.0,8.0,5240.0,8,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Andhra Pradesh,Narsapuram,General,Independent,NALLI RAJESH,4684.0,,4684.0,9,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Andhra Pradesh,Narsapuram,General,Independent,KETHA SREENU,3140.0,5.0,3145.0,10,"EVM_votes, postal_votes, total_votes in absolute number",43.0,M
2024,Andhra Pradesh,Narsapuram,General,Jaibhim Rao Bharat Party,OLETY NAGENDRA KRISHNA,3112.0,4.0,3116.0,11,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Andhra Pradesh,Narsapuram,General,Independent,ADDEPALLI VEERA VENKAT SUBBA RAO,2781.0,2.0,2783.0,12,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Andhra Pradesh,Narsapuram,General,Independent,ANAND CHANDULAL JASTI,2726.0,,2726.0,13,"EVM_votes, postal_votes, total_votes in absolute number",68.0,M
2024,Andhra Pradesh,Narsapuram,General,Republican Party of India (A),GANJI PURNIMA,1645.0,4.0,1649.0,14,"EVM_votes, postal_votes, total_votes in absolute number",41.0,F
2024,Andhra Pradesh,Narsapuram,General,Independent,GEDALA LAXMANA RAO,1525.0,2.0,1527.0,15,"EVM_votes, postal_votes, total_votes in absolute number",47.0,M
2024,Andhra Pradesh,Narsapuram,General,Independent,ADDANKI DORABABU,1388.0,5.0,1393.0,16,"EVM_votes, postal_votes, total_votes in absolute number",54.0,M
2024,Andhra Pradesh,Narsapuram,General,Independent,GOTTUMUKKALA SHIVAJI,1378.0,6.0,1384.0,17,"EVM_votes, postal_votes, total_votes in absolute number",53.0,M
2024,Andhra Pradesh,Narsapuram,General,Independent,ADINARAYANA DUPPANAPUDI,1002.0,5.0,1007.0,18,"EVM_votes, postal_votes, total_votes in absolute number",46.0,M
2024,Andhra Pradesh,Narsapuram,General,Pyramid Party of India,MANNE LEELA RAMA NARENDRA,922.0,8.0,930.0,19,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Andhra Pradesh,Narsapuram,General,Independent,RAMA DURGA PRASAD THOLETI,919.0,1.0,920.0,20,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Andhra Pradesh,Narsapuram,General,Independent,RUKHMINI,683.0,3.0,686.0,21,"EVM_votes, postal_votes, total_votes in absolute number",67.0,F
2024,Andhra Pradesh,Narsapuram,General,Independent,ADABALA SIVA,682.0,1.0,683.0,22,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Andhra Pradesh,Eluru,General,Telugu Desam,PUTTA MAHESH KUMAR,737644.0,8707.0,746351.0,1,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Andhra Pradesh,Eluru,General,Yuvajana Sramika Rythu Congress Party,KARUMURI SUNIL KUMAR,559318.0,5176.0,564494.0,2,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Andhra Pradesh,Eluru,General,Indian National Congress,KAVURI LAVANYA,19820.0,1006.0,20826.0,4,"EVM_votes, postal_votes, total_votes in absolute number",47.0,F
2024,Andhra Pradesh,Eluru,General,Navarang Congress Party,AJAY BABU BODA,12197.0,13.0,12210.0,5,"EVM_votes, postal_votes, total_votes in absolute number",32.0,M
2024,Andhra Pradesh,Eluru,General,Bahujan Samaj Party,NITTA AKHILA DHARANI PAL,6664.0,68.0,6732.0,6,"EVM_votes, postal_votes, total_votes in absolute number",65.0,M
2024,Andhra Pradesh,Eluru,General,Independent,BOKINALA KOTESWARA RAO,2253.0,10.0,2263.0,7,"EVM_votes, postal_votes, total_votes in absolute number",42.0,M
2024,Andhra Pradesh,Eluru,General,Andhra Rastra Praja Samithi,RUDRAPAKA RATNA RAO (R.R.R),1523.0,3.0,1526.0,8,"EVM_votes, postal_votes, total_votes in absolute number",70.0,M
2024,Andhra Pradesh,Eluru,General,Independent,KANDAVALLI JEEVA DEVA DAYAKAR,1172.0,8.0,1180.0,9,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
2024,Andhra Pradesh,Eluru,General,Independent,AGASTEEN KOMMINA,1001.0,3.0,1004.0,10,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Andhra Pradesh,Eluru,General,Liberation Congress Party,DR. MENDEM SANTHOSH KUMAR (PEDDA BABULU),777.0,9.0,786.0,11,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Andhra Pradesh,Eluru,General,Bharatheeya Jawan Kisan Party,RAJESWARA RAO KONDRU,729.0,3.0,732.0,12,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Andhra Pradesh,Eluru,General,Pyramid Party of India,GODUGUPATI VEERA RAGHAVULU,710.0,5.0,715.0,13,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Andhra Pradesh,Eluru,General,Bharatha Chaitanya Yuvajana Party,BYRABOYINA MALYADRI,705.0,10.0,715.0,13,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Andhra Pradesh,Machilipatnam,General,Janasena Party,BALASHOWRY VALLABHANENI,712149.0,12290.0,724439.0,1,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Andhra Pradesh,Machilipatnam,General,Yuvajana Sramika Rythu Congress Party,SIMHADRI CHANDRA SEKHAR RAO,495211.0,6049.0,501260.0,2,"EVM_votes, postal_votes, total_votes in absolute number",70.0,M
2024,Andhra Pradesh,Machilipatnam,General,Indian National Congress,GOLLU KRISHNA,31130.0,695.0,31825.0,3,"EVM_votes, postal_votes, total_votes in absolute number",60.0,M
2024,Andhra Pradesh,Machilipatnam,General,Jatiya Jana Sena Party,BAAL SHOURI CHODABATHINA,10518.0,623.0,11141.0,5,"EVM_votes, postal_votes, total_votes in absolute number",66.0,M
2024,Andhra Pradesh,Machilipatnam,General,Bahujan Samaj Party,DEVAMANI DEVARAPALLI,9911.0,117.0,10028.0,6,"EVM_votes, postal_votes, total_votes in absolute number",46.0,F
2024,Andhra Pradesh,Machilipatnam,General,All India Forward Bloc,KOMMARAJU SIVA NARASIMHA RAO,5245.0,9.0,5254.0,7,"EVM_votes, postal_votes, total_votes in absolute number",63.0,M
2024,Andhra Pradesh,Machilipatnam,General,Independent,VALLABHANENI NAGA PAVAN KUMAR,5206.0,14.0,5220.0,8,"EVM_votes, postal_votes, total_votes in absolute number",34.0,M
2024,Andhra Pradesh,Machilipatnam,General,Jai Maha Bharath Party,MARADANI K R SWAMY,2206.0,8.0,2214.0,9,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Andhra Pradesh,Machilipatnam,General,Independent,GANDHI DHANEKULA,1989.0,2.0,1991.0,10,"EVM_votes, postal_votes, total_votes in absolute number",76.0,M
2024,Andhra Pradesh,Machilipatnam,General,Independent,PAMULA BALA SOWRYAMMA,1576.0,6.0,1582.0,11,"EVM_votes, postal_votes, total_votes in absolute number",39.0,F
2024,Andhra Pradesh,Machilipatnam,General,Independent,ANUSHA YERUVA,1233.0,2.0,1235.0,12,"EVM_votes, postal_votes, total_votes in absolute number",25.0,F
2024,Andhra Pradesh,Machilipatnam,General,Independent,GUDAVALLI VENKATA KEDARESWARA RAO,1102.0,9.0,1111.0,13,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Andhra Pradesh,Machilipatnam,General,Independent,JOGI VEERANJANEYULU,1020.0,2.0,1022.0,14,"EVM_votes, postal_votes, total_votes in absolute number",32.0,M
2024,Andhra Pradesh,Machilipatnam,General,Independent,DAMODARA RAO GUDAVALLI,928.0,2.0,930.0,15,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Andhra Pradesh,Machilipatnam,General,Independent,APPARAO ENNETI,625.0,1.0,626.0,16,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Andhra Pradesh,Vijayawada,General,Telugu Desam,KESINENI SIVANATH (CHINNI),784722.0,9432.0,794154.0,1,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Andhra Pradesh,Vijayawada,General,Yuvajana Sramika Rythu Congress Party,KESINENI SRINIVAS (NANI),505637.0,6432.0,512069.0,2,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Andhra Pradesh,Vijayawada,General,Indian National Congress,BHARGAV VALLURU,23498.0,608.0,24106.0,3,"EVM_votes, postal_votes, total_votes in absolute number",36.0,M
2024,Andhra Pradesh,Vijayawada,General,Navataram Party,KRISHNA KISHORE YANAMANDRA,7710.0,168.0,7878.0,5,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Andhra Pradesh,Vijayawada,General,Independent,VENKATA ASHOK PAPPURI,6672.0,,6672.0,6,"EVM_votes, postal_votes, total_votes in absolute number",27.0,M
2024,Andhra Pradesh,Vijayawada,General,Independent,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),3199.0,,3199.0,7,"EVM_votes, postal_votes, total_votes in absolute number",38.0,M
2024,Andhra Pradesh,Vijayawada,General,Bahujan Samaj Party,MEKA VENKATESWARA RAO,2184.0,49.0,2233.0,8,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Andhra Pradesh,Vijayawada,General,Independent,ANIL KUMAR MADDINENI,1240.0,,1240.0,9,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Andhra Pradesh,Vijayawada,General,Telugu Rajadhikara Samiti Party,BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),609.0,6.0,615.0,10,"EVM_votes, postal_votes, total_votes in absolute number",37.0,M
2024,Andhra Pradesh,Vijayawada,General,Navarang Congress Party,SYED KHAMURUNNISA,600.0,1.0,601.0,11,"EVM_votes, postal_votes, total_votes in absolute number",34.0,F
2024,Andhra Pradesh,Vijayawada,General,Pyramid Party of India,CHAGANTIPATI GANGADHAR GANDHI,486.0,3.0,489.0,12,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Andhra Pradesh,Vijayawada,General,Jaibhim Rao Bharat Party,DATLA LURTHU MERI,409.0,8.0,417.0,13,"EVM_votes, postal_votes, total_votes in absolute number",50.0,F
2024,Andhra Pradesh,Vijayawada,General,Republican Party of India (Athawale),PERAM SIVA NAGESWARA RAO,365.0,3.0,368.0,14,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Andhra Pradesh,Vijayawada,General,Andhra Rastra Praja Samithi,DEVARASETTY RAVEENDRA BABU,328.0,3.0,331.0,15,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Andhra Pradesh,Vijayawada,General,Socialist Unity Centre Of India (COMMUNIST),GUJJULA LALITHA,323.0,4.0,327.0,16,"EVM_votes, postal_votes, total_votes in absolute number",61.0,F
2024,Andhra Pradesh,Vijayawada,General,All India Jaihind Party,N DASARADHA RAMI REDDY,268.0,1.0,269.0,17,"EVM_votes, postal_votes, total_votes in absolute number",70.0,M
2024,Andhra Pradesh,Vijayawada,General,Jai Maha Bharath Party,CHINTHALACHERUVU HEMALATHA,239.0,5.0,244.0,18,"EVM_votes, postal_votes, total_votes in absolute number",45.0,F
2024,Andhra Pradesh,Guntur,General,Telugu Desam,DR CHANDRA SEKHAR PEMMASANI,851020.0,13928.0,864948.0,1,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Andhra Pradesh,Guntur,General,Yuvajana Sramika Rythu Congress Party,KILARI VENKATA ROSAIAH,513563.0,6690.0,520253.0,2,"EVM_votes, postal_votes, total_votes in absolute number",57.0,M
2024,Andhra Pradesh,Guntur,General,Communist Party of India,JANGALA AJAY KUMAR,8317.0,320.0,8637.0,3,"EVM_votes, postal_votes, total_votes in absolute number",57.0,M
2024,Andhra Pradesh,Guntur,General,Navataram Party,SIVAREDDY. ENDREDDY,5628.0,1.0,5629.0,5,"EVM_votes, postal_votes, total_votes in absolute number",63.0,M
2024,Andhra Pradesh,Guntur,General,Bahujan Samaj Party,TENALI PRAKASH,4172.0,100.0,4272.0,6,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Andhra Pradesh,Guntur,General,Jatiya Jana Sena Party,SIKHAKOLLI HEMA GOWRI SHANKAR,1959.0,5.0,1964.0,7,"EVM_votes, postal_votes, total_votes in absolute number",31.0,M
2024,Andhra Pradesh,Guntur,General,Jaibhim Rao Bharat Party,SAMUDRALA CHINNA KOTAIAH,1748.0,5.0,1753.0,8,"EVM_votes, postal_votes, total_votes in absolute number",46.0,M
2024,Andhra Pradesh,Guntur,General,Jana Sahayaka Sakthi,UMAR BHASHA SHAIK,1273.0,2.0,1275.0,9,"EVM_votes, postal_votes, total_votes in absolute number",34.0,M
2024,Andhra Pradesh,Guntur,General,Navarang Congress Party,SYED. SAIDA,1216.0,6.0,1222.0,10,"EVM_votes, postal_votes, total_votes in absolute number",31.0,M
2024,Andhra Pradesh,Guntur,General,Pyramid Party of India,AMBATI CHALAMAIAH,1029.0,2.0,1031.0,11,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Andhra Pradesh,Guntur,General,Independent,PILLI BABU RAO,688.0,4.0,692.0,12,"EVM_votes, postal_votes, total_votes in absolute number",66.0,M
2024,Andhra Pradesh,Guntur,General,Jai Bharat National Party,HARI VENKATA SATISH KURNALA,540.0,2.0,542.0,13,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Andhra Pradesh,Guntur,General,Bengaluru Nava Nirmana Party,VISHNU REDDY LANKIREDDY,461.0,,461.0,14,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Andhra Pradesh,Guntur,General,Navodayam Party,EMANI. CHANDRASEKHAR RAO,409.0,5.0,414.0,15,"EVM_votes, postal_votes, total_votes in absolute number",58.0,M
2024,Andhra Pradesh,Guntur,General,Independent,SHAIK. KHAJAVALI,387.0,4.0,391.0,16,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Andhra Pradesh,Guntur,General,Viduthalai Chiruthaigal Katchi,CHALLAPALLI RATAN RAJU,374.0,4.0,378.0,17,"EVM_votes, postal_votes, total_votes in absolute number",37.0,M
2024,Andhra Pradesh,Guntur,General,Independent,KANNEBOYINA VAMSI KRISHNA YADAV,368.0,7.0,375.0,18,"EVM_votes, postal_votes, total_votes in absolute number",33.0,M
2024,Andhra Pradesh,Guntur,General,Andhra Pradesh Rashtra Samithi,MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,353.0,5.0,358.0,19,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Andhra Pradesh,Guntur,General,Independent,GAYATRI AUDHIPUDI,350.0,7.0,357.0,20,"EVM_votes, postal_votes, total_votes in absolute number",55.0,F
2024,Andhra Pradesh,Guntur,General,Independent,ASHOK ANAND GALI,335.0,,335.0,21,"EVM_votes, postal_votes, total_votes in absolute number",39.0,M
2024,Andhra Pradesh,Guntur,General,Independent,SHAIK ASLAM AKTHER,334.0,1.0,335.0,21,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Andhra Pradesh,Guntur,General,Telugu Rajadhikara Samiti Party,PATHAN KHAJA (BASHA),328.0,4.0,332.0,23,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Andhra Pradesh,Guntur,General,Marxist Communist Party of India (United),AMARTHALURI VENKATESWARA RAO.,308.0,4.0,312.0,25,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Andhra Pradesh,Guntur,General,Indian Labour Party (Ambedkar Phule),DR. RAYAPUDI RAJESH VIJAY KUMAR,306.0,4.0,310.0,26,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Andhra Pradesh,Guntur,General,Loktantrik Janta Dal,BURAGA RATNAM,304.0,12.0,316.0,24,"EVM_votes, postal_votes, total_votes in absolute number",53.0,M
2024,Andhra Pradesh,Guntur,General,Independent,VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,268.0,,268.0,27,"EVM_votes, postal_votes, total_votes in absolute number",49.0,M
2024,Andhra Pradesh,Guntur,General,Independent,SIVA PARVATHI,262.0,4.0,266.0,28,"EVM_votes, postal_votes, total_votes in absolute number",34.0,F
2024,Andhra Pradesh,Guntur,General,All Peoples Party,BOMMASANI MUTYALA RAO,200.0,7.0,207.0,29,"EVM_votes, postal_votes, total_votes in absolute number",74.0,M
2024,Andhra Pradesh,Guntur,General,Independent,SRIKRISHNA AKKISETTI,179.0,,179.0,30,"EVM_votes, postal_votes, total_votes in absolute number",56.0,M
2024,Andhra Pradesh,Guntur,General,Independent,MADAVARAPU NAGA RAJU,172.0,,172.0,31,"EVM_votes, postal_votes, total_votes in absolute number",45.0,M
2024,Andhra Pradesh,Narsaraopet,General,Telugu Desam,LAVU SRIKRISHNA DEVARAYALU,798097.0,9899.0,807996.0,1,"EVM_votes, postal_votes, total_votes in absolute number",41.0,M
2024,Andhra Pradesh,Narsaraopet,General,Yuvajana Sramika Rythu Congress Party,ANIL KUMAR POLUBOINA,642186.0,6081.0,648267.0,2,"EVM_votes, postal_votes, total_votes in absolute number",44.0,M
2024,Andhra Pradesh,Narsaraopet,General,Indian National Congress,GARNEPUDI ALEXANDER SUDHAKAR,17520.0,526.0,18046.0,3,"EVM_votes, postal_votes, total_votes in absolute number",55.0,M
2024,Andhra Pradesh,Narsaraopet,General,Bahujan Samaj Party,ORSU PREMARAJU,5276.0,33.0,5309.0,5,"EVM_votes, postal_votes, total_votes in absolute number",61.0,M
2024,Andhra Pradesh,Narsaraopet,General,Jaibhim Rao Bharat Party,KUCHIPUDI JOHN BABU,2328.0,8.0,2336.0,6,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Andhra Pradesh,Narsaraopet,General,Revolutionary Socialist Party,GARLAPATI SUBHASH PREM,1243.0,2.0,1245.0,7,"EVM_votes, postal_votes, total_votes in absolute number",31.0,M
2024,Andhra Pradesh,Narsaraopet,General,Independent,YAMPATI VEERANJANEYA REDDY,1056.0,1.0,1057.0,8,"EVM_votes, postal_votes, total_votes in absolute number",51.0,M
2024,Andhra Pradesh,Narsaraopet,General,Independent,SUBBARAO CHALLA,1051.0,,1051.0,9,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Andhra Pradesh,Narsaraopet,General,Independent,ABDUL RAJAK SHAIK,718.0,5.0,723.0,10,"EVM_votes, postal_votes, total_votes in absolute number",48.0,M
2024,Andhra Pradesh,Narsaraopet,General,Pyramid Party of India,KOTA POTHURAJU,667.0,3.0,670.0,11,"EVM_votes, postal_votes, total_votes in absolute number",53.0,M
2024,Andhra Pradesh,Narsaraopet,General,Jaathia Chethi Vruthula Ikya Vedika Party,P VENKATESH,385.0,3.0,388.0,12,"EVM_votes, postal_votes, total_votes in absolute number",50.0,M
2024,Andhra Pradesh,Narsaraopet,General,National Nava Kranthi Party,PASUPULETI PICHAIAH,353.0,3.0,356.0,13,"EVM_votes, postal_votes, total_votes in absolute number",37.0,M
2024,Andhra Pradesh,Narsaraopet,General,Navarang Congress Party,PAPPULA SAMBASIVA RAO,331.0,1.0,332.0,14,"EVM_votes, postal_votes, total_votes in absolute number",54.0,M
2024,Andhra Pradesh,Narsaraopet,General,Jatiya Jana Sena Party,DOCTOR GODA RAMESH KUMAR,305.0,4.0,309.0,15,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Andhra Pradesh,Narsaraopet,General,All India Forward Bloc,THOKALA NAGA RAJU,277.0,8.0,285.0,16,"EVM_votes, postal_votes, total_votes in absolute number",40.0,M
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Telugu Desam,KRISHNA PRASAD TENNETI,706757.0,10736.0,717493.0,1,"EVM_votes, postal_votes, total_votes in absolute number",64.0,M
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Yuvajana Sramika Rythu Congress Party,NANDIGAM SURESH BABU,503816.0,5646.0,509462.0,2,"EVM_votes, postal_votes, total_votes in absolute number",46.0,M
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Indian National Congress,J.D. SEELAM,41673.0,1586.0,43259.0,3,"EVM_votes, postal_votes, total_votes in absolute number",70.0,M
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Bahujan Samaj Party,DOKKA JAGAN MOHANA RAO,6774.0,83.0,6857.0,5,"EVM_votes, postal_votes, total_votes in absolute number",61.0,M
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Navataram Party,NALAMALA TIRUPATI RAO,2888.0,76.0,2964.0,6,"EVM_votes, postal_votes, total_votes in absolute number",46.0,M
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,BUSSA. NAGARAJU,1311.0,7.0,1318.0,7,"EVM_votes, postal_votes, total_votes in absolute number",34.0,M
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,GADDE. VIJAYA LAKSHMI,1046.0,5.0,1051.0,8,"EVM_votes, postal_votes, total_votes in absolute number",34.0,F
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Pyramid Party of India,KATTAPOGU. VIJAY KUMAR,893.0,4.0,897.0,9,"EVM_votes, postal_votes, total_votes in absolute number",57.0,M
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,KONDRU KIRAN KUMAR,791.0,6.0,797.0,10,"EVM_votes, postal_votes, total_votes in absolute number",46.0,M
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,KATTA ANAND BABU,704.0,25.0,729.0,11,"EVM_votes, postal_votes, total_votes in absolute number",32.0,M
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,India Praja Bandhu Party,MERUGUPALA SADASIVA RAO,669.0,4.0,673.0,12,"EVM_votes, postal_votes, total_votes in absolute number",37.0,M
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,KATTA HEMANAND,547.0,2.0,549.0,13,"EVM_votes, postal_votes, total_votes in absolute number",43.0,M
