State,Constituency_No,Constituency,Party,Candidate Name,Gender,Age
Odisha,11,Kalahandi,Indian National Congress,DROUPADI MAJHI,F,47
Odisha,11,Kalahandi,Independent,UMAKANTA TANDI,M,54
Odisha,11,Kalahandi,Bahujan Samaj Party,BIRANCHI NARAYAN DURGA,M,45
Odisha,11,Kalahandi,Independent,GANGADHAR JAL,M,61
Odisha,11,Kalahandi,Biju Janata Dal,LAMBODAR NIAL,M,55
Odisha,11,Kalahandi,Bharatiya Janata Party,MALVIKA DEVI,F,43
Odisha,11,Kalahandi,Independent,NARESH HIANLA,M,38
Odisha,12,Nabarangpur,Indian National Congress,BHUJABAL MAJHI,M,57
Odisha,12,Nabarangpur,Bharatiya Janata Party,BALABHADRA MAJHI,M,63
Odisha,12,Nabarangpur,Biju Janata Dal,PRADEEP KUMAR MAJHI,M,48
Odisha,12,Nabarangpur,Socialist Unity Centre Of India (COMMUNIST),TRINATH MUNDAGUDIA,M,29
Odisha,13,Kandhamal,Bahujan Samaj Party,HARIBANDHU BEHERA,M,29
Odisha,13,Kandhamal,Biju Janata Dal,ACHYUTANANDA SAMANTA,M,60
Odisha,13,Kandhamal,National Jan Dal,SUBASH MOHAPATRA,M,50
Odisha,13,Kandhamal,Manas Lokshakti Dal,BHAGIRATHI BALIARSINGH,M,54
Odisha,13,Kandhamal,Kalinga Sena,PARSURAM PRADHAN,M,55
Odisha,13,Kandhamal,Bharatiya Janata Party,SUKANTA KUMAR PANIGRAHI,M,57
Odisha,13,Kandhamal,Independent,KANAK MANJARI RATH,F,68
Odisha,13,Kandhamal,Indian National Congress,AMIR CHAND NAYAK,M,63
Odisha,14,Cuttack,Independent,GOKULANANDA MISHRA,M,36
Odisha,14,Cuttack,Bahujan Samaj Party,PRAMOD KUMAR MALLICK,M,52
Odisha,14,Cuttack,Socialist Unity Centre Of India (COMMUNIST),RAJAKISHORE MALLIK,M,57
Odisha,14,Cuttack,Independent,NIRANJAN PATI,M,49
Odisha,14,Cuttack,Krupaa Party,PRAKASH CHANDRA SAHOO,M,47
Odisha,14,Cuttack,Independent,SOBHA PANDEY,F,50
Odisha,14,Cuttack,Indian National Congress,SURESH MOHAPATRA,M,67
Odisha,14,Cuttack,Biju Janata Dal,SANTRUPT MISRA,M,58
Odisha,14,Cuttack,Samruddha Odisha,MINATI PATNAIK,F,64
Odisha,14,Cuttack,Bharatiya Janata Party,BHARTRUHARI MAHTAB,M,66
Odisha,15,Kendrapara,Independent,SRIRAM PANDEY,M,63
Odisha,15,Kendrapara,Independent,PRATAP CHANDRA MOHANTY,M,44
Odisha,15,Kendrapara,Independent,SANTOSH KUMAR PATRA,M,43
Odisha,15,Kendrapara,Bahujan Samaj Party,SEKHA SADIKA HOSEN,M,43
Odisha,15,Kendrapara,Indian National Congress,SIDHARTH SWARUP DASH,M,38
Odisha,15,Kendrapara,Akhil Bhartiya Parivar Party,SUPRAVA DAS,F,49
Odisha,15,Kendrapara,Odisha Janata Party,PRANGYAN PRAKASH MOHAPATRA,M,38
Odisha,15,Kendrapara,Socialist Unity Centre Of India (COMMUNIST),SOUBHAGYA KETAN SAMAL,M,63
Odisha,15,Kendrapara,Biju Janata Dal,ANSHUMAN MOHANTY,M,40
Odisha,15,Kendrapara,Bharatiya Janata Party,BAIJAYANT PANDA,M,60
Odisha,16,Jagatsinghpur,Independent,SANKAR DAS,M,61
Odisha,16,Jagatsinghpur,Bharatiya Janata Party,BIBHU PRASAD TARAI,M,59
Odisha,16,Jagatsinghpur,Independent,ARJUNA CHARAN BEHERA,M,65
Odisha,16,Jagatsinghpur,Samruddha Odisha,SILI MALLICK,F,40
Odisha,16,Jagatsinghpur,Communist Party of India,RAMESH CHANDRA SETHY,M,56
Odisha,16,Jagatsinghpur,Indian National Congress,RABINDRA KUMAR SETHY,M,70
Odisha,16,Jagatsinghpur,Biju Janata Dal,DR. RAJASHREE MALLICK,F,60
Odisha,16,Jagatsinghpur,Utkal Samaj,BHANUMATI DAS,F,50
Odisha,16,Jagatsinghpur,Socialist Unity Centre Of India (COMMUNIST),MAHESWAR DAS,M,69
Odisha,16,Jagatsinghpur,Bahujan Samaj Party,BIBHUTI BHUSAN MAJHI,M,53
Odisha,16,Jagatsinghpur,Ambedkarite Party of India,PEEYUUSH DAS,M,41
Odisha,17,Puri,Independent,SOBHA PANDEY,F,50
Odisha,17,Puri,Indian National Congress,JAYANARAYAN PATTANAYAK,M,56
Odisha,17,Puri,Bahujan Samaj Party,SANTANU KUMAR DAS,M,56
Odisha,17,Puri,Bharatiya Janata Party,SAMBIT PATRA,M,50
Odisha,17,Puri,Independent,DILLIP KUMAR BARAL,M,36
Odisha,17,Puri,Biju Janata Dal,ARUP MOHAN PATNAIK,M,68
Odisha,17,Puri,Socialist Unity Centre Of India (COMMUNIST),SUBASH CHANDRA BHOI,M,52
Odisha,18,Bhubaneswar,Odisha Janata Party,SANGEETA PATTANAIK,F,42
Odisha,18,Bhubaneswar,Independent,SANTOSH KUMAR MISHRA,M,59
Odisha,18,Bhubaneswar,Indian National Congress,SYED YASHIR NAWAZ,M,30
Odisha,18,Bhubaneswar,Independent,HULAS SENAPATI,M,58
Odisha,18,Bhubaneswar,Independent,KISHOR KUMAR SUTAR,M,46
Odisha,18,Bhubaneswar,Independent,SUDHANSU SEKHAR DAS,M,60
Odisha,18,Bhubaneswar,Communist Party of India  (Marxist),SURESH CHANDRA PANIGRAHY,M,59
Odisha,18,Bhubaneswar,Supreme Zero Party of Bharat,SANTILATA ROUT,F,52
Odisha,18,Bhubaneswar,Bharatiya Bikash Parishad,NATABAR MAHARANA,M,57
Odisha,18,Bhubaneswar,Kalinga Sena,PRADEEP KUMAR SAHOO,M,48
Odisha,18,Bhubaneswar,Bharatiya Janata Party,APARAJITA SARANGI,F,54
Odisha,18,Bhubaneswar,Biju Janata Dal,MANMATH KUMAR ROUTRAY,M,42
Odisha,19,Aska,Akhil Bharat Hindu Mahasabha,SANJAYA KUMAR BISHOYI,M,42
Odisha,19,Aska,Independent,SANJAYA KUMAR BISHOYI,M,42
Odisha,19,Aska,Bahujan Samaj Party,BRUNDABANA NAHAK,M,37
Odisha,19,Aska,Sanatan Sanskriti Raksha Dal,PITABAS SAHU,M,37
Odisha,19,Aska,Biju Janata Dal,RANJITA SAHU,F,32
Odisha,19,Aska,Indian National Congress,DEBAKANTA SARMA,M,41
Odisha,19,Aska,Bharatiya Janata Party,ANITA SUBHADARSHINI,F,52
Odisha,19,Aska,Socialist Unity Centre Of India (COMMUNIST),PAPUNU SAHU,M,28
Odisha,20,Berhampur,Naba Bharata Nirmana Seva Party,BOMMALI KANTA RAO,M,54
Odisha,20,Berhampur,Independent,SIRIN TAMMANA,F,37
Odisha,20,Berhampur,Bharatiya Bikash Parishad,RAJENDRA DALABEHERA,M,70
Odisha,20,Berhampur,All India Forward Bloc,SANTOSH KUMAR SAHU,M,41
Odisha,20,Berhampur,Bahujan Samaj Party,BHASKAR CHAUDHORY,M,59
Odisha,20,Berhampur,Independent,RAM SANKAR SATAPATHY,M,38
Odisha,20,Berhampur,Bharatiya Janata Party,DR PRADEEP KUMAR PANIGRAHY,M,60
Odisha,20,Berhampur,Biju Janata Dal,BHRUGU BAXIPATRA,M,49
Odisha,20,Berhampur,Indian National Congress,RASMI RANJAN PATNAIK,M,49
Odisha,20,Berhampur,Independent,V CHANDRA SHEKHAR,M,57
Odisha,20,Berhampur,Socialist Unity Centre Of India (COMMUNIST),SOMANATH BEHERA,M,45
Odisha,21,Koraput,Communist Party of India  (Marxist-Leninist)  (Liberation),PRAKASH HIKAKA,M,49
Odisha,21,Koraput,Naba Bharata Nirmana Seva Party,SUMAN KANTA,F,36
Odisha,21,Koraput,Independent,RAGHUMANI GOMANGO,M,60
Odisha,21,Koraput,Bharatiya Janata Party,KALIRAM MAJHI,M,45
Odisha,21,Koraput,Independent,LASU HANTAL,M,34
Odisha,21,Koraput,Independent,ABINASH GOMANGO,M,29
Odisha,21,Koraput,Bahujan Samaj Party,DAMINI JANI,F,42
Odisha,21,Koraput,Biju Janata Dal,KAUSALYA HIKAKA,F,38
Odisha,21,Koraput,Republican Party of India (A),SANTOSH KUMAR BIDIKA,M,31
Odisha,21,Koraput,Socialist Unity Centre Of India (COMMUNIST),PRAMILA PUJARI,F,25
Odisha,21,Koraput,Indian National Congress,SAPTAGIRI SANKAR ULAKA,M,45
Puducherry,1,PUDUCHERRY,Independent,P RAJAN,M,27
Puducherry,1,PUDUCHERRY,United Republican Party of India,K PRABHU DEVAN,M,26
Puducherry,1,PUDUCHERRY,Naam Tamilar Katchi,R MENAGA,F,36
Puducherry,1,PUDUCHERRY,Independent,V P MANICKAM,M,74
Puducherry,1,PUDUCHERRY,Independent,M MURUGAN,M,44
Puducherry,1,PUDUCHERRY,Independent,ARADADI POSIYYA,M,36
Puducherry,1,PUDUCHERRY,Independent,D RAVINDIRAN,M,41
Puducherry,1,PUDUCHERRY,Independent,S BAKTHAVATCHALAM,M,36
Puducherry,1,PUDUCHERRY,Independent,S MASCO,M,43
Puducherry,1,PUDUCHERRY,Independent,S SATHISH KUMAR,M,26
Puducherry,1,PUDUCHERRY,Independent,E ANANTHAVEL,M,38
Puducherry,1,PUDUCHERRY,Independent,R RAJA,M,54
Puducherry,1,PUDUCHERRY,Indian National Congress,VE VAITHILINGAM,M,73
Puducherry,1,PUDUCHERRY,Independent,K RAMADASS,M,58
Puducherry,1,PUDUCHERRY,Independent,KOLLANJIAPPAN,M,39
Puducherry,1,PUDUCHERRY,Independent,NIRMALA G,F,36
Puducherry,1,PUDUCHERRY,Bahujan Samaj Party,D ALANGARAVELU,M,52
Puducherry,1,PUDUCHERRY,Independent,K ARUNACHALAM,M,47
Puducherry,1,PUDUCHERRY,Independent,M KRISHNAMURTHY,M,62
Puducherry,1,PUDUCHERRY,Independent,K KISHORKUMAR,M,43
Puducherry,1,PUDUCHERRY,Independent,M MANIKANDAN,M,39
Puducherry,1,PUDUCHERRY,Socialist Unity Centre Of India (COMMUNIST),P SANKARAN,M,75
Puducherry,1,PUDUCHERRY,All India Anna Dravida Munnetra Kazhagam,G THAMIZHVENDAN,M,34
Puducherry,1,PUDUCHERRY,Bharatiya Janata Party,A NAMASSIVAYAM,M,54
Puducherry,1,PUDUCHERRY,Independent,S KALA,F,60
Puducherry,1,PUDUCHERRY,Independent,COUTTANE ALIAS DHIVANEEDHE,M,54
Punjab,1,Gurdaspur,Independent,SANTOSH KAUR,F,50
Punjab,1,Gurdaspur,Megh Desham Party,SANTOSH KUMARI,F,49
Punjab,1,Gurdaspur,Bharatheeya Jawan Kisan Party,RAMESH KUMAR TOLLA,M,50
Punjab,1,Gurdaspur,Independent,TILAK RAJ,M,46
Punjab,1,Gurdaspur,Independent,SANJEEV SINGH,M,48
Punjab,1,Gurdaspur,Independent,SANT SEWAK,M,37
Punjab,1,Gurdaspur,National Republic Party Of India,RAMESH LAL,M,44
Punjab,1,Gurdaspur,Bahujan Samaj Party,RAJ KUMAR,M,64
Punjab,1,Gurdaspur,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),GURINDER SINGH BAJWA,M,58
Punjab,1,Gurdaspur,Independent,SURJIT SINGH,M,35
Punjab,1,Gurdaspur,Independent,I.S.GULATI,M,61
Punjab,1,Gurdaspur,Independent,SURINDER SINGH,M,66
Punjab,1,Gurdaspur,Bhartiya Rashtriya Dal,JATINDER KUMAR SHARMA,M,50
Punjab,1,Gurdaspur,Independent,GURPREET KAUR BAJWA,F,26
Punjab,1,Gurdaspur,Aam Aadmi Party,AMANSHER SINGH (SHERY KALSI),M,36
Punjab,1,Gurdaspur,Independent,JAGDISH MASIH,M,49
Punjab,1,Gurdaspur,Shiromani Akali Dal,DR. DALJIT SINGH CHEEMA,M,62
Punjab,1,Gurdaspur,Nationalist Justice Party,DARBARA SINGH,M,61
Punjab,1,Gurdaspur,Independent,SAMUEL SONI,M,41
Punjab,1,Gurdaspur,Independent,AMIT AGGARWAL,M,53
Punjab,1,Gurdaspur,Bharatiya Janata Party,DINESH SINGH BABBU,M,61
Punjab,1,Gurdaspur,Jan Sewa Driver Party,RANJODH SINGH,M,53
Punjab,1,Gurdaspur,Independent,ROBI MASIH,M,28
Punjab,1,Gurdaspur,Independent,SANJEEV MANHAS,M,44
Punjab,1,Gurdaspur,Indian National Congress,SUKHJINDER SINGH RANDHAWA,M,65
Punjab,1,Gurdaspur,Independent,TARSEM MASIH SAHOTA,M,47
Punjab,2,Amritsar,Independent,GAGANDEEP,M,37
Punjab,2,Amritsar,Independent,NEELAM,F,38
Punjab,2,Amritsar,Indian National Congress,GURJEET SINGH AUJLA,M,51
Punjab,2,Amritsar,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),EMAAN SINGH MANN,M,52
Punjab,2,Amritsar,Independent,BALWINDER SINGH,M,53
Punjab,2,Amritsar,Independent,SIMRANPREET SINGH,M,26
Punjab,2,Amritsar,Republican Party of India (Athawale),GURPREET SINGH RATTAN,M,36
Punjab,2,Amritsar,Shiromani Lok Dal Party,DILDAR MASIH,M,47
Punjab,2,Amritsar,Independent,JASPAL MASIH,M,46
Punjab,2,Amritsar,Independent,SATBIR SINGH  JAMMU,M,64
Punjab,2,Amritsar,Independent,DILBAGH SINGH,M,57
Punjab,2,Amritsar,Independent,PRITHVI PAL,M,66
Punjab,2,Amritsar,Independent,MASTER HARJINDER PAL,M,59
Punjab,2,Amritsar,Independent,RESHAM SINGH,M,28
Punjab,2,Amritsar,Independent,SHAM LAL GANDHI,M,42
Punjab,2,Amritsar,Independent,GURINDER SINGH SABHI GILL,M,55
Punjab,2,Amritsar,Independent,SHAMSHER SINGH SHERA,M,30
Punjab,2,Amritsar,Bahujan Samaj Party,VISHAL SIDHU,M,38
Punjab,2,Amritsar,Aam Aadmi Party,KULDEEP SINGH DHALIWAL,M,61
Punjab,2,Amritsar,Independent,SAHIB SINGH,M,45
Punjab,2,Amritsar,Aam Janta Party (India),NARINDER KAUR,F,61
Punjab,2,Amritsar,Shiromani Akali Dal,ANIL JOSHI,M,60
Punjab,2,Amritsar,Independent,RAJINDER KUMAR SHARMA,M,59
Punjab,2,Amritsar,Bharatiya Janata Party,TARANJIT SINGH SANDHU SAMUNDRI,M,61
Punjab,2,Amritsar,Aas Punjab Party,LOVEPREET SHARMA,M,34
Punjab,2,Amritsar,Sacho Sach Party,DR RAMESH KUMAR,M,45
Punjab,2,Amritsar,Independent,BAL KRISHAN SHARMA,M,62
Punjab,2,Amritsar,Independent,SHARANJIT KAUR,F,39
Punjab,2,Amritsar,Independent,AMANPREET SINGH MAHADIPUR,M,31
Punjab,2,Amritsar,Communist Party of India,DASWINDER KAUR,F,59
Punjab,3,Khadoor Sahib,Independent,SIMRANJEET SINGH,M,36
Punjab,3,Khadoor Sahib,Independent,LAKHBIR SINGH,M,52
Punjab,3,Khadoor Sahib,Independent,SARABJIT SINGH,M,44
Punjab,3,Khadoor Sahib,Independent,VIJAY KUMAR,M,51
Punjab,3,Khadoor Sahib,Independent,SURJIT SINGH BHIKHIWIND,M,45
Punjab,3,Khadoor Sahib,Sanjhi Virasat Party,NAVEEN KUMAR SHARMA,M,52
Punjab,3,Khadoor Sahib,Independent,VIKRAMJIT SINGH,M,39
Punjab,3,Khadoor Sahib,Independent,GURPREET SINGH,M,29
Punjab,3,Khadoor Sahib,Independent,ARUN KUMAR,M,36
Punjab,3,Khadoor Sahib,Independent,PARMINDER SINGH,M,44
Punjab,3,Khadoor Sahib,Independent,PARAMJIT SINGH,M,46
Punjab,3,Khadoor Sahib,Independent,MAHINDER SINGH HAMIRA,M,56
Punjab,3,Khadoor Sahib,Aam Aadmi Party,LALJIT SINGH BHULLAR,M,42
Punjab,3,Khadoor Sahib,Bahujan Samaj Party,SATNAM SINGH,M,30
Punjab,3,Khadoor Sahib,Independent,ANOKH SINGH KATWAL,M,40
Punjab,3,Khadoor Sahib,Indian National Congress,KULBIR SINGH ZIRA,M,44
Punjab,3,Khadoor Sahib,Independent,KAWALJIT SINGH,M,48
Punjab,3,Khadoor Sahib,All India Mazdoor Party (Rangreta),DILBAGH SINGH,M,57
Punjab,3,Khadoor Sahib,Shiromani Akali Dal,VIRSA SINGH VALTOHA,M,62
Punjab,3,Khadoor Sahib,Independent,JASWANT SINGH SOHAL,M,44
Punjab,3,Khadoor Sahib,Independent,AMRITPAL SINGH,M,31
Punjab,3,Khadoor Sahib,Independent,KANWALJIT SINGH,M,52
Punjab,3,Khadoor Sahib,Bharatiya Janata Party,MANJIT SINGH MANNA,M,50
Punjab,3,Khadoor Sahib,Communist Party of India,GURDIAL SINGH,M,57
Punjab,3,Khadoor Sahib,Independent,AJIT SINGH,M,38
Punjab,3,Khadoor Sahib,Independent,HARJINDER SINGH,M,42
Punjab,3,Khadoor Sahib,Aas Punjab Party,CHAIN SINGH BAINKA,M,36
Punjab,4,Jalandhar,Aam Aadmi Party,PAWAN KUMAR TINU,M,58
Punjab,4,Jalandhar,Loktantrik Lok Rajyam Party,TARACHAND SHEELA,M,43
Punjab,4,Jalandhar,Republican Party of India (Athawale),SONIA,F,50
Punjab,4,Jalandhar,Independent,AMRISH BHAGAT,M,58
Punjab,4,Jalandhar,Independent,RAMESH LAL KALA,M,57
Punjab,4,Jalandhar,Independent,IQBAL CHAND MATTU,M,59
Punjab,4,Jalandhar,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),SARABJIT SINGH KHALSA,M,35
Punjab,4,Jalandhar,Bahujan Samaj Party,ADVOCATE BALWINDER KUMAR,M,45
Punjab,4,Jalandhar,Global Republican Party,BAL MUKAND BAWRA,M,61
Punjab,4,Jalandhar,Apna Samaj Party,RAJWANT KAUR KHALSA,F,37
Punjab,4,Jalandhar,Independent,GURDEEP SINGH BITTU,M,55
Punjab,4,Jalandhar,Shiromani Akali Dal,MOHINDER SINGH KAYPEE,M,67
Punjab,4,Jalandhar,Democratic Bharatiya Samaj Party,BHAGAT GULSHAN AZAAD,M,39
Punjab,4,Jalandhar,Communist Party of India  (Marxist),MASTER PARSHOTAM LAL BILGA,M,73
Punjab,4,Jalandhar,Independent,ASHOK KUMAR JAKHU,M,55
Punjab,4,Jalandhar,Bharatiya Janata Party,SUSHIL KUMAR RINKU,M,49
Punjab,4,Jalandhar,Peoples Party of India (Democratic),RAJ KUMAR SAQI,M,41
Punjab,4,Jalandhar,Independent,PARAMJIT KAUR TEJI,F,52
Punjab,4,Jalandhar,Indian National Congress,CHARANJIT SINGH CHANNI,M,61
Punjab,4,Jalandhar,Independent,NEETU SHATTRA WALA,M,39
Punjab,5,Hoshiarpur,Bahujan Mukti Party,RAJPAL NADALI,M,60
Punjab,5,Hoshiarpur,Samaj Bhalai Morcha,DAVINDER KUMAR SAROYA,M,47
Punjab,5,Hoshiarpur,Independent,SONU SINGH PHAGWARA,M,39
Punjab,5,Hoshiarpur,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),JASWANT SINGH,M,45
Punjab,5,Hoshiarpur,Independent,SATPAL,M,45
Punjab,5,Hoshiarpur,Democratic Bharatiya Samaj Party,RAJESH,M,45
Punjab,5,Hoshiarpur,Global Republican Party,BHIMRAO YASHWANT AMBEDKAR,M,65
Punjab,5,Hoshiarpur,Bharatiya Janata Party,ANITA SOM PARKASH,F,64
Punjab,5,Hoshiarpur,Nationalist Justice Party,HARDEEP SINGH,M,37
Punjab,5,Hoshiarpur,Shiromani Akali Dal,SOHAN SINGH THANDAL,M,69
Punjab,5,Hoshiarpur,Bahujan Samaj Party,RANJIT KUMAR,M,52
Punjab,5,Hoshiarpur,Aam Aadmi Party,DR. RAJ KUMAR CHABBEWAL,M,54
Punjab,5,Hoshiarpur,Bahujan Dravida Party,JEEVAN SINGH TAMIL,M,51
Punjab,5,Hoshiarpur,Indian National Congress,YAMINI GOMAR,F,49
Punjab,5,Hoshiarpur,Independent,DAVINDER SINGH,M,44
Punjab,5,Hoshiarpur,Independent,ROHIT KUMAR TINKU,M,44
Punjab,6,Anandpur Sahib,Bharatiya Janata Party,DR SUBHASH SHARMA,M,46
Punjab,6,Anandpur Sahib,Independent,RAMJAAN KHAN,M,38
Punjab,6,Anandpur Sahib,Bharatheeya Jawan Kisan Party,ER DALJEET SINGH SAINI,M,51
Punjab,6,Anandpur Sahib,Independent,SIMPLE KUMAR,M,32
Punjab,6,Anandpur Sahib,Independent,ROHTASH,M,39
Punjab,6,Anandpur Sahib,Independent,MANDAR SINGH,M,35
Punjab,6,Anandpur Sahib,Shiromani Akali Dal,PREM SINGH CHANDUMAJRA,M,74
Punjab,6,Anandpur Sahib,Revolutionary Socialist Party,YOG RAJ SAHOTA,M,68
Punjab,6,Anandpur Sahib,Democratic Bharatiya Samaj Party,KULWINDER SINGH,M,50
Punjab,6,Anandpur Sahib,Independent,DAVINDER SINGH,M,56
Punjab,6,Anandpur Sahib,Punjab National Party,DARSHAN SINGH,M,64
Punjab,6,Anandpur Sahib,Akhil Bhartiya Parivar Party,DHARMINDER SINGH HARMAN,M,39
Punjab,6,Anandpur Sahib,Independent,GURMIT SINGH,M,79
Punjab,6,Anandpur Sahib,Independent,GAJJAN SINGH,M,45
Punjab,6,Anandpur Sahib,Ekam Sanatan Bharat Dal,HANISH SHARMA,M,36
Punjab,6,Anandpur Sahib,Independent,SATPAL,M,43
Punjab,6,Anandpur Sahib,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),KUSHAL PAL SINGH MANN,M,52
Punjab,6,Anandpur Sahib,Independent,MEGH RAJ,M,53
Punjab,6,Anandpur Sahib,Independent,DEEPAK SHARMA,M,31
Punjab,6,Anandpur Sahib,Aam Aadmi Party,MALVINDER SINGH KANG,M,45
Punjab,6,Anandpur Sahib,Indian National Congress,VIJAY INDER SINGLA,M,52
Punjab,6,Anandpur Sahib,Independent,HARWINDER KARWAL,M,52
Punjab,6,Anandpur Sahib,Bahujan Samaj Party,JASVIR SINGH GARHI,M,44
Punjab,6,Anandpur Sahib,Bhartiya Rashtriya Dal,SUNAINA,F,37
Punjab,6,Anandpur Sahib,Independent,ADV KULWINDER SINGH,M,44
Punjab,6,Anandpur Sahib,Independent,PARMINDER SINGH,M,37
Punjab,6,Anandpur Sahib,Hindustan Shakti Sena,KIRAN JAIN,F,39
Punjab,6,Anandpur Sahib,Bhartiya Jan Samman Party,SUNIL KUMAR,M,43
Punjab,7,Ludhiana,Jan Sewa Driver Party,RAJIV KUMAR MEHRA,M,46
Punjab,7,Ludhiana,Nationalist Justice Party,DARSHAN SINGH DABA,M,54
Punjab,7,Ludhiana,Independent,KAMAL PAWAR,M,40
Punjab,7,Ludhiana,Independent,GURDEEP SINGH KAHLON,M,51
Punjab,7,Ludhiana,Independent,KANIYA LAL (DR. KISHAN KUMAR),M,41
Punjab,7,Ludhiana,Independent,PARAMJIT SINGH,M,63
Punjab,7,Ludhiana,Independent,SUDHIR KUMAR TRIPATHI,M,57
Punjab,7,Ludhiana,Bharatiya Janata Party,RAVNEET SINGH BITTU,M,48
Punjab,7,Ludhiana,Independent,BALJIT SINGH,M,48
Punjab,7,Ludhiana,Independent,BALDEV SINGH SUMAN,M,57
Punjab,7,Ludhiana,Bharatheeya Jawan Kisan Party,BHUPINDER SINGH,M,51
Punjab,7,Ludhiana,Independent,RUPINDER KUMAR,M,64
Punjab,7,Ludhiana,Sunahara Bharat Party,RAKESH KUMAR (RICKY),M,36
Punjab,7,Ludhiana,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),AMRITPAL SINGH CHHANDRAN,M,33
Punjab,7,Ludhiana,Global Republican Party,SHIVAM YADAV,M,28
Punjab,7,Ludhiana,Independent,KARNAIL SINGH,M,47
Punjab,7,Ludhiana,Independent,KULDEEP KUMAR SHARMA,M,43
Punjab,7,Ludhiana,Independent,CHANDI,M,31
Punjab,7,Ludhiana,Independent,SANJEEV KUMAR (SANJU),M,39
Punjab,7,Ludhiana,Independent,DR. PALWINDER KAUR,F,42
Punjab,7,Ludhiana,Independent,KAMALJIT SINGH BRAR,M,46
Punjab,7,Ludhiana,Hindustan Shakti Sena,DEVINDER BHAGRIA,M,49
Punjab,7,Ludhiana,Independent,GURMEET SINGH KHARAY,M,53
Punjab,7,Ludhiana,Aam Aadmi Party,ASHOK PRASHAR PAPPI,M,59
Punjab,7,Ludhiana,Bahujan Dravida Party,PRITPAL SINGH,M,42
Punjab,7,Ludhiana,Indian National Congress,AMRINDER SINGH RAJA WARRING,M,46
Punjab,7,Ludhiana,Independent,SIMRANDEEP SINGH,M,34
Punjab,7,Ludhiana,Shiromani Akali Dal,RANJIT SINGH DHILLON,M,59
Punjab,7,Ludhiana,Independent,KIRPAL SINGH KAPURI,M,57
Punjab,7,Ludhiana,Independent,RAJINDER GHAI,M,44
Punjab,7,Ludhiana,Bahujan Samaj Party,DAVINDER SINGH RAMGARHIA,M,63
Punjab,7,Ludhiana,Sehajdhari Sikh Party,AMANDEEP SINGH,M,42
Punjab,7,Ludhiana,Independent,BALVINDER SINGH BITTA,M,49
Punjab,7,Ludhiana,Independent,VISHAL KUMAR ARORA,M,32
Punjab,7,Ludhiana,Independent,BHOLA SINGH,M,38
Punjab,7,Ludhiana,Independent,NARESH DHINGAAN,M,52
Punjab,7,Ludhiana,Bharatiya Inqalab Party,SANTOSH KUMAR,M,48
Punjab,7,Ludhiana,Samajik Sangharsh Party,HARVINDER KAUR,F,57
Punjab,7,Ludhiana,Independent,RAVINDER PAL SINGH BABA JI BARGAR WALE,M,34
Punjab,7,Ludhiana,Independent,JAI - PARKASH JAIN (TITU BANIYA),M,45
Punjab,7,Ludhiana,Aam Lok Party United,DR. DEVINDER SINGH GILL,M,47
Punjab,7,Ludhiana,Independent,VIPAN KUMAR BATRA,M,47
Punjab,7,Ludhiana,Independent,ER. BALDEV RAJ KATNA (DEBI),M,69
Punjab,8,Fatehgarh Sahib,Bharatiya Janata Party,GEJJA RAM,M,67
Punjab,8,Fatehgarh Sahib,Shiromani Akali Dal,BIKRAMJIT SINGH KHALSA,M,53
Punjab,8,Fatehgarh Sahib,Indian National Congress,AMAR SINGH,M,70
Punjab,8,Fatehgarh Sahib,Independent,KAMALJEET KAUR,F,41
Punjab,8,Fatehgarh Sahib,Aam Aadmi Party,GURPREET SINGH GP,M,53
Punjab,8,Fatehgarh Sahib,Independent,HARGOBIND SINGH,M,40
Punjab,8,Fatehgarh Sahib,Independent,RULDA SINGH,M,62
Punjab,8,Fatehgarh Sahib,Independent,PARKASH PETER,M,45
Punjab,8,Fatehgarh Sahib,Independent,PREM SINGH MOHANPUR,M,67
Punjab,8,Fatehgarh Sahib,Independent,HARJINDER SINGH,M,58
Punjab,8,Fatehgarh Sahib,Aazad Samaj Party (Kanshi Ram),BAHAL SINGH,M,51
Punjab,8,Fatehgarh Sahib,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),RAJ JATINDER SINGH,M,52
Punjab,8,Fatehgarh Sahib,Independent,PARAMJIT SINGH,M,58
Punjab,8,Fatehgarh Sahib,Bahujan Samaj Party,KULWANT SINGH,M,67
Punjab,9,Faridkot,Independent,NIRMAL SINGH RAJEANA,M,65
Punjab,9,Faridkot,Sanjhi Virasat Party,KULWANT KAUR,F,31
Punjab,9,Faridkot,Rashtriya Republican Party,SUKHBIR SINGH BABBAL BHATTI,M,40
Punjab,9,Faridkot,Independent,RAJ KUMAR CHAUHAN,M,49
Punjab,9,Faridkot,Independent,JASWANT RAI RAJORA,M,59
Punjab,9,Faridkot,Independent,MANPREET SHANT,M,36
Punjab,9,Faridkot,Aam Aadmi Party,KARAMJIT SINGH ANMOL,M,52
Punjab,9,Faridkot,Independent,GURMEET SINGH,M,49
Punjab,9,Faridkot,Apna Samaj Party,PARGAT SINGH RAJEANA,M,50
