State_Name,Constituency_No,Constituency_Name,Candidate,Sex,Party
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,KULDEEP RAI SHARMA,M,INC
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,VISHAL JOLLY,M,BJP
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,PARITOSH KUMAR HALDAR,M,IND
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,SANJAY MESHACK,M,AAAP
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,PRAKASH MINJ,M,BSP
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,AYAN MANDAL,M,AITC
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,HENRY,M,IND
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,K VENKAT RAM BABU,M,IND
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,MINATI BISWAS,F,IND
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,S SUDERSHAN RAO,M,IND
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,V V KHALID,M,IND
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,K KALIMUTHU,M,IND
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,C U RASHEED,M,IND
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,GOUR CHANDRA MAJUMDER,M,IND
Andaman_&_Nicobar_Islands,1,ANDAMAN & NICOBAR ISLANDS,C G SAJI KUMAR,M,AINHCP
Andhra_Pradesh,1,ARUKU,GODDETI. MADHAVI,F,YSRCP
Andhra_Pradesh,1,ARUKU,KISHORE CHANDRA DEO,M,TDP
Andhra_Pradesh,1,ARUKU,GANGULAIAH VAMPURU.,M,JnP
Andhra_Pradesh,1,ARUKU,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,M,BJP
Andhra_Pradesh,1,ARUKU,SHRUTI DEVI VYRICHERLA,F,INC
Andhra_Pradesh,1,ARUKU,KANGALA BALUDORA,M,IND
Andhra_Pradesh,1,ARUKU,NARAVA SATYAVATHI,F,IND
Andhra_Pradesh,1,ARUKU,ANUMULA VAMSIKRISHNA,M,IND
Andhra_Pradesh,1,ARUKU,BIDDIKA RAMAYYA.,M,IND
Andhra_Pradesh,1,ARUKU,SWAMULA. SUBRAHMANYAM,M,JAJGP
Andhra_Pradesh,2,SRIKAKULAM,KINJARAPU RAM MOHAN NAIDU,M,TDP
Andhra_Pradesh,2,SRIKAKULAM,DUVVADA SRINIVAS,M,YSRCP
Andhra_Pradesh,2,SRIKAKULAM,METTA RAMARAO,M,JnP
Andhra_Pradesh,2,SRIKAKULAM,DOLA JAGAN,M,INC
Andhra_Pradesh,2,SRIKAKULAM,PERLA SAMBA MURTHY,M,BJP
Andhra_Pradesh,2,SRIKAKULAM,NAIDUGARI RAJASEKHAR,M,IND
Andhra_Pradesh,2,SRIKAKULAM,NAMBALLA KRISHNA MOHAN,M,IND
Andhra_Pradesh,2,SRIKAKULAM,BETHA VIVEKANANDA MAHARAJ,M,IND
Andhra_Pradesh,2,SRIKAKULAM,MATTA SATISH CHAKRAVARTHY,M,PPOI
Andhra_Pradesh,3,VIZIANAGARAM,Bellana Chandra Sekhar,M,YSRCP
Andhra_Pradesh,3,VIZIANAGARAM,Ashok Gajapathi Raju Pusapati,M,TDP
Andhra_Pradesh,3,VIZIANAGARAM,Mukka Srinivas Rao,M,JnP
Andhra_Pradesh,3,VIZIANAGARAM,Adiraju Yedla,M,INC
Andhra_Pradesh,3,VIZIANAGARAM,Sanyasi Raju Pakalapati,M,BJP
Andhra_Pradesh,3,VIZIANAGARAM,Venkata Trindha Rao Veluri,M,IND
Andhra_Pradesh,3,VIZIANAGARAM,P.V.A. Ananda Sagar,M,SAPRP
Andhra_Pradesh,3,VIZIANAGARAM,Ijjurouthu Ramunaidu,M,IND
Andhra_Pradesh,3,VIZIANAGARAM,Pentapati Rajesh,M,IND
Andhra_Pradesh,3,VIZIANAGARAM,Chiranjeevi Lingala,M,ACP
Andhra_Pradesh,3,VIZIANAGARAM,Dhanalakoti Ramana,M,IND
Andhra_Pradesh,3,VIZIANAGARAM,Yella Rao Siyyadula,M,IND
Andhra_Pradesh,3,VIZIANAGARAM,Surya Bhavani. K,F,PPOI
Andhra_Pradesh,3,VIZIANAGARAM,Lagudu. Govinda Rao,M,JAJGP
Andhra_Pradesh,4,VISAKHAPATNAM,M V V SATYANARAYANA,M,YSRCP
Andhra_Pradesh,4,VISAKHAPATNAM,BHARAT MATHUKUMILLI,M,TDP
Andhra_Pradesh,4,VISAKHAPATNAM,V.V. LAKSHMI NARAYANA,M,JnP
Andhra_Pradesh,4,VISAKHAPATNAM,DAGGUBATI PURANDESWARI,F,BJP
Andhra_Pradesh,4,VISAKHAPATNAM,PEDADA. RAMANIKUMARI,F,INC
Andhra_Pradesh,4,VISAKHAPATNAM,GEORGE BANGARI,M,VCK
Andhra_Pradesh,4,VISAKHAPATNAM,DURGAPRASAD. GUNTU,M,IND
Andhra_Pradesh,4,VISAKHAPATNAM,PULAPAKA RAJA SEKHAR,M,IND
Andhra_Pradesh,4,VISAKHAPATNAM,ANMISH VARMA,M,IND
Andhra_Pradesh,4,VISAKHAPATNAM,B. JAYA VENU GOPAL,M,PPOI
Andhra_Pradesh,4,VISAKHAPATNAM,R. UDAYA GOWRI,F,IND
Andhra_Pradesh,4,VISAKHAPATNAM,GANNU MALLAYYA,M,IND
Andhra_Pradesh,4,VISAKHAPATNAM,KOTHAPALLI GEETHA,F,IND
Andhra_Pradesh,4,VISAKHAPATNAM,GAMPALA SOMASUNDARAM,M,IND
Andhra_Pradesh,5,ANAKAPALLI,Dr.Beesetti Venkata Satyavathi,F,YSRCP
Andhra_Pradesh,5,ANAKAPALLI,ADARI ANAND KUMAR,M,TDP
Andhra_Pradesh,5,ANAKAPALLI,Chintala Partha Sarathi,M,JnP
Andhra_Pradesh,5,ANAKAPALLI,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),M,BJP
Andhra_Pradesh,5,ANAKAPALLI,Ruthala Srirama Murthy,M,INC
Andhra_Pradesh,5,ANAKAPALLI,Vadlamuri Krishna Swaroop,M,DABAP
Andhra_Pradesh,5,ANAKAPALLI,Appala Naidu Tummagunta,M,IND
Andhra_Pradesh,5,ANAKAPALLI,P.S.AJAY KUMAR,M,CPI(ML)(L)
Andhra_Pradesh,5,ANAKAPALLI,Taadi Veera Jagadeeshwari,F,PPOI
Andhra_Pradesh,5,ANAKAPALLI,K B SWAROOP,M,JAJGP
Andhra_Pradesh,6,KAKINADA,VANGA GEETHAVISWANATH,F,YSRCP
Andhra_Pradesh,6,KAKINADA,CHALAMALASETTY SUNIL,M,TDP
Andhra_Pradesh,6,KAKINADA,JYOTHULA VENKATESWARA RAO,M,JnP
Andhra_Pradesh,6,KAKINADA,YALLA VENKATA RAMA MOHAN RAO (DORABABU),M,BJP
Andhra_Pradesh,6,KAKINADA,MALLIPUDI SRI RAMACHANDRA MURTHY (RAMBABU),M,INC
Andhra_Pradesh,6,KAKINADA,KAKILETI RAVINDRA,M,IND
Andhra_Pradesh,6,KAKINADA,APPALAKONDA VANGALAPUDI,M,MPP
Andhra_Pradesh,6,KAKINADA,MEDISETTI VIJAYA KUMAR,M,IND
Andhra_Pradesh,6,KAKINADA,GODUGU SATYANARAYANA,M,CPI(ML)(L)
Andhra_Pradesh,6,KAKINADA,B. GEETHA,F,PRSHP
Andhra_Pradesh,6,KAKINADA,ANKADI SATHIBABU,M,IND
Andhra_Pradesh,6,KAKINADA,SATHI VEERALAKSHMI,F,PPOI
Andhra_Pradesh,6,KAKINADA,VASAMSETTY VENKATARAMANA,M,AIFB
Andhra_Pradesh,6,KAKINADA,DONAM NEELAKANTAM,M,AINPP
Andhra_Pradesh,6,KAKINADA,PEDDIMSETTI. VENKATESWARARAO,M,JAJGP
Andhra_Pradesh,7,AMALAPURAM,CHINTA ANURADHA,F,YSRCP
Andhra_Pradesh,7,AMALAPURAM,GANTI HARISH MADHUR (BALAYOGI),M,TDP
Andhra_Pradesh,7,AMALAPURAM,D M R SEKHAR,M,JnP
Andhra_Pradesh,7,AMALAPURAM,AYYAJI VEMA MANEPALLI,M,BJP
Andhra_Pradesh,7,AMALAPURAM,JANGA GOUTHAM,M,INC
Andhra_Pradesh,7,AMALAPURAM,REVU SUDHAKAR,M,IND
Andhra_Pradesh,7,AMALAPURAM,MORTHA SIVA RAMA KRISHNA,M,PPOI
Andhra_Pradesh,7,AMALAPURAM,MURALIKRISHNA KANDERI,M,IPBP
Andhra_Pradesh,7,AMALAPURAM,PANTHAGADA VIJAYA CHAKRAVARTHY,M,RPI(KH)
Andhra_Pradesh,7,AMALAPURAM,CHELLE RAJANI,M,JAJGP
Andhra_Pradesh,8,RAJAHMUNDRY,MARGANI BHARAT,M,YSRCP
Andhra_Pradesh,8,RAJAHMUNDRY,MAGANTI ROOPA,F,TDP
Andhra_Pradesh,8,RAJAHMUNDRY,AKULA SATYANARAYANA,M,JnP
Andhra_Pradesh,8,RAJAHMUNDRY,NALLURI VIJAYA SRINIVASA RAO,M,INC
Andhra_Pradesh,8,RAJAHMUNDRY,PARAVASTU SATYA GOPINATH DAS,M,BJP
Andhra_Pradesh,8,RAJAHMUNDRY,KOLLAPU VENU,M,IND
Andhra_Pradesh,8,RAJAHMUNDRY,GEDDAM DAVID NELSON BABU,M,APoI
Andhra_Pradesh,8,RAJAHMUNDRY,KURUVELLA BHANUCHANDAR,M,IND
Andhra_Pradesh,8,RAJAHMUNDRY,SANGISETTI SRINIVASA RAO,M,PPOI
Andhra_Pradesh,8,RAJAHMUNDRY,BANDARU RAJESWARA RAO,M,JAJGP
Andhra_Pradesh,8,RAJAHMUNDRY,MEDA SRINIVAS,M,RPC(S)
Andhra_Pradesh,9,NARSAPURAM,KANUMURU RAGHU RAMA KRISHNA RAJU,M,YSRCP
Andhra_Pradesh,9,NARSAPURAM,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),M,TDP
Andhra_Pradesh,9,NARSAPURAM,NAGABABU KONIDELA,M,JnP
Andhra_Pradesh,9,NARSAPURAM,KANUMURU BAPIRAJU,M,INC
Andhra_Pradesh,9,NARSAPURAM,PYDIKONDALA MANIKYALA RAO,M,BJP
Andhra_Pradesh,9,NARSAPURAM,YELLA VENU GOPAL RAO,M,NVSP
Andhra_Pradesh,9,NARSAPURAM,G S RAJU,M,SP
Andhra_Pradesh,9,NARSAPURAM,K.A.PAUL,M,PRSHP
Andhra_Pradesh,9,NARSAPURAM,MEDAPATI VARAHALA REDDY,M,IND
Andhra_Pradesh,9,NARSAPURAM,NALLI RAJESH,M,IND
Andhra_Pradesh,9,NARSAPURAM,NALLAM SURYA CHANDRA RAO,M,PPOI
Andhra_Pradesh,9,NARSAPURAM,DASARI KRISHNA MURTHY,M,IPBP
Andhra_Pradesh,9,NARSAPURAM,GOTTUMUKKALA SHIVAJI,M,IND
Andhra_Pradesh,9,NARSAPURAM,GANJI PURNIMA,F,RPI(A)
Andhra_Pradesh,9,NARSAPURAM,GURUGUBILLI RAMBABU,M,MCPI
Andhra_Pradesh,10,ELURU,KOTAGIRI SRIDHAR,M,YSRCP
Andhra_Pradesh,10,ELURU,MAGANTTI VENKATESWARA RAO BABU,M,TDP
Andhra_Pradesh,10,ELURU,PENTAPATI PULLARAO,M,JnP
Andhra_Pradesh,10,ELURU,JETTI GURUNADHA RAO,M,INC
Andhra_Pradesh,10,ELURU,CHINNAM RAMA KOTAYYA,M,BJP
Andhra_Pradesh,10,ELURU,Dr.MENDEM. SANTHOSH KUMAR(PEDDABABU),M,IND
Andhra_Pradesh,10,ELURU,CHINA VENKATA SURYANARAYANA JOSYULA,M,PPOI
Andhra_Pradesh,10,ELURU,MATHE. BOBBY,M,RPI(A)
Andhra_Pradesh,10,ELURU,ALAGA. RAVI KUMAR,M,IND
Andhra_Pradesh,10,ELURU,V. SIVA RAMA KRISHNA,M,JAJGP
Andhra_Pradesh,11,MACHILIPATNAM,BALASHOWRY VALLABHANENI,M,YSRCP
Andhra_Pradesh,11,MACHILIPATNAM,KONAKALLA NARAYANA RAO,M,TDP
Andhra_Pradesh,11,MACHILIPATNAM,BANDREDDI RAMAKRISHNA,M,JnP
Andhra_Pradesh,11,MACHILIPATNAM,GOLLU KRISHNA,M,INC
Andhra_Pradesh,11,MACHILIPATNAM,GUDIVAKA RAMANJANEYULU (ANJI BABU),M,BJP
Andhra_Pradesh,11,MACHILIPATNAM,VIJAYA LAKSHMI CHALAPAKA,F,IND
Andhra_Pradesh,11,MACHILIPATNAM,PERAM SIVA NAGESWARA RAO,M,RPI(A)
Andhra_Pradesh,11,MACHILIPATNAM,YARLAGADDA RAMA MOHANA RAO,M,BAHUMP
Andhra_Pradesh,11,MACHILIPATNAM,G. V. N. BASAVA RAO,M,IND
Andhra_Pradesh,11,MACHILIPATNAM,GANDHI DHANEKULA,M,IND
Andhra_Pradesh,11,MACHILIPATNAM,VALLURU VENKATESWARA RAO,M,PPOI
Andhra_Pradesh,11,MACHILIPATNAM,NADAKUDITI NAGA GAYATHRI,F,IND
Andhra_Pradesh,12,VIJAYAWADA,KESINENI SRINIVAS (NANI),M,TDP
Andhra_Pradesh,12,VIJAYAWADA,POTLURI.V.PRASAD ( P V P ),M,YSRCP
Andhra_Pradesh,12,VIJAYAWADA,Muttamsetty Prasad babu,M,JnP
Andhra_Pradesh,12,VIJAYAWADA,KILARU DILEEP,M,BJP
Andhra_Pradesh,12,VIJAYAWADA,NARAHARISETTY. NARASIMHARAO.,M,INC
Andhra_Pradesh,12,VIJAYAWADA,ANDUKURI VIJAYA BHASKAR,M,IPBP
Andhra_Pradesh,12,VIJAYAWADA,BOLISETTY HARI BABU,M,IND
Andhra_Pradesh,12,VIJAYAWADA,MOHAMMAD ISHAQ,M,IND
Andhra_Pradesh,12,VIJAYAWADA,ANIL KUMAR MADDINENI,M,IND
Andhra_Pradesh,12,VIJAYAWADA,NANDINI NALLAGHATLA,F,IND
Andhra_Pradesh,12,VIJAYAWADA,DHANEKULA GANDHI,M,IND
Andhra_Pradesh,12,VIJAYAWADA,SEKHAR,M,PPOI
Andhra_Pradesh,12,VIJAYAWADA,PADALA SIVA PRASAD,M,NRCP
Andhra_Pradesh,12,VIJAYAWADA,DATLA LURDU MARY,F,MPP
Andhra_Pradesh,12,VIJAYAWADA,Sk. Riyaz,M,IUML
Andhra_Pradesh,13,GUNTUR,Jayadev Galla,M,TDP
Andhra_Pradesh,13,GUNTUR,Modugula Venugopala Reddy,M,YSRCP
Andhra_Pradesh,13,GUNTUR,Bonaboyina Srinivasa Rao (Bonaboyina Srinivasa Yadav),M,JnP
Andhra_Pradesh,13,GUNTUR,Shaik Mastanvali,M,INC
Andhra_Pradesh,13,GUNTUR,Jayaprakash Narayana Valluru,M,BJP
Andhra_Pradesh,13,GUNTUR,Mannava Hariprasad,M,CPIM
Andhra_Pradesh,13,GUNTUR,Dasari Kiran Babu,M,IND
Andhra_Pradesh,13,GUNTUR,Umar Basha Shaik,M,IND
Andhra_Pradesh,13,GUNTUR,Y. V. Suresh,M,IND
Andhra_Pradesh,13,GUNTUR,Ramarao Simhadri,M,PRSHP
Andhra_Pradesh,13,GUNTUR,Sarabandi Raju Sikhinam,M,ILP(AP)
Andhra_Pradesh,13,GUNTUR,Nagaraju Ekula,M,RPI(A)
Andhra_Pradesh,13,GUNTUR,Araveti Hazarath Rao,M,PPOI
Andhra_Pradesh,13,GUNTUR,N. J. Vidyasagar,M,VCK
Andhra_Pradesh,13,GUNTUR,Doppalapudi Veera Das,M,IND
Andhra_Pradesh,13,GUNTUR,Samudrala Chinna Kotaiah,M,NDDHP
Andhra_Pradesh,13,GUNTUR,Shaik Jaleel,M,NRCP
Andhra_Pradesh,13,GUNTUR,Ullagi David Jayakumar (Dr. D J Kumar),M,HMRD
Andhra_Pradesh,13,GUNTUR,Jeldi Raja Mohan,M,AINPP
Andhra_Pradesh,14,NARASARAOPET,LAVU SRI KRISHNA DEVARAYALU,M,YSRCP
Andhra_Pradesh,14,NARASARAOPET,RAYAPATI SAMBASIVARAO,M,TDP
Andhra_Pradesh,14,NARASARAOPET,NAYUB KAMAL SHAIK,M,JnP
Andhra_Pradesh,14,NARASARAOPET,KANNA LAKSHMI NARAYANA,M,BJP
Andhra_Pradesh,14,NARASARAOPET,PAKKALA SURIBABU,M,INC
Andhra_Pradesh,14,NARASARAOPET,ALLU VENKATAREDDY,M,PPOI
Andhra_Pradesh,14,NARASARAOPET,DURGAMPUDI RAMIREDDY,M,IND
Andhra_Pradesh,14,NARASARAOPET,REDDYBOINA PRASANNA KUMAR,M,IND
Andhra_Pradesh,14,NARASARAOPET,PARIMI NARASIMHA RAO,M,IND
Andhra_Pradesh,14,NARASARAOPET,KANAKAM SRINIVASARAO,M,NNKP
Andhra_Pradesh,14,NARASARAOPET,GADDALA VENU,M,IND
Andhra_Pradesh,14,NARASARAOPET,SURABHI DEVASAHAYAM,M,IUML
Andhra_Pradesh,14,NARASARAOPET,KANTE SAYANNA,M,IND
Andhra_Pradesh,15,BAPATLA,NANDIGAM SURESH,M,YSRCP
Andhra_Pradesh,15,BAPATLA,MALYADRI SRIRAM,M,TDP
Andhra_Pradesh,15,BAPATLA,K. DEVANAND,M,BSP
Andhra_Pradesh,15,BAPATLA,J.D. SEELAM,M,INC
Andhra_Pradesh,15,BAPATLA,CHALLAGALI KISHORE KUMAR,M,BJP
Andhra_Pradesh,15,BAPATLA,BUSSA NAGARAJU,M,IND
Andhra_Pradesh,15,BAPATLA,GOLLA BABURAO,M,IND
Andhra_Pradesh,15,BAPATLA,KUMAR KATTEPOGU,M,PPOI
Andhra_Pradesh,15,BAPATLA,GELLA NAGAMALLI,F,IND
Andhra_Pradesh,15,BAPATLA,NUTHAKKI RAMA RAO,M,AINPP
Andhra_Pradesh,15,BAPATLA,GADDE HARI BABU,M,NPT
Andhra_Pradesh,15,BAPATLA,CHINA NAGESWARA RAO SADHU,M,MPP
Andhra_Pradesh,15,BAPATLA,THUMATI RAVI,M,AlPP
Andhra_Pradesh,16,ONGOLE,MAGUNTA SREENIVASULU REDDY,M,YSRCP
Andhra_Pradesh,16,ONGOLE,SIDDA RAGHAVA RAO,M,TDP
Andhra_Pradesh,16,ONGOLE,BELLAMKONDA SAIBABU,M,JnP
Andhra_Pradesh,16,ONGOLE,THOGANTI SREENIVASULU,M,BJP
Andhra_Pradesh,16,ONGOLE,DR SIRIVELLA PRASAD,M,INC
Andhra_Pradesh,16,ONGOLE,MARAM SRINIVASA REDDY,M,PRSHP
Andhra_Pradesh,16,ONGOLE,VENKATESH VEPURI,M,IND
Andhra_Pradesh,16,ONGOLE,MOHAN AYYAPPA,M,IND
Andhra_Pradesh,16,ONGOLE,MADHU YATTAPU,M,IND
Andhra_Pradesh,16,ONGOLE,VENKATESAN BABURAO,M,IPBP
Andhra_Pradesh,16,ONGOLE,KONDA PRAVEEN KUMAR,M,NPT
Andhra_Pradesh,16,ONGOLE,BILLA CHENNAIAH,M,IND
Andhra_Pradesh,16,ONGOLE,KAVURI VENU BABU NAIDU,M,IND
Andhra_Pradesh,17,NANDYAL,POCHA . BRAHMANANDA REDDY,M,YSRCP
Andhra_Pradesh,17,NANDYAL,MANDRA SIVANANDA REDDY,M,TDP
Andhra_Pradesh,17,NANDYAL,S.P.Y. REDDY,M,JnP
Andhra_Pradesh,17,NANDYAL,JANGITE LAKSHMI NARASIMHA YADAV,M,INC
Andhra_Pradesh,17,NANDYAL,ADINARAYANA INTY,M,BJP
Andhra_Pradesh,17,NANDYAL,POLURU GURUVAIAH,M,IND
Andhra_Pradesh,17,NANDYAL,BHUMA KISHOR REDDY,M,IND
Andhra_Pradesh,17,NANDYAL,JESTADI SUDHAKAR,M,IND
Andhra_Pradesh,17,NANDYAL,D. P. JAMAL BASHA.,M,AYSRCP
Andhra_Pradesh,17,NANDYAL,I.V. PAKKIR REDDY,M,IND
Andhra_Pradesh,17,NANDYAL,B.C. RAMANATHA REDDY,M,IND
Andhra_Pradesh,17,NANDYAL,VANGALA PARAMESWARA REDDY.,M,IND
Andhra_Pradesh,17,NANDYAL,C. SURENDRA NATH REDDY,M,IND
Andhra_Pradesh,17,NANDYAL,Dr. LAKSHMI KANTHA REDDY CHITLA,M,IND
Andhra_Pradesh,17,NANDYAL,PULA. NAGAMADDILETY,M,ANC
Andhra_Pradesh,17,NANDYAL,S. A. INDUMATHI,F,IND
Andhra_Pradesh,17,NANDYAL,K.P. KAMBAGIRISWAMY.,M,IND
Andhra_Pradesh,17,NANDYAL,RUDDIREDDY RADHAKRISHNA,M,AIFB
Andhra_Pradesh,17,NANDYAL,ELLURI. BHUPAL.,M,IND
Andhra_Pradesh,17,NANDYAL,D. MAHAMMAD RAFI .,M,BCUF
Andhra_Pradesh,18,KURNOOL,AYUSHMAN DOCTOR SANJEEV KUMAR,M,YSRCP
Andhra_Pradesh,18,KURNOOL,KOTLA JAYA SURYA PRAKASH REDDY,M,TDP
Andhra_Pradesh,18,KURNOOL,AHMED ALI KHAN,M,INC
Andhra_Pradesh,18,KURNOOL,Dr. PARTHASARATHI VALMIKI,M,BJP
Andhra_Pradesh,18,KURNOOL,K. PRABHAKARA REDDY,M,CPM
Andhra_Pradesh,18,KURNOOL,T. BEECHUPALLY,M,IND
Andhra_Pradesh,18,KURNOOL,ABDUL WARIS,M,SDPI
Andhra_Pradesh,18,KURNOOL,SRIHARI. P. V.,M,IND
Andhra_Pradesh,18,KURNOOL,DANDU SESHU YADAV,M,SP
Andhra_Pradesh,18,KURNOOL,BALIJA. SHIVA KUMAR,M,IND
Andhra_Pradesh,18,KURNOOL,G Sanjeeva Kumar,M,SMFB
Andhra_Pradesh,18,KURNOOL,DEVARAPOGU MADDILETY,M,IND
Andhra_Pradesh,18,KURNOOL,H. THOMAS,M,IND
Andhra_Pradesh,18,KURNOOL,M. NAGANNA,M,SUCI(C)
Andhra_Pradesh,18,KURNOOL,KASULA RAJASEKHAR,M,PPOI
Andhra_Pradesh,18,KURNOOL,S.MD. SHAFATH,M,RRS
Andhra_Pradesh,19,ANANTAPUR,TALARI RANGAIAH,M,YSRCP
Andhra_Pradesh,19,ANANTAPUR,J.C. PAVAN REDDY,M,TDP
Andhra_Pradesh,19,ANANTAPUR,K.RAJIV REDDY,M,INC
Andhra_Pradesh,19,ANANTAPUR,D.JAGADEESH,M,CPI
Andhra_Pradesh,19,ANANTAPUR,HAMSA DEVINENI,F,BJP
Andhra_Pradesh,19,ANANTAPUR,S.V.P. YADAV,M,IND
Andhra_Pradesh,19,ANANTAPUR,P. RANGAIAH,M,IND
Andhra_Pradesh,19,ANANTAPUR,SOMANATH DESHMUKH,M,IND
Andhra_Pradesh,19,ANANTAPUR,VADDE KASINATH,M,IND
Andhra_Pradesh,19,ANANTAPUR,L. RANGAIAH,M,IND
Andhra_Pradesh,19,ANANTAPUR,P.RADHA KRISHNA,M,RD
Andhra_Pradesh,19,ANANTAPUR,M.VENKATESULU,M,PPOI
Andhra_Pradesh,19,ANANTAPUR,G. LALITHA,F,SUCI(C)
Andhra_Pradesh,19,ANANTAPUR,GADIDAMA RANGANAYAKULU,M,VJNP
Andhra_Pradesh,20,HINDUPUR,KURUVA GORANTLA MADHAV,M,YSRCP
Andhra_Pradesh,20,HINDUPUR,KRISTAPPA . NIMMALA,M,TDP
Andhra_Pradesh,20,HINDUPUR,KAMAGANAHALLI THIPPESWAMY SREEDHAR (K.T.SREEDHAR),M,INC
Andhra_Pradesh,20,HINDUPUR,MITTA PARTHASARATHI,M,BJP
Andhra_Pradesh,20,HINDUPUR,Ramamohan D.G.,M,IND
Andhra_Pradesh,20,HINDUPUR,GOGULA PULAKUNTA JAYANTH,M,IND
Andhra_Pradesh,20,HINDUPUR,Mugi Surya Prakash,M,IND
Andhra_Pradesh,20,HINDUPUR,Ram Mohan Singamneni,M,PPOI
Andhra_Pradesh,20,HINDUPUR,S.R.Anjaneyulu,M,IND
Andhra_Pradesh,21,KADAPA,Y.S.Avinash Reddy,M,YSRCP
Andhra_Pradesh,21,KADAPA,Adi Narayana Reddy Chadipirala,M,TDP
Andhra_Pradesh,21,KADAPA,Gundlakunta Sreeramulu,M,INC
Andhra_Pradesh,21,KADAPA,Gujjula Eswaraiah,M,CPI
Andhra_Pradesh,21,KADAPA,Sri Rama Chandra Singareddy,M,BJP
Andhra_Pradesh,21,KADAPA,R. Venu Gopal,M,IND
Andhra_Pradesh,21,KADAPA,Anna Siva Chandra Reddy,M,AYSRCP
Andhra_Pradesh,21,KADAPA,Gona Purushottam Reddy,M,IND
Andhra_Pradesh,21,KADAPA,P. S. S. Reddy,M,IND
Andhra_Pradesh,21,KADAPA,Nyamatulla Shaik,M,IND
Andhra_Pradesh,21,KADAPA,Pedakala Varalakshmi,F,PPOI
Andhra_Pradesh,21,KADAPA,Jakku Chenna Krishna Reddy,M,IND
Andhra_Pradesh,21,KADAPA,Ameen Peeran,M,ANC
Andhra_Pradesh,21,KADAPA,C S N Reddy,M,NRCP
Andhra_Pradesh,21,KADAPA,Putha Lakshmi Reddy,M,RDHP
Andhra_Pradesh,22,NELLORE,Adala Prabhakara Reddy,M,YSRCP
Andhra_Pradesh,22,NELLORE,Beeda Masthan Rao,M,TDP
Andhra_Pradesh,22,NELLORE,Chandra Rajagopal,M,CPM
Andhra_Pradesh,22,NELLORE,Sannapureddy Suresh Reddy,M,BJP
Andhra_Pradesh,22,NELLORE,Chevuru Devakumar Reddy,M,INC
Andhra_Pradesh,22,NELLORE,Narasapuram Prasad,M,IND
Andhra_Pradesh,22,NELLORE,Dr. S. Suresh Babu,M,IND
Andhra_Pradesh,22,NELLORE,Shaik Mahaboob Basha (Mabu),M,RPI(A)
Andhra_Pradesh,22,NELLORE,Butti Nagaraju,M,IND
Andhra_Pradesh,22,NELLORE,Sukapalli Naveen,M,IND
Andhra_Pradesh,22,NELLORE,Chinni Venkateswarlu,M,PPOI
Andhra_Pradesh,22,NELLORE,Kankanala Penchala Naidu,M,IND
Andhra_Pradesh,22,NELLORE,Meda Malla Reddy,M,IND
Andhra_Pradesh,23,TIRUPATI,Balli Durga Prasad Rao,M,YSRCP
Andhra_Pradesh,23,TIRUPATI,Panabaka Lakshmi,F,TDP
Andhra_Pradesh,23,TIRUPATI,Chintamohan,M,INC
Andhra_Pradesh,23,TIRUPATI,Doctor Daggumati Sreehari Rao,M,BSP
Andhra_Pradesh,23,TIRUPATI,Bommi Srihari Rao,M,BJP
Andhra_Pradesh,23,TIRUPATI,K.S. Munirathnam,M,IND
Andhra_Pradesh,23,TIRUPATI,M. Solomon,M,ARPS
Andhra_Pradesh,23,TIRUPATI,Kattamanchi Prabhakar,M,IND
Andhra_Pradesh,23,TIRUPATI,Bokkam. Ramesh,M,VCK
Andhra_Pradesh,23,TIRUPATI,Karra Siva (Pyramid Siva),M,PPOI
Andhra_Pradesh,23,TIRUPATI,Viruvuru Sudhakar,M,VJNP
Andhra_Pradesh,23,TIRUPATI,"Neeruguttu Nagesh, M.A., Philosophy",M,JPD
Andhra_Pradesh,24,RAJAMPET,P.V.MIDHUN REDDY,M,YSRCP
Andhra_Pradesh,24,RAJAMPET,D A SATHYA PRABHA,F,TDP
Andhra_Pradesh,24,RAJAMPET,SYED MUKARRAM,M,JnP
Andhra_Pradesh,24,RAJAMPET,M.SHAJAHAN BASHA (JAHA),M,INC
