candidate_name,party,age,state,criminal_cases,education,total_assets,liabilities,year
Gavit Jiva,CPI(M),70,Maharashtra,7,Graduate,22228892,683365,2019
Gavit Rajendra Dhedya,SHS,51,Maharashtra,0,Graduate,87616920,30223375,2019
Ghag Sanjay Arjun,IND,47,Maharashtra,3,10th Pass,21864480,3550000,2019
Ghare Mohan Damodar,Baliraja Party,52,Maharashtra,0,8th Pass,13986000,4000000,2019
Girish Bhalchandra Bapat,BJP,68,Maharashtra,1,Graduate,0,0,2019
Godfrey Washington Noble,Desiya Makkal Sakthi Katchi,48,Maharashtra,2,Graduate Professional,267606000,1800000,2019
Gopal Chinnaya Shetty,BJP,65,Maharashtra,9,5th Pass,157535232,21136135,2019
Gopalkumar Ganeshu Kashyap,Chhattisgarh Swabhiman Manch,38,Maharashtra,0,12th Pass,75000,0,2019
Gopichand Kundlik Padalkar,Vanchit Bahujan Aaghadi,36,Maharashtra,5,12th Pass,10372000,42000,2019
Gore Netaji Nagnathrao,IND,62,Maharashtra,1,Others,0,0,2019
Govind Ramrao Deshmukh,IND,37,Maharashtra,1,8th Pass,1243347,0,2019
Gulabrao Baburao Deokar,NCP,63,Maharashtra,2,10th Pass,50652517,8552661,2019
Gunavant Deopare,Vanchit Bahujan Aaghadi,47,Maharashtra,2,Others,351944996,79139288,2019
Habib Gayas Shaikh,Ambedkar National Congress,53,Maharashtra,0,10th Pass,295000,6000,2019
Habibur Rehaman Obbadur Khan,Peace Party,59,Maharashtra,0,10th Pass,0,0,2019
Hamir Vinjuda,Bahujan Republican Socialist Party,65,Maharashtra,0,10th Pass,3524909,0,2019
Haresh Sambhaji Bramhane,Bahujan Republican Socialist Party,43,Maharashtra,0,12th Pass,61800,0,2019
Harichandra Nagoji Mangam,BSP,44,Maharashtra,0,12th Pass,5010301,0,2019
Harishankar Yadav,Aapki Apni Party (Peoples),48,Maharashtra,0,10th Pass,12000,546000,2019
Harishchandra Dattu Patil,Sangharsh Sena,59,Maharashtra,0,Graduate,0,0,2019
Harshwardhandada Raibhanji Jadhav,IND,41,Maharashtra,2,Graduate,123952399,11017453,2019
Heena Vijaykumar Gavit,BJP,31,Maharashtra,0,Post Graduate,271634532,15291251,2019
Hemant Baburao Kolekar Patil,IND,48,Maharashtra,1,8th Pass,50595000,900000,2019
Hemant Baburao Kolekar Patil Alias Hemant Patil,IND,48,Maharashtra,1,8th Pass,50595000,900000,2019
Hemant Kisan Patil,Sanatan Sanskriti Raksha Dal,45,Maharashtra,0,8th Pass,0,0,2019
Hemant Tukaram Godse,SHS,49,Maharashtra,1,Others,146869996,41083126,2019
Hidayatulla Barakatulla Patel,INC,60,Maharashtra,1,10th Pass,14947292,483635,2019
Himmat Pandurang Koli,IND,47,Maharashtra,1,Others,5660500,1395000,2019
Imran Mustafa Khan,BSP,39,Maharashtra,0,Graduate,26622008,5644317,2019
Imtiaz Jaleel Syed,AIMIM,50,Maharashtra,4,Post Graduate,0,0,2019
Iqbal Ahamad Mohammed Rafiq,IND,41,Maharashtra,0,12th Pass,257166,0,2019
Irfan Ahmed Shaikh,Ambedkarite Party of India,65,Maharashtra,0,Graduate,54000,0,2019
Irfan Mo Isahak,IND,30,Maharashtra,0,Post Graduate,475000,0,2019
Ishwar Dayaram More,Bahujan Mukti Party,54,Maharashtra,2,Graduate,8625000,1000000,2019
Jadhav Anil Narayan,Vanchit Bahujan Aaghadi,35,Maharashtra,1,12th Pass,0,0,2019
Jadhav Sanjay (Bandu) Haribhau,SHS,52,Maharashtra,6,10th Pass,41040011,4519583,2019
Jafar Khursid Choudhari,IND,58,Maharashtra,0,5th Pass,215000,400000,2019
Jafarullah Gulam Rab Sayyad,IND,36,Maharashtra,0,Post Graduate,7033568,1115180,2019
Jagan Baburao Salve,IND,42,Maharashtra,0,Post Graduate,13000,150000,2019
Jagannath Nivrutti Munde,IND,41,Maharashtra,0,Graduate,0,0,2019
Jagdish Shamrao Sonawane,Kranti Kari Jai Hind Sena,63,Maharashtra,1,Graduate,40140000,0,2019
Jagdish Uddhavrao Wankhede,Bahujan Mukti Party,35,Maharashtra,0,10th Pass,40000,0,2019
Jagtap Nilesh Murlidhar,IND,37,Maharashtra,1,Post Graduate,1047000,0,2019
Jamir Bashir Shaikh,IND,40,Maharashtra,0,10th Pass,220000,0,2019
Jatin Rangrao Harne,IND,44,Maharashtra,1,12th Pass,0,0,2019
Javed Shabbir Sayyed,IND,43,Maharashtra,0,8th Pass,100000,0,2019
Jawale Soniya Ramnath,Bhartiya Tribal Party,40,Maharashtra,0,12th Pass,3729500,1389941,2019
Jaya Balu Rajkundal,BSP,54,Maharashtra,0,Post Graduate,5225000,0,2019
Jaya Sanjay Patil,Ambedkarite Party of India,32,Maharashtra,1,Others,32250,0,2019
Jayashri Minesh Shah,Bhartiya Manavadhikaar Federal Party,49,Maharashtra,0,12th Pass,0,0,2019
Jaywanta Vishwambhar Wanole,IND,34,Maharashtra,3,Post Graduate,1244000,0,2019
Jitendra Kumar Nanku Pal,IND,47,Maharashtra,0,12th Pass,65000,39400,2019
Johnson Vasant Kolhapure,IND,49,Maharashtra,0,8th Pass,207,0,2019
Joy Nagesh Bhosale,IND,49,Maharashtra,0,12th Pass,8761000,800000,2019
Juber Munshi Kureshi,IND,40,Maharashtra,0,Literate,0,0,2019
Kadam Shrirang Uttomrao,IND,30,Maharashtra,0,10th Pass,2241500,0,2019
Kagadi Jamirkhan Afzal,BSP,44,Maharashtra,4,Graduate,42840000,5700000,2019
Kalchuri Nilesh,IND,45,Maharashtra,0,10th Pass,50000,0,2019
Kalidas Pandharinath Aapet,IND,52,Maharashtra,1,12th Pass,9084000,800000,2019
Kaliram Bahiru Popalghat,Bhartiya Navjawan Sena (Paksha),67,Maharashtra,0,10th Pass,0,0,2019
Kalyan Bhanudas Gurav,Bharatiya Praja Surajya Paksha,73,Maharashtra,0,12th Pass,50000,0,2019
Kamal Dashrath Sawant,IND,61,Maharashtra,1,Graduate Professional,21164925,1504720,2019
Kamant Machindra Gunaji,INC,59,Maharashtra,0,Post Graduate,125045318,19268169,2019
Kamble Bhanudas Chokhoba,BSP,50,Maharashtra,0,12th Pass,1042000,0,2019
Kamble Bhausaheb Malhari,INC,64,Maharashtra,1,Others,0,0,2019
Kamble Trishala Milind,IND,37,Maharashtra,0,12th Pass,2892431,474321,2019
Kamble Vishwas Ananda,IND,53,Maharashtra,0,Graduate,762500,0,2019
Kanchan Rahul Kul,BJP,34,Maharashtra,0,Graduate,47572790,2250279,2019
Kanteshwar Khushalji Tumane,IND,32,Maharashtra,0,10th Pass,3188435,0,2019
Kapil Jayhind Patil,IND,35,Maharashtra,0,8th Pass,0,0,2019
Kapil Moreshwar Patil,BJP,58,Maharashtra,0,Graduate,418850781,5645459,2019
Kapil Yashwant Dhamane,IND,34,Maharashtra,0,12th Pass,1905000,0,2019
Kartik Gendalal Doke,IND,40,Maharashtra,0,12th Pass,0,0,2019
Kasmi Kamal Hashim Mohammad Aajmi,IND,50,Maharashtra,0,Others,53556808,0,2019
Kedar Sindhubai Ravindra,IND,55,Maharashtra,0,5th Pass,0,0,2019
Khadse Raksha Nikhil,BJP,31,Maharashtra,0,Graduate,172713734,0,2019
Khaire Chandrakant,SHS,67,Maharashtra,9,12th Pass,89820322,31390310,2019
Khan Aejaz Ahemad,IND,44,Maharashtra,1,12th Pass,1028150,0,2019
Khan Majhar Habib,IND,44,Maharashtra,0,8th Pass,1712000,150000,2019
Kiran Premkumar Rodge,Vanchit Bahujan Aaghadi,58,Maharashtra,0,Literate,0,0,2019
Kisan Keraba Katkar,Baliraja Party,64,Maharashtra,0,10th Pass,6976481,0,2019
Kishor Baburao Munnemanik,IND,35,Maharashtra,0,12th Pass,221100,220000,2019
Kishor Limbaji Rokade,IND,38,Maharashtra,0,12th Pass,220510,60000,2019
Kishor Namdeo Gaware,Bharatiya Praja Surajya Paksha,27,Maharashtra,0,12th Pass,138000,0,2019
Kishor Rajaram Panhalkar,IND,27,Maharashtra,0,Graduate,0,0,2019
Kishor Rambhauji Kinkar,Bharat Prabhat Party,48,Maharashtra,1,Graduate,14553801,500000,2019
Kishor Sidu Varak,BSP,29,Maharashtra,2,12th Pass,924800,160000,2019
Kishore Uttamrao Gajbhiye,INC,61,Maharashtra,0,Post Graduate,76190424,259920,2019
Kolekar Ganesh Bhausaheb,IND,32,Maharashtra,0,12th Pass,125000,70000,2019
Koli Ananda Sukalal,IND,52,Maharashtra,2,8th Pass,0,0,2019
Krishna Thoga Gavit,Bhartiya Tribal Party,57,Maharashtra,0,12th Pass,5295000,4900000,2019
Krupal Balaji Tumane,SHS,53,Maharashtra,0,Graduate,95603165,4228793,2019
Krupal Paluskar,Prabuddha Republican Party,33,Maharashtra,0,Post Graduate,552000,0,2019
Kshirsagar Kanchan Devdas,IND,48,Maharashtra,0,Graduate,1355000,0,2019
Ku. Nitesh Raghunath Jadhav,IND,27,Maharashtra,2,12th Pass,0,0,2019
Kunal Rohidas Patil,INC,45,Maharashtra,1,Graduate,420966036,585784500,2019
Kunjbihari Jugalkishor Agrawal,Pragatishil Samajwadi Party (Lohia),60,Maharashtra,5,Graduate,39193159,6174351,2019
Kurangal Sanjay Baburao,IND,48,Maharashtra,0,10th Pass,2245929,25289,2019
Kurwade Meenakshi Someshwar,IND,38,Maharashtra,0,8th Pass,7130500,250000,2019
Lalit Gaurishankar Sharma (Bunty),IND,34,Maharashtra,0,10th Pass,0,0,2019
Laxman Jyotik Kanhekar,Peoples Party of India (Democratic),62,Maharashtra,0,Doctorate,7456820,0,2019
Madan Banwarilal Agrawal,IND,55,Maharashtra,0,Graduate,61831318,32000000,2019
Madan Shivaji Patil,Bharatiya Praja Surajya Paksha,57,Maharashtra,0,10th Pass,1305000,0,2019
Madan Vajir Sardar,Bahujan Mukti Party,40,Maharashtra,0,10th Pass,646000,0,2019
Madhavilata Dineshkumar Maurya,Jan Adhikar Party,42,Maharashtra,0,12th Pass,0,0,2019
Madhavrao Sambhaji Gaikwad,IND,59,Maharashtra,0,8th Pass,1320045,0,2019
Madhukar Bansi Magare,Peoples Party of India (Democratic),62,Maharashtra,0,Graduate,9211318,2440135,2019
Madhukar Mahadev Khamkar,IND,42,Maharashtra,0,10th Pass,1938900,0,2019
Madhukar Sambhaji Kamble,IND,65,Maharashtra,0,Graduate,7178804,0,2019
Madhukar Sopan Patil,Hindustan Janta Party,70,Maharashtra,0,Graduate,0,0,2019
Madhukar Vithal Nistane,"Proutist Bloc, India",54,Maharashtra,1,Graduate,896000,650000,2019
Mahadev Jagannath Jagadale,IND,35,Maharashtra,0,10th Pass,127200,88000,2019
Mahamad Jakir Abdul Kadar,Bharat Prabhat Party,43,Maharashtra,0,12th Pass,229500,0,2019
Mahendra Kacharu Sonwane,BSP,39,Maharashtra,0,10th Pass,10357300,2200000,2019
Mahesh Prakashrao Talegaonkar,IND,41,Maharashtra,0,Graduate Professional,0,0,2019
Mallikarjun Saybanna Pujari,Vanchit Bahujan Aaghadi,47,Maharashtra,0,Literate,47000,13097861,2019
Mane Arvind Bhiva,IND,51,Maharashtra,0,12th Pass,862900,1100000,2019
Mane Suresh Tatoba,Bahujan Republican Socialist Party,58,Maharashtra,0,Doctorate,84584324,0,2019
Mangesh Nilkanth Vanshiv,BSP,41,Maharashtra,0,Post Graduate,5775000,0,2019
Manish Dattatray Wadje,IND,45,Maharashtra,0,12th Pass,0,0,2019
Manohar Alias Sagar Pundlikrao Dabrase,Vanchit Bahujan Aaghadi,47,Maharashtra,0,Graduate,4197060,0,2019
Manoj Kishorbhai Kotak,BJP,46,Maharashtra,2,10th Pass,54661944,2048000,2019
Manoj Kothuji Bawane,IND,43,Maharashtra,0,12th Pass,2179000,300000,2019
Manojkumar Jayprakash Singh,BSP,36,Maharashtra,0,12th Pass,21685000,20708842,2019
Maqbul Ahmed A.Habib,IND,51,Maharashtra,0,8th Pass,0,0,2019
Maraskolhe Bhojraj Isulal,Bhartiya Shakti Chetna Party,47,Maharashtra,0,8th Pass,820000,0,2019
Marotrao Kanhobarao Hukke Patil,IND,43,Maharashtra,0,Graduate Professional,2250000,48000,2019
Maruti Ramchandra Joshi,Vanchit Bahujan Aaghadi,74,Maharashtra,0,8th Pass,3493826,0,2019
Maruti Shivram Keskar,Bahujan Azad Party,63,Maharashtra,1,Graduate Professional,6730000,0,2019
Mehendi Iqbal Hasan Sayyed,Ambedkar National Congress,33,Maharashtra,0,8th Pass,0,0,2019
Meraj Bi Husain Khan,IND,49,Maharashtra,0,5th Pass,730000,0,2019
Mevati Heena Yusufbhai,Bhartiya Kisan Party,45,Maharashtra,0,Graduate,75000,0,2019
Milind Bhaguram Salvi,BSP,61,Maharashtra,2,8th Pass,3960000,0,2019
Milind Kamble,Bharat Jan Aadhar Party,35,Maharashtra,0,Graduate,2892431,474321,2019
Milind Kashinath Kamble,Bharat Jan Aadhar Party,35,Maharashtra,0,Graduate,0,0,2019
Milind Pralhad Dahiwale,IND,39,Maharashtra,0,10th Pass,407500,0,2019
Milind Shankar Repe,IND,57,Maharashtra,0,Others,20900183,7170000,2019
Mitesh Varshney,IND,27,Maharashtra,1,Post Graduate,186373,0,2019
Mo. Ismail Ansari,Bharatiya Minorities Suraksha Mahasangh,57,Maharashtra,0,Graduate,1737205,25000,2019
Mohammad Azad Ansari,IND,47,Maharashtra,0,8th Pass,0,0,2019
Mohammad Hayat Mohammad Husain Shaikh,Peace Party,54,Maharashtra,0,5th Pass,1043188,350000,2019
Mohammad Jamal,BSP,47,Maharashtra,0,10th Pass,175000,0,2019
Mohammad Mehmood Syed Shah,All India Minorities Front,47,Maharashtra,0,12th Pass,1150550,200000,2019
Mohammad Mohasin,Navbharat Nirman Party,29,Maharashtra,0,10th Pass,40000,0,2019
Mohammed Rizwan Mohammed Akbar,IND,45,Maharashtra,3,Literate,0,0,2019
Mohan Anandrao Waghmare,Bahujan Mukti Party,36,Maharashtra,0,10th Pass,0,0,2019
Mohan Fattusing Rathod,Vanchit Bahujan Aaghadi,60,Maharashtra,0,Post Graduate,11050000,800000,2019
Mohan Ramkisan Joshi,INC,63,Maharashtra,6,10th Pass,67624702,35212523,2019
Mohan Shankar Birhade,Rashtriya Samajwadi Party (Secular),53,Maharashtra,0,10th Pass,20000,0,2019
Mohan Vishnu Raut,IND,35,Maharashtra,3,12th Pass,0,0,2019
Mohd. Yahiya Siddique,IND,36,Maharashtra,0,5th Pass,37364,0,2019
Mohd. Yusuf Mohd. Farook Khan,IND,40,Maharashtra,0,8th Pass,279000,0,2019
Mohommad Mobin Shaikh,Peace Party,44,Maharashtra,0,10th Pass,1398900,0,2019
Mujeeb Naimoddin Inamdar,IND,30,Maharashtra,0,10th Pass,56000,0,2019
Mukesh Rajesh Kuril,IND,38,Maharashtra,0,Graduate,0,0,2019
Mulla Mushtak Ajij,IND,48,Maharashtra,0,12th Pass,99500,40000,2019
Munafar Jainubhidin Choudhary,IND,44,Maharashtra,0,5th Pass,1095000,500000,2019
Munir Ahmad Ansari,IUML,45,Maharashtra,1,8th Pass,3459800,0,2019
Murlidhar Lalsingh Pawar,IND,60,Maharashtra,0,Post Graduate,4771400,0,2019
Nabi Ahamad Ahmadulla,Vanchit Bahujan Aaghadi,46,Maharashtra,1,5th Pass,0,0,2019
Nade Dnyaneshwar Dagduji,IND,52,Maharashtra,1,8th Pass,135000,0,2019
Nafis Ahamad Ansari,IND,42,Maharashtra,0,8th Pass,863000,218304,2019
Nalage Ananda Shankar,Baliraja Party,50,Maharashtra,1,12th Pass,126260,90000,2019
Namdeo Dalluji Usendi,INC,48,Maharashtra,0,Post Graduate,16211186,2153155,2019
Namdeo Keshao Kinnake,IND,61,Maharashtra,0,5th Pass,0,0,2019
Namdeo Shedmake,Gondvana Gantantra Party,50,Maharashtra,0,10th Pass,358900,332000,2019
Nana Jairam,NCP,64,Maharashtra,0,10th Pass,57462818,2050134,2019
Nanabhau Falgunrao Patole,INC,56,Maharashtra,4,12th Pass,22160504,1155060,2019
Nanasaheb Ramhari Yadav,Bharatiya Praja Surajya Paksha,39,Maharashtra,0,10th Pass,2957500,1522000,2019
Nandkishor Ramaji Sagar,IND,52,Maharashtra,1,Others,0,0,2019
Nandkumar Jagannath Chavhan,Rashtriya Jansena Party,48,Maharashtra,0,12th Pass,1429000,0,2019
Nandu Sambhaji More,IND,46,Maharashtra,2,12th Pass,854500,240000,2019
Nanhe Karu Nagoji,Vanchit Bahujan Aaghadi,68,Maharashtra,0,Graduate Professional,5995146,60000,2019
Narayan Chandar Mulik,IND,75,Maharashtra,3,8th Pass,7068279,152000,2019
Narayan Dasharath Gavas,IND,41,Maharashtra,0,Graduate Professional,0,0,2019
Narendra Annasaheb Patil,SHS,44,Maharashtra,4,12th Pass,152801213,51954358,2019
Narendra Babulal Kathane,Rashtriya Jansurajya Party,37,Maharashtra,0,12th Pass,410000,0,2019
Narendra Vaman More,IND,55,Maharashtra,0,Graduate,9700000,0,2019
Naresh Mahadev Ghughane,IND,42,Maharashtra,0,8th Pass,725000,400000,2019
Nasim Khan Rauf Khan,IND,38,Maharashtra,0,5th Pass,0,0,2019
Nathuram Bhaguram Hate,Bahujan Mukti Party,58,Maharashtra,0,10th Pass,9146178,840000,2019
Natthu Madhav Lokhande,IND,70,Maharashtra,0,Doctorate,9920000,0,2019
Navinchandra Bhalchandra Bandivadekar,INC,62,Maharashtra,0,10th Pass,124520857,16820672,2019
Navnath Bhimrao Patil,Hindusthan Praja Paksha,32,Maharashtra,2,Graduate,9327127,185000,2019
Navnath Vishwanath Dudhal,IND,57,Maharashtra,0,Post Graduate,0,0,2019
Navneet Ravi Rana,IND,33,Maharashtra,1,10th Pass,124554656,70576979,2019
Nazmin Shaikh Ramjan,IND,33,Maharashtra,0,8th Pass,0,0,2019
Niharika Prakashchandra Khondalay,Vanchit Bahujan Aaghadi,50,Maharashtra,0,Graduate,2927285,32490,2019
Nikhil Umesh Zingade,Bharatiya Praja Surajya Paksha,33,Maharashtra,0,Post Graduate,2750000,2300000,2019
Nilesh Anandrao Patil,Ambedkarite Party of India,44,Maharashtra,0,12th Pass,0,0,2019
Nilesh Bhikaji Bhatade,IND,28,Maharashtra,0,Graduate,316000,0,2019
Nilesh Narayan Rane,Maharashtra Swabhimaan Paksh,38,Maharashtra,5,Doctorate,254141202,76363728,2019
Nilesh Ramchandra Kudtarkar,IND,27,Maharashtra,0,10th Pass,90000,0,2019
Nilima Nitin Bhatkar,Peoples Party of India (Democratic),44,Maharashtra,0,Graduate Professional,12249199,4300000,2019
Nisar Ahemad,IND,62,Maharashtra,0,10th Pass,0,0,2019
Nitesh Anandrao Dongre,Ambedkarite Party of India,33,Maharashtra,0,12th Pass,124000,125000,2019
Nitin Baburao Khare,IND,33,Maharashtra,0,Post Graduate,135000,0,2019
Nitin Jairam Gadkari,BJP,62,Maharashtra,4,Graduate Professional,187916075,40729055,2019
Nitin Muralidhar Kuchekar,Bharat Prabhat Party,36,Maharashtra,0,Graduate,11500,9770000,2019
Nitin Pralhad Kandelkar,Vanchit Bahujan Aaghadi,39,Maharashtra,0,12th Pass,0,0,2019
Noorali Maheboob Ali Shah,IND,55,Maharashtra,0,10th Pass,270000,0,2019
Nooruddin Aftab Azimuddin Sayyed,IND,48,Maharashtra,1,8th Pass,899830,260300,2019
Nutan Singh,Aapki Apni Party (Peoples),34,Maharashtra,0,Graduate,199000,68257,2019
Omkar Nath Tiwari,Hindusthan Nirman Dal,32,Maharashtra,0,Graduate,841300,189156,2019
Omprakash Bhupalsinh Alias Pavan Rajenimbalkar,SHS,35,Maharashtra,4,12th Pass,0,0,2019
Omprakash Shrilal Pal,IND,35,Maharashtra,1,10th Pass,3210000,0,2019
Onkaraba Chensing Jadhav,IND,56,Maharashtra,0,12th Pass,143000,0,2019
Ovhal Rahul Raghunath,Vanchit Bahujan Aaghadi,36,Maharashtra,2,8th Pass,1199794,60000,2019
Padalkar Navanath Vishnu,Vanchit Bahujan Aaghadi,43,Maharashtra,1,Post Graduate,4980257,3700190,2019
Panchshila Vijay Mohod,Bahujan Mukti Party,59,Maharashtra,0,Graduate,0,0,2019
Pandey Harshvardhan Ramsuresh,IND,29,Maharashtra,0,Graduate,8511000,5429000,2019
Pandharinath Chaitram More,Bhartiya Tribal Party,36,Maharashtra,0,Post Graduate,2071000,0,2019
Pandharinath Namdeo Patil,Bahujan Mukti Party,47,Maharashtra,0,10th Pass,24460000,0,2019
Pandit Damodhar Khande,IND,38,Maharashtra,0,10th Pass,695000,42000,2019
Panjabrao Mahadev Patil,IND,53,Maharashtra,1,5th Pass,0,0,2019
Pankaj Liladhar Meshram,IND,47,Maharashtra,0,Graduate,2625300,0,2019
Papita Raosaheb Randive,IND,37,Maharashtra,0,12th Pass,0,200000,2019
Parashram Bhaosing Ade,IND,64,Maharashtra,0,Post Graduate,187301769,417919,2019
Paresh Dattatray Bhosale,IND,38,Maharashtra,0,12th Pass,206000,0,2019
Parth Ajit Pawar,NCP,29,Maharashtra,0,Graduate,0,0,2019
Pathan Musakhan Yunuskhan,IND,46,Maharashtra,0,Graduate,616000,16000,2019
Pathan Sarfarzkhan Mahetabkhan,IND,33,Maharashtra,0,10th Pass,51000,0,2019
Patil Hemant Shriram,SHS,48,Maharashtra,0,Graduate,18594458,1299983,2019
Patil Raghunath Ramchandra,IND,68,Maharashtra,9,Graduate Professional,30995000,1000000,2019
Patil Sanjay Dina,NCP,50,Maharashtra,1,Graduate,0,0,2019
Patil Vishal Prakashrao,Swabhimani Paksha,38,Maharashtra,3,Graduate,217156936,103062594,2019
Patil Yashashri Pramod,IND,27,Maharashtra,0,12th Pass,1005000,304000,2019
Patle Rajendra Sahasram,IND,56,Maharashtra,2,Others,32513000,7500000,2019
Patrakar P Sattar Khan Kasim Kha,IND,54,Maharashtra,0,12th Pass,300000,0,2019
Pavan Chandrakant Pawar,Vanchit Bahujan Aaghadi,38,Maharashtra,8,Others,0,0,2019
Pawan Kumar Pandey,Sarvodaya Bharat Party,44,Maharashtra,1,Doctorate,55543198,1196000,2019
Pawar Ramesh Gorsing,IND,64,Maharashtra,0,12th Pass,40000,100000,2019
Phulsure Vishwanth Sadashiv,Kranti Kari Jai Hind Sena,67,Maharashtra,0,Graduate,6030156,0,2019
Pinjari Jainuddin Husain,Bahujan Maha Party,38,Maharashtra,1,10th Pass,778020,380000,2019
Pokharkar Vinod Laxman,IND,35,Maharashtra,1,10th Pass,0,0,2019
Poonam Vajendla Rao,BJP,38,Maharashtra,2,Others,22242513,0,2019
Prabhakar Anant Jadhav,Bahujan Republican Socialist Party,63,Maharashtra,0,10th Pass,9888423,0,2019
Prabhakar Krushnaji Satpaise,IND,43,Maharashtra,0,12th Pass,30000,0,2019
Prabhakar Tarapado Sadhu,IND,47,Maharashtra,0,8th Pass,52000,0,2019
Pradip Sunil Sarode,IND,32,Maharashtra,9,12th Pass,0,0,2019
Prafulla Manikchand Bhange,IND,49,Maharashtra,0,12th Pass,7220000,1200000,2019
Prakash Bhivaji Mahadik,Bhartiya Navjawan Sena (Paksha),70,Maharashtra,0,8th Pass,75000,0,2019
Prakash Giridhar Kanoje,IND,51,Maharashtra,0,12th Pass,980202,200000,2019
Prakash Kacharu Aaher,Bahujan Republican Socialist Party,55,Maharashtra,1,Post Graduate,7258501,85000,2019
Prakash Sakharam Kalke,Bhartiya Kisan Party,34,Maharashtra,0,Post Graduate,0,0,2019
Prakash Vitthalrao Ghunnar,IND,60,Maharashtra,0,Others,10397000,300000,2019
Pramod Baburao Kharat,Bahujan Republican Socialist Party,49,Maharashtra,0,8th Pass,30000,0,2019
Pramod Laxman Meshram,IND,43,Maharashtra,0,Post Graduate,3170000,1700000,2019
Prashant Ganpat Deshmukh,IND,34,Maharashtra,0,Graduate,350630,0,2019
Pratap Pandharinath Patil,Bahujan Mukti Party,50,Maharashtra,0,8th Pass,0,0,2019
Prataprao Ganpatrao Jadhav,SHS,58,Maharashtra,3,12th Pass,116272966,735482,2019
Pravin Chandrakant Kaurpuriya,IND,44,Maharashtra,0,Graduate Professional,540000,0,2019
Pravin Chandrakant Kedare,IND,48,Maharashtra,1,12th Pass,1008627,0,2019
Pravin Govind Pawar,Vanchit Bahujan Aaghadi,37,Maharashtra,0,Graduate Professional,46866958,65847040,2019
Pravin Mahadeo Sarode,IND,31,Maharashtra,0,12th Pass,0,0,2019
Premasai Maharaj,IND,28,Maharashtra,6,5th Pass,4900000,0,2019
Pritam Gopinathrao Munde,BJP,36,Maharashtra,1,Post Graduate,167477926,98833794,2019
Priyanka Ramrao Shirole,IND,28,Maharashtra,0,Graduate,0,0,2019
Prof. Dr. Ohal Arjun Gena,Bahujan Mukti Party,52,Maharashtra,0,Doctorate,13611000,2421000,2019
Prof. Nalawade Hanmant Mahadeo,Ambedkarite Party of India,49,Maharashtra,0,Post Graduate,0,0,2019
Pundlik Baliram Rathod,Sanman Rajkiya Paksha,47,Maharashtra,0,12th Pass,14113000,750000,2019
Purushottam Domaji Bhajghaware,Rashtriya Bahujan Congress Party,58,Maharashtra,0,12th Pass,52000,0,2019
Raeesa Shakil Shaikh,Bhartiya Kisan Party,45,Maharashtra,0,Post Graduate,5190000,3650000,2019
Rahul Narayan Bansode,BSP,46,Maharashtra,0,10th Pass,75000,0,2019
Rahul Ramesh Shewale,SHS,47,Maharashtra,0,Others,0,0,2019
Rahul Vishwas Joshi,IND,42,Maharashtra,0,Graduate,11680000,2300000,2019
Rahulbhau Laxmanrao Mohod,IND,44,Maharashtra,1,8th Pass,2700000,225500,2019
Rajan Baburao Vichare,SHS,57,Maharashtra,9,12th Pass,181441465,54080733,2019
Rajan Ramchandra Kshirsagar,CPI,52,Maharashtra,15,Graduate,5854206,990000,2019
Rajaram Narayan Patil,Vanchit Bahujan Aaghadi,47,Maharashtra,0,Others,0,0,2019
Rajendra Balaso Koli (Galatage),IND,55,Maharashtra,0,5th Pass,114000,0,2019
Rajendra Krishnarao Hajare,IND,54,Maharashtra,0,Graduate,0,0,2019
Rajendra Maruti Kate,IND,50,Maharashtra,0,12th Pass,6435000,0,2019
Rajendra Namdev Kavthekar,Bahujan Mukti Party,43,Maharashtra,0,Graduate Professional,14900000,4900000,2019
Rajendra Shriramji Mahadole,Vanchit Bahujan Aaghadi,48,Maharashtra,2,Graduate Professional,0,0,2019
Rajesh .B. Dayal,IND,42,Maharashtra,0,12th Pass,5000,0,2019
Rajesh Bhauraoji Raut,Gondvana Gantantra Party,41,Maharashtra,0,10th Pass,210000,40000,2019
Rajesh Bhavsar,Bhartiya Manavadhikaar Federal Party,52,Maharashtra,5,12th Pass,69417,0,2019
Rajesh Dilipkumar Jadhav,Bahujan Republican Socialist Party,33,Maharashtra,0,Graduate,202000,0,2019
Rajesh Marotrao Balpande,IND,43,Maharashtra,0,Graduate Professional,0,0,2019
Rajesh Sidhanna Kamble,Bahujan Mukti Party,40,Maharashtra,0,Graduate,30000,0,2019
Rajesh Surendrakumar Agarwal,Hamari Apni Party,48,Maharashtra,1,Graduate Professional,42151794,2851036,2019
Rajesh Uttamrao Vitekar,NCP,39,Maharashtra,0,Graduate,52628119,4678811,2019
Rajeshchanna Baijnath Jaiswar,BSP,48,Maharashtra,0,10th Pass,4088000,2108675,2019
Rajeshkumar Annasaheb Bhadgale,IND,39,Maharashtra,0,12th Pass,0,0,2019
Raju Ashok Gawali,IND,30,Maharashtra,0,12th Pass,756334,0,2019
Raju Bakshi Jamnekar,IND,46,Maharashtra,0,Post Graduate,518000,100000,2019
Raju Damu Lade,IND,39,Maharashtra,0,8th Pass,1967312,0,2019
Raju Mujikrao Shetty,Bahujan Maha Party,67,Maharashtra,0,10th Pass,4236134,0,2019
Raju Shamraoji Mankar,IND,52,Maharashtra,0,5th Pass,0,0,2019
