candidate_name,party,age,state,criminal_cases,education,total_assets,liabilities,year
Sahil Balchand Turkar,Bhartiya Manvadhikaar Federal Party,38.0,Maharashtra,0,10th Pass,1362050,0,2019
Sai Shrivastav,IND,29.0,Maharashtra,0,Graduate Professional,0,0,2019
Sainath Bhausaheb Ghorpade,IND,33.0,Maharashtra,1,8th Pass,4580000,2450000,2019
Sajan Raees Chaodhri,IND,29.0,Maharashtra,0,5th Pass,130000,0,2019
Salim Kasam Pinjari,IND,56.0,Maharashtra,0,8th Pass,6025000,0,2019
Salim Shah Suleman Shah,IND,49.0,Maharashtra,6,Literate,1010000,0,2019
Samaysingh Anand Chanda Liya,Bahujan Mukti Party,52.0,Maharashtra,0,5th Pass,0,0,2019
Sameer Arunrao Deshpande,IND,87.0,Maharashtra,0,Others,264000,90000,2019
Sameer Magan Bhujbal,NCP,45.0,Maharashtra,16,10th Pass,654659863,130481204,2019
Sampat Khandu Samindar,IND,66.0,Maharashtra,0,Graduate,2168164,0,2019
Samshad Anwar Ansari,IND,30.0,Maharashtra,0,12th Pass,4436000,5600000,2019
Sancheti Rupesh Parasmal,IND,40.0,Maharashtra,0,Graduate Professional,0,0,2019
Sandeep Bhairavnath Kogale,IND,33.0,Maharashtra,0,Post Graduate,3774357,109000,2019
Sandeep Gundopant Sankpal,IND,38.0,Maharashtra,0,10th Pass,875000,535000,2019
Sandesh Bhioram Bhalekar,IND,68.0,Maharashtra,0,Graduate Professional,5045000,0,2019
Sandesh Ramchandra Chavan,IND,44.0,Maharashtra,0,Post Graduate,107000,0,2019
Sandip Abhimanyu Valvi,Bahujan Mukti Party,42.0,Maharashtra,0,Graduate,0,0,2019
Sandip Janaradhan Kharat,IND,39.0,Maharashtra,0,12th Pass,1000000,50000,2019
Sandip Laxman Sakat,IND,38.0,Maharashtra,1,10th Pass,24600,0,2019
Sandip Nikhate,IND,35.0,Maharashtra,0,Graduate,1155000,0,2019
Sandip Vitthal Pol,IND,46.0,Maharashtra,0,12th Pass,2722865,0,2019
Sangita Kalyanrao Nirmal,IND,42.0,Maharashtra,0,Others,0,0,2019
Sangita Kalyanrao Nirmal,IND,42.0,Maharashtra,0,Literate,592000,29000,2019
Sangram Arunkaka Jagtap,NCP,34.0,Maharashtra,1,Graduate,94488381,32549132,2019
Sangramsinh Jaysingrao Gaikwad,IND,61.0,Maharashtra,0,Graduate,2790155,0,2019
Sanjay Baba Bansode,Bhartiya Bahujan Kranti Dal,42.0,Maharashtra,0,8th Pass,15361250,170000,2019
Sanjay Baburao Jadhav,IND,47.0,Maharashtra,0,10th Pass,0,0,2019
Sanjay Chandrabahadur Singh,BSP,46.0,Maharashtra,1,Graduate,7700000,2862000,2019
Sanjay Dagdu Sawant,Bahujan Mukti Party,25.0,Maharashtra,0,5th Pass,30000,0,2019
Sanjay Ganapat Wagh,Bhartiya Tribal Party,28.0,Maharashtra,0,12th Pass,237279,0,2019
Sanjay Ghanshyam Agrawal,IND,49.0,Maharashtra,0,12th Pass,6823627,208000,2019
Sanjay Hiramanji Athwale,Bahujan Maha Party,55.0,Maharashtra,1,12th Pass,0,0,2019
Sanjay Kisan Kanade,BSP,49.0,Maharashtra,0,Graduate Professional,14166972,2061198,2019
Sanjay Laxman Padwal,Bhartiya Navjawan Sena (Paksha),50.0,Maharashtra,0,10th Pass,225000,0,2019
Sanjay Laxman Sukhdan,Vanchit Bahujan Aaghadi,39.0,Maharashtra,2,Graduate,24086176,8810000,2019
Sanjay Laxman Tambda,BSP,43.0,Maharashtra,0,8th Pass,840700,0,2019
Sanjay Nirupam,INC,54.0,Maharashtra,11,Graduate,0,0,2019
Sanjay Rama Kohkera,Bahujan Mukti Party,32.0,Maharashtra,0,Graduate,3004847,0,2019
Sanjay Ramrao Hedaoo,Vanchit Bahujan Aaghadi,54.0,Maharashtra,3,12th Pass,260000,814407,2019
Sanjay Sadashivrao Mandlik,SHS,54.0,Maharashtra,0,Post Graduate,95171892,10580414,2019
Sanjay Shamrao Dhotre,BJP,60.0,Maharashtra,1,Graduate Professional,77153230,14985774,2019
Sanjay Shinde,Bahujan Mukti Party,38.0,Maharashtra,0,12th Pass,0,0,2019
Sanjay Sukhdev Ghodke,Bahujan Republican Socialist Party,48.0,Maharashtra,0,Others,3291484,2350000,2019
Sanjay Sushil Bhosale,Vanchit Bahujan Aaghadi,51.0,Maharashtra,3,Graduate Professional,1250624308,237660077,2019
Sanjay Vishwanath Sakpal,IND,48.0,Maharashtra,0,Graduate,70000,0,2019
Sanjay Yashwant Aparanti,BSP,59.0,Maharashtra,0,Post Graduate,29990502,0,2019
Sanjaykaka Patil,BJP,54.0,Maharashtra,1,10th Pass,0,0,2019
Sanjaymama Vittalrao Shinde,NCP,50.0,Maharashtra,1,Graduate,493306415,112417440,2019
Sanjiv Baban Bhor,IND,44.0,Maharashtra,10,Others,10811146,3222409,2019
Sant Shri Mahahansaji Maharaj Patil,Hindusthan Nirman Dal,43.0,Maharashtra,3,8th Pass,1102452,0,2019
Santosh Balasaheb Bichukale,IND,33.0,Maharashtra,0,Post Graduate,6232500,220300,2019
Santosh Bhikaji Bhalerao,Ambedkarite Party of India,41.0,Maharashtra,0,Post Graduate,0,0,2019
Santosh Govind Rathod,Bhartiya Bahujan Kranti Dal,35.0,Maharashtra,0,Graduate,1607000,50000,2019
Santosh Maroti Boinwad,IND,37.0,Maharashtra,0,8th Pass,1309000,0,2019
Santosh Shrivastav,IND,37.0,Maharashtra,0,10th Pass,207000,0,2019
Sapkal Lilabai Dharma,Rashtriya Mahila Party,55.0,Maharashtra,0,Illiterate,178000,0,2019
Sau. Pravina Laxman Bhatkar,Bahujan Mukti Party,58.0,Maharashtra,0,Graduate Professional,0,0,2019
Savita Ankush Aiwle,IND,40.0,Maharashtra,0,8th Pass,657950,0,2019
Savita Bhimrao Kadale,Hindustan Janta Party,35.0,Maharashtra,0,Literate,3350000,0,2019
Sayed Mujammil Sayed Jamil,SP,28.0,Maharashtra,1,12th Pass,60000,0,2019
Sayyad Minhaj,IND,44.0,Maharashtra,0,12th Pass,880000,105000,2019
Sayyad Raj Faiyaz,Bhartiya Kisan Party,42.0,Maharashtra,0,Graduate,0,0,2019
Sayyad Sultan Ladkhan,IND,46.0,Maharashtra,0,10th Pass,282000,0,2019
Shahadev Mahadev Palve,IND,35.0,Maharashtra,1,Graduate,457602,0,2019
Shahajahan Paigmber Shaikh,Bahujan Maha Party,47.0,Maharashtra,0,10th Pass,495000,105000,2019
Shahajirao Dhondiba Thorat,IND,55.0,Maharashtra,1,10th Pass,750953,250000,2019
Shahejad Samiullah Khan,IND,35.0,Maharashtra,0,Graduate Professional,0,0,2019
Shahenaz Begam Mo.Siraj Khan,Rashtriya Ulama Council,43.0,Maharashtra,0,Illiterate,322403,96836,2019
Shahid Farukh Shaikh,IND,38.0,Maharashtra,0,5th Pass,290000,0,2019
Shahin Parveen Shakil Ahamad Khan,IND,44.0,Maharashtra,0,Graduate,461765,0,2019
Shaikh Abid Mohammad Hanif,IND,46.0,Maharashtra,0,12th Pass,337684,804254,2019
Shaikh Javed Shaikh Mushtaq,IND,43.0,Maharashtra,3,8th Pass,0,0,2019
Shaikh Khaja Shaikh Kasim Kismatwala,IND,42.0,Maharashtra,0,8th Pass,763100,130000,2019
Shaikh Nadim Shaikh Karim,Bahujan Maha Party,45.0,Maharashtra,0,12th Pass,4100000,0,2019
Shaikh Sadek Shaikh Ibrahim,IND,35.0,Maharashtra,0,8th Pass,445500,107800,2019
Shaikh Salim Shaikh Ibrahim,Bahujan Maha Party,45.0,Maharashtra,0,5th Pass,50000,0,2019
Shaikh Yashed Shaikh Tayyab,IND,33.0,Maharashtra,0,Graduate Professional,0,0,2019
Shailendra Veer,IND,44.0,Maharashtra,0,Graduate,23773491,0,2019
Shailesh Sambhaji Janbandhu,SUCI(C),44.0,Maharashtra,0,12th Pass,2791420,0,2019
Shaileshkumar Premkishorji Agrawal,BSP,37.0,Maharashtra,1,Post Graduate,135149000,2098380,2019
Shakuntala Kushalkar,Prabuddha Republican Party,47.0,Maharashtra,0,Illiterate,10111000,4500000,2019
Shankar Bhaga Badade,Marxist Leninist Party of India (Red Flag),62.0,Maharashtra,0,5th Pass,0,0,2019
Shankar Martand Mane,BSP,31.0,Maharashtra,4,10th Pass,585181,0,2019
Shankar Pandurang Gaikwad,IND,33.0,Maharashtra,0,Graduate,4919328,0,2019
Shankar Sonawane,IND,51.0,Maharashtra,0,10th Pass,5820000,280000,2019
Sharad Damu Dhanrao,IND,40.0,Maharashtra,0,12th Pass,165000,0,2019
Sharad Gorakh Bhamre (Sutar),Rashtriya Janshakti Party (Secular),32.0,Maharashtra,0,5th Pass,0,0,2019
Sharadchandra Ganpatrao Wankhede,Vanchit Bahujan Aaghadi,65.0,Maharashtra,2,Post Graduate,23282500,0,2019
Shashikant Kundlik Kadam,IND,46.0,Maharashtra,1,Graduate Professional,18952783,300000,2019
Shashikant Rajaram Desai,Hamari Apni Party,48.0,Maharashtra,0,12th Pass,6326504,0,2019
Sheetal Bharat Sasane,IND,34.0,Maharashtra,0,8th Pass,501700,0,2019
Shehbaj Rathod,Jai Maha Bharath Party,48.0,Maharashtra,1,5th Pass,0,0,2019
Shetty Raju Anna,Swabhimani Paksha,51.0,Maharashtra,15,10th Pass,24421392,774059,2019
Shinde Chandraprakash Ganpatrao,Ambedkarite Party of India,63.0,Maharashtra,0,10th Pass,1945137,0,2019
Shiva Krishnamurthy Iyer,IND,57.0,Maharashtra,1,Post Graduate,21800000,0,2019
Shivaji Naraynrao Kawathekar,IND,55.0,Maharashtra,0,10th Pass,0,200000,2019
Shivaji Rambhau Nandkhile,IND,54.0,Maharashtra,2,Illiterate,0,0,2019
Shivaji Uttamrao Pawar,IND,31.0,Maharashtra,0,12th Pass,4773000,2355000,2019
Shivanand Ashokrao Deshmukh,IND,30.0,Maharashtra,0,Post Graduate,13137,0,2019
Shivnath Vithoba Kasar,Bahujan Mukti Party,54.0,Maharashtra,0,10th Pass,30000,0,2019
Shr. Deepak Pandharinath Khambekar,IND,53.0,Maharashtra,0,10th Pass,1947893,0,2019
Shri Ambedkar Prakash Yashwant,Vanchit Bahujan Aaghadi,64.0,Maharashtra,0,Graduate Professional,0,0,2019
Shri Ashok Bhagavan Ughade,IND,65.0,Maharashtra,0,8th Pass,393000,0,2019
Shri Bhise Krishna Nagnath,Bahujan Maha Party,34.0,Maharashtra,0,12th Pass,132850,70000,2019
Shri Gaydhankar Vishnu Shidram,Bharatiya Praja Surajya Paksha,34.0,Maharashtra,0,Graduate,56100,0,2019
Shri Khandare Sudarshan Raychand,IND,33.0,Maharashtra,0,12th Pass,2114000,20000,2019
Shri Maske Shrimant Murlidhar,IND,49.0,Maharashtra,0,8th Pass,0,0,2019
Shri Patole Malhari Gulab,IND,70.0,Maharashtra,0,10th Pass,373280,0,2019
Shri Shinde Sushilkumar Sambhajirao,INC,77.0,Maharashtra,0,Graduate Professional,380358711,4750000,2019
Shri. Sha. Bra. Dr. Jay Siddeshwar Shivachrya Mahaswamiji,BJP,63.0,Maharashtra,0,Graduate,27870079,0,2019
Shridhar Jakhuji Darekar,IND,64.0,Maharashtra,0,Graduate,17083133,0,2019
Shridhar Narayan Salve,Rashtriya Jansambhavna Party,47.0,Maharashtra,0,Graduate,0,0,2019
Shrikant Nivrutti Chabukswar,Bahujan Mukti Party,53.0,Maharashtra,0,Post Graduate,11043568,940000,2019
Shrikant Suburao Shinde,Bahujan Mukti Party,34.0,Maharashtra,0,Post Graduate,1214989,0,2019
Shrikant Ulhas Raibole,IND,32.0,Maharashtra,0,Graduate,1030000,0,2019
Shrirang Chandu Barne,SHS,55.0,Maharashtra,3,8th Pass,1023310134,416612,2019
Shrivenkateswar Maha Swamiji (Katakdhond. D. G.),Hindustan Janta Party,31.0,Maharashtra,0,Graduate,0,0,2019
Shubhangi Vidyasagar Chavan,IND,42.0,Maharashtra,0,8th Pass,1941000,950000,2019
Siddharth Abaso Nagaratna,Bahujan Mukti Party,49.0,Maharashtra,0,12th Pass,3250200,0,2019
Siddharth Asaram Kurve,IND,60.0,Maharashtra,0,Post Graduate,50000,0,2019
Siddharthkumar Digambarrao Suryawanshi,BSP,43.0,Maharashtra,0,Doctorate,1875500,700000,2019
Sim Khirid,Bahujan Maha Party,45.0,Maharashtra,0,Post Graduate,0,0,2019
Simpal Rajkumar Rathod,IND,42.0,Maharashtra,0,Post Graduate,913631,235000,2019
Sirsath Sham,IND,31.0,Maharashtra,0,Graduate,7699000,319714,2019
Sitaram Bhaga Wagh,Bahujan Republican Socialist Party,47.0,Maharashtra,0,12th Pass,1230000,450000,2019
Sneha Ravindra Kurhade,IND,50.0,Maharashtra,0,8th Pass,4220000,2880000,2019
Somnath Hiraman Mali,Bahujan Republican Socialist Party,47.0,Maharashtra,6,8th Pass,0,0,2019
Sonali Ashok Gangavane,IND,34.0,Maharashtra,0,12th Pass,572515,0,2019
Sonali Ravindra Bagde,IND,34.0,Maharashtra,0,Graduate Professional,15000,0,2019
Sonali Thorat,IND,35.0,Maharashtra,0,8th Pass,3300690,9200,2019
Sonkamble Gajanan Tukaram,IND,33.0,Maharashtra,0,Graduate,141658,0,2019
Sonone Raju Mahadeo,IND,48.0,Maharashtra,0,Graduate,0,0,2019
Subhash Ashokrao Ambhore (Dudhgaonkar),Ambedkar National Congress,31.0,Maharashtra,0,Others,50000,0,2019
Subhash Dada Tribhuwan,IND,45.0,Maharashtra,1,5th Pass,2927000,2220000,2019
Subhash Dharmdas Gajbhiye,BSP,29.0,Maharashtra,0,10th Pass,950000,0,2019
Subhash Janardan Patil,IND,50.0,Maharashtra,0,10th Pass,2862500,0,2019
Subhash Kashiba Wankhede,IND,54.0,Maharashtra,0,Literate,0,0,2019
Subhash Kisanrao Patil,Maharashtra Swabhimaan Paksh,57.0,Maharashtra,2,Graduate,23789960,4839442,2019
Subhash Maroti Wankhede,IND,55.0,Maharashtra,0,Literate,2221000,100000,2019
Subhash Nagorao Wankhede,Hum Bhartiya Party,58.0,Maharashtra,0,5th Pass,1538900,100000,2019
Subhash Parasram Wankhede,Bahujan Maha Party,59.0,Maharashtra,0,Literate,101000,0,2019
Subhash Passi,SP,57.0,Maharashtra,1,12th Pass,0,0,2019
Subhash Ramrao Bhamre,BJP,66.0,Maharashtra,2,Post Graduate,158651112,1000000,2019
Subhash Shivlal Khairnar,IND,64.0,Maharashtra,0,Graduate,2020000,0,2019
Subhash Vitthal Wankhede,IND,48.0,Maharashtra,0,8th Pass,2121000,0,2019
Subhashchandra Ratandeo Jha,Sardar Vallabhbhai Patel Party,50.0,Maharashtra,0,Graduate,12280000,111000,2019
Sudhakar Laxman Avhad,Vanchit Bahujan Aaghadi,62.0,Maharashtra,0,Graduate,0,0,2019
Sudhakar Narayan Shinde,Ambedkarite Party of India,65.0,Maharashtra,1,Graduate,17195035,0,2019
Sudhakar Tukaram Shrangare,BJP,57.0,Maharashtra,0,10th Pass,286478302,100250602,2019
Sudhir Shridhar Deshmukh,IND,58.0,Maharashtra,1,Post Graduate,15447971,500000,2019
Suhas Anil Funde,IND,29.0,Maharashtra,0,Post Graduate,150000,0,2019
Suhas Dhananjay Bonde,IND,47.0,Maharashtra,1,12th Pass,0,0,2019
Suhas Dhananjay Bonde,IND,47.0,Maharashtra,1,12th Pass,72595476,2767246,2019
Suhas Popat Gajarmal,Rashtriya Janshakti Party (Secular),33.0,Maharashtra,0,12th Pass,771,22000,2019
Sujay Radhakrishna Vikhe,BJP,37.0,Maharashtra,0,Doctorate,168664576,2623964,2019
Suman Bhaskar Koli,Vanchit Bahujan Aaghadi,61.0,Maharashtra,0,5th Pass,11042707,519330,2019
Sundar Baburao Padmuk,IND,49.0,Maharashtra,0,Graduate Professional,0,0,2019
Sunil Baban Gaikwad,Bahujan Republican Socialist Party,49.0,Maharashtra,1,10th Pass,3949382,1080000,2019
Sunil Baburao Mendhe,BJP,50.0,Maharashtra,2,Others,627543615,19861338,2019
Sunil Dashrath Ingole,IND,38.0,Maharashtra,1,8th Pass,198000,0,2019
Sunil Gunda Jadhav,Bahujan Mukti Party,37.0,Maharashtra,0,8th Pass,267452,430000,2019
Sunil Manohar Sonsale,Bahujan Republican Socialist Party,37.0,Maharashtra,0,10th Pass,0,0,2019
Sunil Pandurang Tatkare,IND,43.0,Maharashtra,0,8th Pass,100909,0,2019
Sunil Sakharam Tatkare,IND,43.0,Maharashtra,0,8th Pass,1032988,266000,2019
Sunil Suryabhan Kawade,IND,56.0,Maharashtra,0,10th Pass,217000,25000,2019
Sunil Uttamrao Thorat,Vanchit Bahujan Aaghadi,48.0,Maharashtra,0,Graduate,890000,60000,2019
Supekar Dnyandeo Narhari,IND,70.0,Maharashtra,0,5th Pass,0,0,2019
Supriya Sadanand Sule,NCP,49.0,Maharashtra,0,Graduate,1408888704,5500000,2019
Suraj Ashokrao Khandare,IND,28.0,Maharashtra,0,Post Graduate,584675,542009,2019
Surendrakumar Jain,Naitik Party,50.0,Maharashtra,0,10th Pass,10416945,0,2019
Suresh Arjun Padavi,Vanchit Bahujan Aaghadi,34.0,Maharashtra,2,5th Pass,5790689,0,2019
Suresh Baburao Veer,IND,72.0,Maharashtra,0,10th Pass,0,0,2019
Suresh Eknath Jagdhane,BSP,58.0,Maharashtra,0,Others,16277083,0,2019
Suresh Kumar Gautam,BSP,47.0,Maharashtra,0,10th Pass,2056000,2152400,2019
Suresh Shripati Taur,IND,49.0,Maharashtra,0,12th Pass,9950000,600000,2019
Suresh Sundar Shetty,Vanchit Bahujan Aaghadi,46.0,Maharashtra,0,8th Pass,95452500,4342000,2019
Sushil Wasnik,BSP,54.0,Maharashtra,0,12th Pass,0,0,2019
Sushma Motilal Maurya,Jan Adhikar Party,38.0,Maharashtra,0,10th Pass,4397632,1404817,2019
Swapnil Mahadev Koli,IND,49.0,Maharashtra,0,10th Pass,46205437,815000,2019
Tadvi Ayyub Khan Razzaque Khan,IND,47.0,Maharashtra,0,8th Pass,2700000,80000,2019
Taher Sattar Khatik,Rashtriya Maratha Party,49.0,Maharashtra,0,Graduate,67252185,200000,2019
Tatkare Sunil Dattatray,NCP,64.0,Maharashtra,0,Others,0,0,2019
Tawar Vijay Jagan,IND,42.0,Maharashtra,0,10th Pass,0,0,2019
Taware Suresh Kashinath,INC,62.0,Maharashtra,1,12th Pass,324522111,964774,2019
Thakre Manikrao Govindrao,INC,64.0,Maharashtra,0,12th Pass,30303524,1292750,2019
Tikaram Bagul,IND,65.0,Maharashtra,0,Post Graduate,29971003,0,2019
Tribhuvan Madhukar Padmakar,IND,51.0,Maharashtra,0,12th Pass,0,0,2019
Trimabak Baburao Jadhav,Swatantra Bharat Paksha,64.0,Maharashtra,0,Graduate Professional,17352944,3248000,2019
Tukaram Dasrao Gangawane,IND,68.0,Maharashtra,0,10th Pass,3050000,530000,2019
Tukaram Vyankati Chate,IND,64.0,Maharashtra,0,5th Pass,580000,0,2019
Uday Rambhauji Borkar,IND,45.0,Maharashtra,0,12th Pass,19762360,571000,2019
Ulhas Mugut Chormale,IND,46.0,Maharashtra,0,10th Pass,0,0,2019
Umesh Sadashiv Neware,IND,42.0,Maharashtra,0,10th Pass,124000,32138,2019
Unmesh Bhaiyyasaheb Patil,BJP,41.0,Maharashtra,1,Graduate Professional,12324604,2529954,2019
Urmila Shrikant Matondkar,INC,48.0,Maharashtra,0,12th Pass,689063226,1894201,2019
Usman Moosa Shaikh,Bahujan Maha Party,47.0,Maharashtra,0,10th Pass,299538,50000,2019
Uttam Bhagaji Kamble,Prabuddha Republican Party,51.0,Maharashtra,0,Post Graduate,0,0,2019
Uttam Bhagaji Kamble,Prabuddha Republican Party,51.0,Maharashtra,0,Post Graduate,0,0,2019
Uttam Dhanu Rathod,Aasra Lokmanch Party,65.0,Maharashtra,0,10th Pass,257559,65536,2019
Uttam Dhanu Rathod,Aasra Lokmanch Party,65.0,Maharashtra,0,10th Pass,257559,65536,2019
Uttam Maroti Dhabe,Akhand Hind Party,70.0,Maharashtra,0,Illiterate,0,0,2019
Uttam Pandurang Shinde,BSP,52.0,Maharashtra,1,Graduate,0,0,2019
Uttamrao Pandurangrao Rathod,Bahujan Mukti Party,66.0,Maharashtra,0,Graduate Professional,9588650,0,2019
Vahida Shahenu Shaikh,IND,38.0,Maharashtra,0,10th Pass,205000,400000,2019
Vaishali Sudhakar Yede,Prahar Janshakti Party,28.0,Maharashtra,0,10th Pass,1168500,9000,2019
Vanita Jitendra Raut,Akhil Bharatiya Manavata Paksha,37.0,Maharashtra,0,8th Pass,618945,14406,2019
Vansh Bahadur Yadav,IND,54.0,Maharashtra,0,Graduate Professional,0,0,2019
Varsha Shivajirao Devsarkar,Bahujan Mukti Party,41.0,Maharashtra,1,10th Pass,20194509,3991000,2019
Vasim Ali Nazir Ali Sayyed,IND,40.0,Maharashtra,3,Graduate,1928182,0,2019
Veer Shesherao Chokhoba,IND,58.0,Maharashtra,0,Graduate,0,0,2019
Vijay Banwarilal Masani,IND,36.0,Maharashtra,0,Post Graduate,1127000,3245000,2019
Vijay Bhagwan Chougule,IND,42.0,Maharashtra,0,10th Pass,0,0,2019
Vijay Dnyanoba Ghate,Republican Bahujan Sena,50.0,Maharashtra,2,8th Pass,14250577,1818000,2019
Vijay Hanumant Randil,IND,36.0,Maharashtra,0,12th Pass,1844000,100000,2019
Vijay Janardan Shiktode,Bahujan Republican Socialist Party,55.0,Maharashtra,0,Post Graduate,8788000,0,2019
Vijay Marothi Koyale,Rashtriya Maratha Party,49.0,Maharashtra,0,8th Pass,6525000,500000,2019
Vijay Rangnath Salve,IND,46.0,Maharashtra,0,Graduate,0,0,2019
Vijay Yashvant Vilhekar,IND,61.0,Maharashtra,0,Others,28391641,144625,2019
Vijaynath Ramchandra Chandere,IND,40.0,Maharashtra,0,Post Graduate,3732391,105775,2019
Vijayraj Balasaheb Mane Deshmukh,IND,27.0,Maharashtra,0,Others,116400,70000,2019
Vijayrao More,Vanchit Bahujan Aaghadi,78.0,Maharashtra,1,Graduate Professional,19159126,1606630,2019
Vijendra Kumar Rai,IND,37.0,Maharashtra,1,Post Graduate,0,0,2019
Vikas Maruti Rokade,IND,53.0,Maharashtra,0,5th Pass,11000,0,2019
Vikas Prakash Nandve,IND,27.0,Maharashtra,1,12th Pass,0,0,2019
Vikas Rajaram Aashtul,IND,41.0,Maharashtra,0,8th Pass,23000,0,2019
Vilas Hiwale,Marxist Leninist Party of India (Red Flag),44.0,Maharashtra,0,Literate,201000,100000,2019
Vilas Madhukar Desale (Patil),IND,46.0,Maharashtra,0,10th Pass,0,0,2019
Vilas Sheshrao Thorat,IND,51.0,Maharashtra,0,12th Pass,483000,19000,2019
Vinay Dubey,IND,33.0,Maharashtra,3,12th Pass,2214355,0,2019
Vinayak Bhaurao Raut,SHS,65.0,Maharashtra,3,Post Graduate,50660534,2830000,2019
Vinayak Lavu Raut,IND,48.0,Maharashtra,1,8th Pass,1013002,10000,2019
Vinod Bhiwaji Patil,Ambedkarite Party of India,51.0,Maharashtra,0,10th Pass,0,0,2019
Vinod Manohar Salve,Bhartiya Kisan Party,45.0,Maharashtra,0,5th Pass,17997,0,2019
Vinod Narayan Chaugule,Sanatan Sanskriti Raksha Dal,41.0,Maharashtra,0,12th Pass,11335126,8502053,2019
Vinod Vasant Chandgude,IND,34.0,Maharashtra,1,Post Graduate,4485000,1300000,2019
Vinod Vasant Shirsath,Hindustan Janta Party,26.0,Maharashtra,0,10th Pass,50000,0,2019
Vishnu Jadhav,IND,62.0,Maharashtra,1,Post Graduate,0,0,2019
Vishnu Kakadya Padavi,IND,41.0,Maharashtra,1,10th Pass,3910000,0,2019
Vishvambhar Narayan Kashid,IND,65.0,Maharashtra,2,Graduate,45919662,0,2019
Vishvanath Sitaram Gargade,IND,57.0,Maharashtra,0,10th Pass,161600,75000,2019
Vitthal Natha Chavan,IND,38.0,Maharashtra,0,8th Pass,0,0,2019
Vitthhal Nanaji Gaikwad,Hum Bhartiya Party,64.0,Maharashtra,0,12th Pass,0,0,2019
Wakale Namdeo Arjun,BSP,51.0,Maharashtra,0,Graduate Professional,180749234,250000,2019
Wakchaure Bhausaheb Jayram,IND,51.0,Maharashtra,0,Literate,2957808,289450,2019
Wakchaure Bhausaheb Rajaram,IND,69.0,Maharashtra,0,Graduate Professional,89493665,6141795,2019
Wamanrao Ganpatrao Akhare,IND,62.0,Maharashtra,0,5th Pass,3525622,0,2019
Wankhede Subhashrao Bapurao,INC,56.0,Maharashtra,1,10th Pass,0,0,2019
Wasant Kisan Paikrao,IND,59.0,Maharashtra,0,Graduate Professional,23560000,260000,2019
Yashwant Rambhau Kasbe,Bahujan Republican Socialist Party,51.0,Maharashtra,0,Post Graduate,1405000,300000,2019
Yasmin Banoo Mohammed Salim,IND,40.0,Maharashtra,0,12th Pass,11516326,0,2019
Yoganand Nadar,Aapki Apni Party (Peoples),34.0,Maharashtra,0,Graduate,528996,180000,2019
Yogendra Viththal Kolate,BSP,41.0,Maharashtra,1,Doctorate,0,0,2019
Yogesh Kadam,IND,29.0,Maharashtra,0,12th Pass,36900,0,2019
Yogesh Vitthal More,Bahujan Republican Socialist Party,38.0,Maharashtra,0,Graduate Professional,10612636,157000,2019
Yuvraj Bhimrao Desai,IND,35.0,Maharashtra,0,Post Graduate,2835000,3100000,2019
Yuvraj Prakash Bhujbal,Jan Adhikar Party,33.0,Maharashtra,0,Others,617200,0,2019
Zambad Subhash Manakchand,INC,56.0,Maharashtra,0,12th Pass,0,0,2019
Zitruji Chandruji Borutkar,IND,63.0,Maharashtra,0,Graduate Professional,19528934,1600000,2019
Angam Karung Kom,NCP,63.0,Manipur,0,Graduate,470000,1460000,2019
Ashang Kasar,North East India Development Party,43.0,Manipur,0,Post Graduate,13563720,0,2019
Dr Rajkumar Ranjan Singh,BJP,67.0,Manipur,0,Doctorate,19616174,0,2019
Dr. Gurumayum Tonsana Sharma,Manipur Democratic Peoples Front,69.0,Manipur,0,Doctorate,12452000,0,2019
Hangkhanpau Taithul,JD(U),55.0,Manipur,0,Post Graduate,0,0,2019
Houlim Shokhopao Mate,BJP,36.0,Manipur,0,12th Pass,16891558,0,2019
K. James,INC,56.0,Manipur,2,Graduate,129198371,21839605,2019
Leikhan Kaipu,IND,54.0,Manipur,0,8th Pass,56020,0,2019
Lorho S. Pfoze,NPF,59.0,Manipur,0,Graduate Professional,13709352,0,2019
Md. Iliyash Khan,IND,34.0,Manipur,0,12th Pass,0,0,2019
Moirangthem Nara Singh,CPI,69.0,Manipur,0,Graduate Professional,3558822,5589692,2019
Moirangthem Totomshana Nongshaba,IND,41.0,Manipur,0,12th Pass,1500,0,2019
Oinam Jugindro Singh,Manipur Peoples Party,68.0,Manipur,1,12th Pass,2731288,0,2019
Oinam Nabakishore Singh,INC,59.0,Manipur,1,Post Graduate,17867003,1401257,2019
R.K. Anand,North East India Development Party,59.0,Manipur,0,Graduate Professional,0,0,2019
Rajkumar Somendro Singh,IND,40.0,Manipur,0,10th Pass,3002505,630405,2019
Senjam Nandeshwore Singh,Rashtriya Janhit Sangharsh Party,60.0,Manipur,0,Graduate,2258269,0,2019
Thangminlien Kipgen,NPP,64.0,Manipur,0,12th Pass,6663739,575332,2019
Wahengbam Pobitra Singh,IND,42.0,Manipur,1,12th Pass,130022,52379,2019
Agatha K. Sangma,NPP,38.0,Meghalaya,0,Post Graduate,29406813,0,2019
Dr. Mukul Sangma,INC,53.0,Meghalaya,0,Graduate Professional,136735735,3408159,2019
Jemino Mawthoh,United Democratic Party,54.0,Meghalaya,0,Doctorate,11432184,1178370,2019
Rikman Garrey Momin,BJP,55.0,Meghalaya,0,Others,1025030,0,2019
Romeo Phira Rani,IND,51.0,Meghalaya,0,12th Pass,0,0,2019
