candidate_name,party,age,state,criminal_cases,education,total_assets,liabilities,year
Pyarelal Chohan Advocate,IND,71.0,Haryana,0,Graduate Professional,0,0,2019
Rais Ahmad,BSP,58.0,Haryana,0,Graduate,459317500,84082104,2019
Raj Bala Saini,Loktanter Suraksha Party,44.0,Haryana,0,Post Graduate,38202783,1495000,2019
Raj Kumari,Bharat Prabhat Party,35.0,Haryana,0,Post Graduate,22000,0,2019
Rajbir,Aapki Apni Party (Peoples),26.0,Haryana,0,Graduate,3785000,0,2019
Rajender Kumar Bhatli,Bhartiya Shakti Chetna Party,49.0,Haryana,0,10th Pass,0,0,2019
Rajender Sirsa,IND,40.0,Haryana,0,12th Pass,690377,0,2019
Rajesh Chaubara,Revolutionary Marxist Party of India,39.0,Haryana,0,10th Pass,181500,0,2019
Rajesh Sharma,Pragatishil Samajwadi Party (Lohia),39.0,Haryana,0,Graduate,7005038,0,2019
Rajnish Kumar,IND,37.0,Haryana,0,Post Graduate,7714944,215000,2019
Rakesh Kumar,Aapki Apni Party (Peoples),36.0,Haryana,0,10th Pass,0,0,2019
Ram Kishan,IND,58.0,Haryana,0,10th Pass,29912701,412000,2019
Ram Kishan Gola,AIFB,44.0,Haryana,0,Others,25582047,2975000,2019
Ram Kishan Sain,IND,55.0,Haryana,0,10th Pass,34430000,1050000,2019
Ram Narayan,Bhartiya Jan Samman Party,29.0,Haryana,0,12th Pass,202000,107000,2019
Ram Pal,INLD,61.0,Haryana,1,10th Pass,0,0,2019
Rambir,IND,27.0,Haryana,0,12th Pass,353565,0,2019
Ramdiya,Samajik Nyaya Party,76.0,Haryana,0,8th Pass,1189642,0,2019
Ramesh Chand,Bahujan Mukti Party,67.0,Haryana,0,10th Pass,2253119,0,2019
Ramesh Chander Kaushik,BJP,62.0,Haryana,0,Graduate Professional,235859266,0,2019
Ramesh Chander Khatkar,IND,38.0,Haryana,1,Graduate Professional,0,0,2019
Ramesh Kumar,Rashtriya Sahara Party,48.0,Haryana,0,Graduate,192200,0,2019
Ramesh Rao Pilot,Loktanter Suraksha Party,46.0,Haryana,0,Graduate Professional,91465000,14367975,2019
Rameshwar Dass,IND,49.0,Haryana,0,10th Pass,14782145,0,2019
Ranjeet Singh,IND,38.0,Haryana,1,5th Pass,770000,0,2019
Rao Inderjeet,IND,37.0,Haryana,0,10th Pass,0,0,2019
Rao Inderjit Singh,BJP,69.0,Haryana,0,Graduate Professional,420970754,31500000,2019
Rattan Lal,IND,69.0,Haryana,0,Graduate,2749348,412714,2019
Rattan Lal Kataria,BJP,67.0,Haryana,0,Post Graduate,54361499,188861,2019
Ravinder Kumar,IND,37.0,Haryana,0,Graduate,334313,80000,2019
Roshan Lal Muwal,IND,60.0,Haryana,0,Post Graduate,0,0,2019
Ruby,Hind Congress Party,36.0,Haryana,0,8th Pass,250000,0,2019
Sachin Gaba,IND,37.0,Haryana,0,Graduate,4180000,331225,2019
Sahiram Rawat,Voters Party,50.0,Haryana,1,8th Pass,60124564,1808888,2019
Salesh Kumar,Pragatishil Samajwadi Party (Lohia),45.0,Haryana,1,8th Pass,1966255,0,2019
Sandeep,Bharat Prabhat Party,30.0,Haryana,0,Graduate Professional,0,0,2019
Sandeep Kumar Kaushik,Rashtriya Lokswaraj Party,38.0,Haryana,0,12th Pass,3246000,130000,2019
Sandeep Singh,Aapki Apni Party (Peoples),26.0,Haryana,0,8th Pass,645000,0,2019
Sandeep Singh,IND,35.0,Haryana,8,Post Graduate,9941078,2218377,2019
Sanjay Bhatia,BJP,51.0,Haryana,0,Graduate,2256739,500000,2019
Sanjay Maurya,IND,45.0,Haryana,0,8th Pass,0,0,2019
Sant Dharamveer Chotiwala,Bahujan Maha Party,47.0,Haryana,0,Graduate Professional,40440000,150000,2019
Satbir,Aapki Apni Party (Peoples),44.0,Haryana,0,10th Pass,336000,0,2019
Satinder Rathi,IND,52.0,Haryana,0,Graduate,22239323,10375000,2019
Satish Kumar Singal,IND,59.0,Haryana,0,Post Graduate,10190000,0,2019
Satish Raj,IND,50.0,Haryana,0,Graduate,0,0,2019
Satya Pal,IND,,Haryana,0,Graduate Professional,24580075,107400,2019
Satyavir Singh,IND,43.0,Haryana,0,Graduate Professional,3674081,0,2019
Selja,INC,56.0,Haryana,0,Post Graduate,240508152,0,2019
Sharvan Kumar,SUCI(C),51.0,Haryana,0,10th Pass,20142297,1029600,2019
Shashi,BSP,59.0,Haryana,0,Graduate Professional,0,0,2019
Shashi Bharat Bhushan,Pragatishil Samajwadi Party (Lohia),54.0,Haryana,0,Graduate Professional,19311111,2509621,2019
Shiyanand Tyagi,IND,55.0,Haryana,0,Graduate Professional,83135000,650000,2019
Shruti Choudhry,INC,43.0,Haryana,0,Graduate Professional,1016118000,151084000,2019
Shyamvir,Rashtriya Lokswaraj Party,39.0,Haryana,0,Graduate Professional,7352013,650000,2019
Subhash,Pragatishil Samajwadi Party (Lohia),47.0,Haryana,0,Graduate,0,0,2019
Sudesh Kumar,IND,32.0,Haryana,0,12th Pass,4991000,1385000,2019
Sudhir Kumar,IND,32.0,Haryana,0,Graduate Professional,7757684,2918666,2019
Sudhir Kumar,Bharat Prabhat Party,42.0,Haryana,0,Graduate,114200,42000,2019
Sukhbir,Dalit Soshit Pichhara Varg Adhikar Dal,41.0,Haryana,0,8th Pass,319887,90000,2019
Sukhbir Singh,CPI(M),36.0,Haryana,0,Post Graduate,0,0,2019
Sukhmandar Singh Kharb,Rashtriya Jatigat Aarakshan Virodhi Party,31.0,Haryana,0,10th Pass,3528000,0,2019
Sumer Chand,Peoples Party of India (Democratic),63.0,Haryana,0,5th Pass,3311000,0,2019
Sumit Kumar,IND,26.0,Haryana,0,Others,135000,0,2019
Sunita Duggal,BJP,51.0,Haryana,0,Post Graduate,42596349,2500000,2019
Suraj Bhan,IND,62.0,Haryana,0,Post Graduate,0,0,2019
Suraj Bhan Narwal,Pragatishil Samajwadi Party (Lohia),64.0,Haryana,0,Graduate,15744841,800000,2019
Suraj Kumar,Bahujan Mukti Party,36.0,Haryana,0,12th Pass,1360000,0,2019
Surajmal Athwal,IND,61.0,Haryana,0,10th Pass,11004576,394000,2019
Surender Kumar,IND,41.0,Haryana,0,12th Pass,206000,0,2019
Surender Kumar Chhikara,INLD,49.0,Haryana,0,12th Pass,0,0,2019
Suresh Chand,IND,65.0,Haryana,0,5th Pass,1219500,60000,2019
Suresh Koth,INLD,50.0,Haryana,4,Graduate,2379971,0,2019
Surinder Sharma,BSP,58.0,Haryana,0,10th Pass,11653061,0,2019
Swati Yadav,Jannayak Janta Party,30.0,Haryana,0,Post Graduate,91521178,45967727,2019
Tika Ram,IND,43.0,Haryana,0,Graduate Professional,0,0,2019
Tilak Raj,Rashtriya Garib Dal,60.0,Haryana,1,Post Graduate,1115000,325000,2019
Varun Kumar Jaglan,Peoples Party of India (Democratic),32.0,Haryana,0,Graduate Professional,426000,1236829,2019
Vicky Chinalya,Samajik Nyaya Party,27.0,Haryana,0,Others,35500,20000,2019
Vijender Kumar Kasana,Bhartiya Kisan Party,53.0,Haryana,0,Post Graduate,26770000,379000,2019
Vikas Godara,Rashtriya Lokswaraj Party,36.0,Haryana,0,Graduate,0,0,2019
Vikram Singh,Bhartiya Shakti Chetna Party,44.0,Haryana,0,Graduate,25378,17000,2019
Vinay,IND,37.0,Haryana,0,Graduate Professional,9984989,786068,2019
Vinod Kumar,IND,40.0,Haryana,0,Graduate,648774,80000,2019
Vinod Kumar,Aapki Apni Party (Peoples),40.0,Haryana,0,10th Pass,61500,0,2019
Vinod Kumar Sirkiband (Gihara),IND,42.0,Haryana,0,Literate,0,0,2019
Virender Rana,INLD,46.0,Haryana,0,Post Graduate,1025863217,0,2019
Virender Singh,IND,58.0,Haryana,0,Post Graduate,35373475,8221073,2019
Virender Singh,IND,40.0,Haryana,0,12th Pass,855330,0,2019
Aashray Sharma,INC,32.0,Himachal Pradesh,0,Others,48523665,16286033,2019
Anurag Singh Thakur,BJP,45.0,Himachal Pradesh,3,Graduate,56770463,1085145,2019
Ashish Kumar,IND,38.0,Himachal Pradesh,0,Post Graduate,50000,0,2019
Ashok Sharma,IND,55.0,Himachal Pradesh,0,10th Pass,4161870,1200000,2019
Bhachan Singh Rana,IND,52.0,Himachal Pradesh,0,12th Pass,0,0,2019
Brij Gopal,IND,59.0,Himachal Pradesh,0,12th Pass,6091905,1696565,2019
Chander Bhan,IND,54.0,Himachal Pradesh,0,10th Pass,35000,50000,2019
Chandermani,AIFB,61.0,Himachal Pradesh,0,Graduate,14214000,0,2019
Col. Narinder Singh Pathania,IND,67.0,Himachal Pradesh,0,Graduate Professional,2408115,0,2019
Col. Thakur Singh,IND,66.0,Himachal Pradesh,0,Post Graduate,0,0,2019
Daleep Singh Kaith,CPI(M),48.0,Himachal Pradesh,1,Post Graduate,4303590,934823,2019
Desh Raj,BSP,40.0,Himachal Pradesh,0,Graduate Professional,8958922,0,2019
Dev Raj Bhardwaj,IND,66.0,Himachal Pradesh,0,Graduate,691733000,0,2019
Dhani Ram Shandil,INC,78.0,Himachal Pradesh,1,Doctorate,36782528,4111104,2019
Dharmender Singh Thakur,IND,49.0,Himachal Pradesh,0,Doctorate,0,0,2019
Dr. Sanjiv Guleria,IND,59.0,Himachal Pradesh,0,Graduate Professional,6237054,0,2019
Dr. Swaroop Singh Rana,Swabhiman Party,58.0,Himachal Pradesh,0,Post Graduate,39886000,0,2019
Ghanshyam Chand Thakur,IND,63.0,Himachal Pradesh,0,Graduate Professional,12175000,391421,2019
Guman Singh,IND,59.0,Himachal Pradesh,0,Graduate Professional,14000000,2800000,2019
Kartar Chand,Swabhiman Party,44.0,Himachal Pradesh,0,Graduate,0,0,2019
Kehar Singh,BSP,49.0,Himachal Pradesh,0,Doctorate,79500000,100000,2019
Khem Chand,Peoples Party of India (Democratic),43.0,Himachal Pradesh,0,Illiterate,7030600,600000,2019
Kishan Kapoor,BJP,67.0,Himachal Pradesh,2,12th Pass,85841247,3605161,2019
Krishan Gopal,Satya Bahumat Party,28.0,Himachal Pradesh,0,8th Pass,25000,35000,2019
Manoj Kumar,AIFB,27.0,Himachal Pradesh,0,10th Pass,0,0,2019
Mehar Singh,Rashtriya Azad Manch,53.0,Himachal Pradesh,3,10th Pass,2500000,32000,2019
Nisha Katoch,IND,37.0,Himachal Pradesh,0,Graduate Professional,2633000,1800000,2019
Parveen Thakur,IND,52.0,Himachal Pradesh,0,12th Pass,11008000,4700000,2019
Pawan Kumar Kajal,INC,45.0,Himachal Pradesh,0,10th Pass,79478472,6642582,2019
Prem Chand Vishvakarma,Navbharat Ekta Dal,67.0,Himachal Pradesh,1,Post Graduate,0,0,2019
Radha Krishan,IND,64.0,Himachal Pradesh,0,Graduate,4915135,1120971,2019
Rajender Suryavanshi,Ambedkarite Party of India,42.0,Himachal Pradesh,1,12th Pass,1673222,73222,2019
Ram Lal Thakur,INC,68.0,Himachal Pradesh,0,Graduate Professional,34888616,0,2019
Ram Singh Shukla,Bahujan Mukti Party,66.0,Himachal Pradesh,0,Post Graduate,4360000,0,2019
Ram Swaroop Sharma,BJP,60.0,Himachal Pradesh,0,10th Pass,0,0,2019
Ravi,IND,39.0,Himachal Pradesh,0,10th Pass,118935,0,2019
Ses Ram,BSP,46.0,Himachal Pradesh,0,12th Pass,25552000,1100000,2019
Shamsher Singh,Rashtriya Azad Manch,37.0,Himachal Pradesh,0,10th Pass,351000,0,2019
Shiv Lal Thakur,Bhartiya Shakti Chetna Party,64.0,Himachal Pradesh,0,12th Pass,5345000,2000000,2019
Subhash Chand,Himachal Jan Kranti Party,70.0,Himachal Pradesh,0,10th Pass,0,0,2019
Subhash Mohan Snehi,IND,47.0,Himachal Pradesh,0,Doctorate,21561080,0,2019
Suresh Kumar Kashyap,BJP,48.0,Himachal Pradesh,0,Post Graduate,15705738,7873806,2019
Tulsi Ram Sharma,AIFB,73.0,Himachal Pradesh,0,12th Pass,8357500,400000,2019
Vikash Kumar,IND,30.0,Himachal Pradesh,0,Post Graduate,208000,140500,2019
Vikram Singh,BSP,33.0,Himachal Pradesh,0,Graduate,0,0,2019
Abdual Rashid Ganie,Jammu & Kashmir National Panthers Party,44.0,Jammu and Kashmir,0,8th Pass,325000,0,2019
Abdul Khaliq Bhat,SHS,40.0,Jammu and Kashmir,0,8th Pass,5025000,0,2019
Abdul Qayoom Wani,Jammu & Kashmir Peoples Democratic Party,59.0,Jammu and Kashmir,0,Graduate Professional,16556983,473600,2019
Abdul Rashid Banday,IND,67.0,Jammu and Kashmir,0,10th Pass,19255000,0,2019
Aga Syed Mohsin,Peoples Democratic Party,58.0,Jammu and Kashmir,0,12th Pass,0,0,2019
Ajay Kumar,IND,49.0,Jammu and Kashmir,0,Post Graduate,179279000,3354000,2019
Ali Mohammad Wani,IND,48.0,Jammu and Kashmir,0,Graduate,13100000,0,2019
Anil Singh,IND,25.0,Jammu and Kashmir,0,Graduate Professional,10000,0,2019
Asgar Ali Karbalai,IND,54.0,Jammu and Kashmir,0,10th Pass,2729608,0,2019
Badri Nath,BSP,62.0,Jammu and Kashmir,0,10th Pass,0,0,2019
Bahadur,IND,39.0,Jammu and Kashmir,0,10th Pass,4466781,4500000,2019
Balwan Singh,IND,45.0,Jammu and Kashmir,0,8th Pass,5535000,0,2019
Bansi Lal,IND,54.0,Jammu and Kashmir,0,8th Pass,11258700,450000,2019
Bilal Sultan,IND,46.0,Jammu and Kashmir,0,Graduate Professional,12356000,80000,2019
Ch. Zaffar Ali,Jammu & Kashmir People Conference,60.0,Jammu and Kashmir,0,8th Pass,0,0,2019
Dr. Jitendra Singh,BJP,62.0,Jammu and Kashmir,0,Post Graduate,70827203,0,2019
Engineer Rashid,IND,54.0,Jammu and Kashmir,0,Others,8000000,6000000,2019
Er. Ghulam Mustafa Chowdhary,IND,37.0,Jammu and Kashmir,0,Others,19050000,0,2019
Farooq Abdullah,Jammu & Kashmir National Conference,83.0,Jammu and Kashmir,1,Graduate Professional,121904435,0,2019
Firdous Ahmed Bawani,IND,,Jammu and Kashmir,0,12th Pass,0,0,2019
Garib Singh,IND,58.0,Jammu and Kashmir,0,10th Pass,2040000,25000,2019
Gh. Mohd. Wani,IND,45.0,Jammu and Kashmir,0,12th Pass,31000,0,2019
Ghulam Ahmad Mir,INC,60.0,Jammu and Kashmir,0,Graduate,140146018,0,2019
Gursagar Singh,Navarang Congress Party,39.0,Jammu and Kashmir,0,12th Pass,45400000,3530000,2019
Haji Farooq Ahmad Mir,INC,55.0,Jammu and Kashmir,0,8th Pass,0,0,2019
Harsh Dev Singh,Jammu & Kashmir National Panthers Party,59.0,Jammu and Kashmir,3,Post Graduate,11936017,2500000,2019
Hasnain Masoodi,Jammu & Kashmir National Conference,65.0,Jammu and Kashmir,0,Post Graduate,87620672,0,2019
Imtiyaz Ahmad Rather,IND,47.0,Jammu and Kashmir,0,Post Graduate,790000,0,2019
Irfan Raza Ansari,Jammu & Kashmir People Conference,41.0,Jammu and Kashmir,0,Graduate,669198138,62371547,2019
Jahangir Khan,Jammu & Kashmir National Panthers Party,46.0,Jammu and Kashmir,0,10th Pass,0,0,2019
Javaid Ahmed,AIFB,37.0,Jammu and Kashmir,0,12th Pass,2207000,0,2019
Javid Ahmad Qureshi,IND,45.0,Jammu and Kashmir,0,8th Pass,1170000,0,2019
Jugal Kishore,BJP,56.0,Jammu and Kashmir,0,10th Pass,56481801,350040219,2019
Kyasir Ahmad Sheikh,IND,31.0,Jammu and Kashmir,2,Graduate,250000,200000,2019
Lal Singh,Dogra Swabhiman Sangathan Party,60.0,Jammu and Kashmir,0,Graduate,0,0,2019
Lal Singh,Dogra Swabhiman Sangathan Party,60.0,Jammu and Kashmir,0,Graduate,20355810,1950000,2019
Manish Sahni,SHS,50.0,Jammu and Kashmir,0,Graduate,11807830,1290000,2019
Manzoor Ahmad Khan,IND,47.0,Jammu and Kashmir,1,8th Pass,40000,0,2019
Meenakshi,SHS,34.0,Jammu and Kashmir,0,Graduate,2135000,0,2019
Mehbooba Mufti,Jammu & Kashmir Peoples Democratic Party,59.0,Jammu and Kashmir,1,Graduate Professional,0,0,2019
Mirza Sajad Hussain Beigh,IND,36.0,Jammu and Kashmir,0,Graduate,60000,0,2019
Mohammad Akbar Lone,Jammu & Kashmir National Conference,71.0,Jammu and Kashmir,0,Graduate Professional,597434000,104935,2019
Mohd Ayub,Navarang Congress Party,55.0,Jammu and Kashmir,1,Graduate,27075200,49000,2019
Mohd Maqbool War,BJP,61.0,Jammu and Kashmir,0,Graduate,11320000,0,2019
Mohd Younis,Jammu & Kashmir Pir Panjal Awami Party,54.0,Jammu and Kashmir,0,Graduate Professional,0,0,2019
Nazir Ahmad Lone,Rashtriya Jankranti Party,46.0,Jammu and Kashmir,0,8th Pass,6200000,1800000,2019
Nazir Ahmad Sofi,Manvadhikar National Party,,Jammu and Kashmir,0,10th Pass,4270000,150000,2019
Nisar Ahmad Wani,Jammu & Kashmir National Panthers Party,36.0,Jammu and Kashmir,0,10th Pass,30000,0,2019
Perseen Singh,IND,39.0,Jammu and Kashmir,0,12th Pass,135000,0,2019
Prof. Bhim Singh,Jammu & Kashmir National Panthers Party,78.0,Jammu and Kashmir,0,Post Graduate,0,0,2019
Raja Aijaz Ali,Jammu & Kashmir People Conference,67.0,Jammu and Kashmir,0,Graduate Professional,176868487,848606,2019
Rajiv Chuni,IND,56.0,Jammu and Kashmir,0,10th Pass,38111801,7062479,2019
Rakesh Mudgal,IND,42.0,Jammu and Kashmir,0,Graduate Professional,18650000,0,2019
Raman Bhalla,INC,56.0,Jammu and Kashmir,0,Graduate Professional,59272009,6805874,2019
Ridwana Sanam,IND,39.0,Jammu and Kashmir,0,Graduate Professional,0,0,2019
Rigzin Spalbar,INC,61.0,Jammu and Kashmir,0,Graduate,58318908,8765000,2019
Riyaz Ahmad Bhat,IND,45.0,Jammu and Kashmir,0,10th Pass,31000,0,2019
Sajjad Ahmad Dar,IND,30.0,Jammu and Kashmir,0,12th Pass,27000,0,2019
Sajjad Hussain,IND,37.0,Jammu and Kashmir,0,Post Graduate,109000,0,2019
Sakander Ahmad Nourani,IND,30.0,Jammu and Kashmir,0,Post Graduate,0,0,2019
Sanjay Kumar Dhar,Manvadhikar National Party,51.0,Jammu and Kashmir,0,12th Pass,355000,0,2019
Satish Poonchi,IND,70.0,Jammu and Kashmir,0,10th Pass,5444000,0,2019
Shaber Ahmed,IND,34.0,Jammu and Kashmir,0,Graduate,79200,0,2019
Shams Khwaja,IND,58.0,Jammu and Kashmir,0,Post Graduate,44240,20500000,2019
Shazad Shabnam,IND,27.0,Jammu and Kashmir,1,10th Pass,0,0,2019
Sheikh Khalid Jehangir,BJP,,Jammu and Kashmir,1,12th Pass,45300000,3800000,2019
Showkat Hussain Khan,JD(U),37.0,Jammu and Kashmir,0,8th Pass,7590000,0,2019
Sofi Yousuf,BJP,53.0,Jammu and Kashmir,1,Illiterate,11710000,0,2019
Subash Chander,IND,53.0,Jammu and Kashmir,0,8th Pass,7480000,0,2019
Surinder Singh,Pragatishil Samajwadi Party (Lohia),60.0,Jammu and Kashmir,0,Graduate,0,0,2019
Sushil Kumar,Hindusthan Nirman Dal,46.0,Jammu and Kashmir,0,Graduate,18410778,0,2019
Syed Aqib Hussain,Independent Peoples Party,27.0,Jammu and Kashmir,0,Graduate Professional,3768800,0,2019
Syed Najeeb Shah Naqvi,IND,48.0,Jammu and Kashmir,0,Post Graduate,10050737,6786855,2019
Syed Zeshan Haider,IND,28.0,Jammu and Kashmir,0,12th Pass,90000,0,2019
Tarseem Lal Khullar,IND,53.0,Jammu and Kashmir,0,10th Pass,0,0,2019
Tilak Raj Bhagat,BSP,62.0,Jammu and Kashmir,0,Graduate Professional,29125108,0,2019
Tsering Namgyal,BJP,33.0,Jammu and Kashmir,1,Graduate,981904,0,2019
Vikramaditya Singh,INC,54.0,Jammu and Kashmir,0,Others,360230337,4800765,2019
Zubair Masoodi,IND,38.0,Jammu and Kashmir,1,12th Pass,1150000,1487848,2019
Aalone Baxla,IND,47.0,Jharkhand,0,Graduate,2738947,0,2019
Abdul Rajak Ansari,Sadan Vikas Party,64.0,Jharkhand,1,Literate,1645000,0,2019
Abinashi Mundu,Hum Bhartiya Party,35.0,Jharkhand,0,Graduate,1130569,0,2019
Ahmad Ansari,Bhartiya Lokmat Rashtrwadi Party,57.0,Jharkhand,0,Literate,290000,0,2019
Ajay Krishna,Rashtriya Jansangharsh Swaraj Party,50.0,Jharkhand,2,12th Pass,0,0,2019
Ajay Topno,Jharkhand Party,50.0,Jharkhand,0,Graduate,8191682,0,2019
Ajit Kumar Bhagat,IND,34.0,Jharkhand,0,Post Graduate,2550000,0,2019
Alok Kumar,Rashtriya Jansangharsh Swaraj Party,26.0,Jharkhand,0,Graduate,70000,0,2019
Amar Kumar Mahto,RPI(A),29.0,Jharkhand,0,12th Pass,4880000,0,2019
Ambar Saurav Kunal,IND,25.0,Jharkhand,0,Graduate Professional,0,0,2019
Amindra Paswan,Bhartiya Lok Seva Dal,33.0,Jharkhand,0,10th Pass,3787000,75000,2019
Amit Jani,Uttar Pradesh Navnirman Sena,38.0,Jharkhand,9,Graduate Professional,6800000,1600000,2019
Anand Paul Tirkey,IND,27.0,Jharkhand,0,Graduate Professional,2647000,0,2019
Angad Mahato,Amra Bangalee,51.0,Jharkhand,0,10th Pass,3276000,0,2019
Anil Soren,IND,31.0,Jharkhand,0,Graduate,0,0,2019
Anjana Bhuiyan,BSP,47.0,Jharkhand,0,8th Pass,12484775,2512110,2019
Anjana Mahata,AITC,38.0,Jharkhand,0,Post Graduate,8060342,0,2019
Anjani Pandey,IND,61.0,Jharkhand,0,Graduate Professional,30000,0,2019
Annapurna Devi,BJP,50.0,Jharkhand,0,Post Graduate,97636939,3189066,2019
Anup Kumar Sinha,IND,43.0,Jharkhand,0,Graduate,0,0,2019
Arjun Kumar,CPI,40.0,Jharkhand,2,10th Pass,4518000,90000,2019
Arjun Munda,BJP,50.0,Jharkhand,0,12th Pass,91507865,27106434,2019
Arjun Pujhar,AITC,44.0,Jharkhand,0,10th Pass,1566773,8000,2019
Arun Kumar Yadav,IND,51.0,Jharkhand,1,Graduate,4765200,0,2019
Asha Makede,Pichhara Samaj Party United,49.0,Jharkhand,0,Doctorate,0,0,2019
Ashraf Hussain,BSP,39.0,Jharkhand,0,12th Pass,50530000,12000000,2019
Ashutosh Kumar,Purvanchal Janta Party (Secular),25.0,Jharkhand,0,10th Pass,7480000,0,2019
Asit Kumar Singh,IND,49.0,Jharkhand,0,Graduate Professional,2494948,0,2019
Asjadullah Imran,Bharat Prabhat Party,49.0,Jharkhand,1,12th Pass,2869628,0,2019
Avadhesh Kumar Singh,Vishva SHakti Party,46.0,Jharkhand,0,Graduate Professional,0,0,2019
Ayub Kha,IND,51.0,Jharkhand,0,10th Pass,1556148,40000,2019
Baban Bhuiya,Jai Prakash Janata Dal,31.0,Jharkhand,0,12th Pass,200426,0,2019
Babu Lal Marandi,Jharkhand Vikas Morcha (Prajatantrik),61.0,Jharkhand,10,Graduate,10951372,0,2019
Bagendra Ram,IND,34.0,Jharkhand,0,8th Pass,1033000,0,2019
Baghrai Soren,IND,64.0,Jharkhand,0,Graduate Professional,0,0,2019
Baidhnath Pahadiya,BSP,31.0,Jharkhand,0,8th Pass,1854160,0,2019
Bajrangi Mahtha,Bahujan Mukti Party,34.0,Jharkhand,9,12th Pass,3787466,0,2019
Balkesh Prasad Paswan,Ambedkar National Congress,54.0,Jharkhand,0,10th Pass,11100511,500000,2019
Bamapada Bauri,IND,58.0,Jharkhand,1,Post Graduate,3052000,0,2019
Barnad Hembrom,IND,56.0,Jharkhand,0,Graduate Professional,0,0,2019
Bayas Kumar,Moolniwasi Samaj Party,28.0,Jharkhand,1,Graduate,1156819,50000,2019
Bhagalpuri Yadav,IND,37.0,Jharkhand,0,Literate,3937000,75000,2019
Bhawesh Kumar Mishra,Bharatiya Jan Kranti Dal (Democratic),43.0,Jharkhand,1,Graduate,290000,0,2019
Bhubaneshwar Prasad Mehta,CPI,73.0,Jharkhand,1,12th Pass,38958977,0,2019
Bidyadhar Prasad,BSP,36.0,Jharkhand,0,Post Graduate,0,0,2019
Bidyut Baran Mahato,BJP,56.0,Jharkhand,3,12th Pass,27750671,2961830,2019
Birendra Kumar,IND,36.0,Jharkhand,1,Post Graduate,410031,0,2019
Champai Soren,JMM,62.0,Jharkhand,1,10th Pass,22822491,7650059,2019
Chandra Deo Prasad,Aihra National Party,37.0,Jharkhand,0,Post Graduate,2102000,0,2019
Chandra Mohan Hembrom,SUCI(C),35.0,Jharkhand,0,Post Graduate,0,0,2019
Chandra Prakash Choudhary,AJSU Party,50.0,Jharkhand,2,Graduate,13456889,1330000,2019
Chandra Shekhar Mahato,Peoples Party of India (Democratic),47.0,Jharkhand,0,Post Graduate,3248346,17209,2019
Christopher Murmu,IND,30.0,Jharkhand,0,12th Pass,86000,0,2019
Dayanand Kumar,Janata Congress,39.0,Jharkhand,0,12th Pass,2312284,400000,2019
Deepak Kumar Das,Peoples Party of India (Democratic),35.0,Jharkhand,0,12th Pass,0,0,2019
Deepak Kumar Giri,IND,37.0,Jharkhand,0,12th Pass,126000,25000,2019
Deo Kumar Dhan,Jharkhand Party,53.0,Jharkhand,1,Graduate,22679920,2400000,2019
Dhananjay Kumar,IND,35.0,Jharkhand,0,10th Pass,670000,0,2019
Dinesh Mahato,IND,46.0,Jharkhand,2,12th Pass,5871513,29500,2019
Dinesh Oraon,AITC,26.0,Jharkhand,0,12th Pass,0,0,2019
Dinesh Ram,IND,40.0,Jharkhand,1,10th Pass,1750038,0,2019
Dr. Shrilal Kisku,IND,60.0,Jharkhand,0,Graduate Professional,3010115,0,2019
Duleshwar Saw,IND,40.0,Jharkhand,0,8th Pass,13193000,2000000,2019
Dwaraka Prasad Lala,RPI(A),68.0,Jharkhand,1,10th Pass,9641678,403300,2019
Ekus Dhan,IND,65.0,Jharkhand,0,Graduate,0,0,2019
Gautam Kumar,IND,29.0,Jharkhand,1,Graduate,4420000,395000,2019
Geeta Kora,INC,35.0,Jharkhand,1,Post Graduate,25249018,1928508,2019
Ghuran Ram,RJD,51.0,Jharkhand,5,Graduate,15227170,793697,2019
Gopal Prasad Sahu,INC,74.0,Jharkhand,0,Graduate,346174281,21867709,2019
Gopin Soren,CPI(M),56.0,Jharkhand,0,Graduate,0,0,2019
Hari Orawn,Kalinga Sena,46.0,Jharkhand,2,Graduate,2552400,1110385,2019
Heera Lal Shankhvar,AIFB,69.0,Jharkhand,0,Post Graduate,9136000,25000,2019
Hemlal Murmu,BJP,63.0,Jharkhand,0,Graduate,56991946,17588570,2019
Indumati Mundu,BSP,50.0,Jharkhand,0,Graduate,1323000,150000,2019
Jagat Kumar Soni,Bhartiya Azad Sena,35.0,Jharkhand,0,Post Graduate,0,0,2019
Jaidullah Ansari,IND,66.0,Jharkhand,0,Literate,6925000,100000,2019
Jay Prakash Prasad,IND,47.0,Jharkhand,0,12th Pass,5258000,0,2019
Jayant Sinha,BJP,55.0,Jharkhand,0,Post Graduate,770749002,193271437,2019
Jitendra Kumar Barnwal,IND,34.0,Jharkhand,0,12th Pass,1314140,353210,2019
Jitendra Thakur,IND,63.0,Jharkhand,0,Others,0,0,2019
Jogeshwar Thakur,Vishva SHakti Party,41.0,Jharkhand,1,Graduate,4258200,0,2019
Jorawar Ram,IND,69.0,Jharkhand,1,Literate,22700000,0,2019
K. Rangaiah,IND,82.0,Jharkhand,0,Post Graduate,680000,0,2019
K.C.Singh Raj,IND,67.0,Jharkhand,0,Post Graduate,1083000,0,2019
Kali Charan Munda,INC,57.0,Jharkhand,0,12th Pass,0,0,2019
Kalindar Oraon,IND,43.0,Jharkhand,0,12th Pass,1636800,25000,2019
