candidate_name,party,age,state,criminal_cases,education,total_assets,liabilities,year
Dinkar Dattatraya Wadhan,IND,58.0,Maharashtra,1,10th Pass,18785639,2771753,2024
Dinkar Tukaram Sambare,IND,72.0,Maharashtra,0,10th Pass,52665000,0,2024
Dipak Bhimrao Borhade,Samnak Janta Party,40.0,Maharashtra,3,12th Pass,49983127,3666017,2024
Dipak Laxmanrao Maske,Bahujan Maha Party,46.0,Maharashtra,0,12th Pass,0,0,2024
Dipti Ashok Walawalkar,IND,38.0,Maharashtra,0,Graduate,36476,66794,2024
Diwakar Hariji Urade,IND,55.0,Maharashtra,1,Doctorate,7329897,4600000,2024
Dixita Anand,Desh Janhit Party,38.0,Maharashtra,0,Graduate,50000,0,2024
Dnyaneshwar Dagduji Nade,IND,57.0,Maharashtra,1,8th Pass,281784,0,2024
Dnyaneshwar Jagannath Dahibhate,IND,38.0,Maharashtra,0,10th Pass,0,0,2024
Dnyaneshwar Lokhande Maharaj,IND,41.0,Maharashtra,0,10th Pass,23556560,182700,2024
Dnyaneshwar Naganathrao Koli,Samata Party,58.0,Maharashtra,0,10th Pass,4162000,87196,2024
Dnyaneshwar Raosaheb Kapate,IND,32.0,Maharashtra,0,10th Pass,0,0,2024
Dr Abhijeet Wamanrao Awade Bichukale,IND,48.0,Maharashtra,1,Graduate,943111,0,2024
Dr Adv Yashwant Rambhau Kasbe,Bhartiya Jan Vikas Aaghadi,57.0,Maharashtra,0,Post Graduate,0,0,2024
Dr Akash Vhatkar,IND,31.0,Maharashtra,0,Graduate Professional,340030,34458,2024
Dr Arjunkumar Sitaram Rathod,IND,47.0,Maharashtra,2,Doctorate,26208000,50000,2024
Dr Gaffar Ibrahim Sayed,IND,47.0,Maharashtra,0,Graduate Professional,1689584,0,2024
Dr Heena Vijaykumar Gavit,BJP,35.0,Maharashtra,0,Post Graduate,62037025,25495502,2024
Dr Jivan Bhawlal Rajput,IND,42.0,Maharashtra,1,Post Graduate,0,0,2024
Dr Shrikant Eknath Shinde,Shiv Sena,37.0,Maharashtra,0,Post Graduate,149208812,66320443,2024
Dr. Akash Madhukar Jibhakate,IND,26.0,Maharashtra,0,Graduate Professional,775071,0,2024
Dr. Amol Ramsing Kolhe,Nationalist Congress Party – Sharadchandra Pawar,43.0,Maharashtra,0,Graduate Professional,84207251,44971049,2024
Dr. Anwar Shaikh,Vanchit Bahujan Aaghadi,60.0,Maharashtra,2,Doctorate,15270681,7096576,2024
Dr. Arjun Mahadeo Murudkar,Bharatheeya Jawan Kisan Party,77.0,Maharashtra,0,Doctorate,0,0,2024
Dr. B. D. Chavhan,Vanchit Bahujan Aaghadi,61.0,Maharashtra,0,Post Graduate,120105254,48499895,2024
Dr. Balasaheb Arjun Pol,IND,53.0,Maharashtra,4,Graduate Professional,983461,131000,2024
Dr. Bharati Pravin Pawar,BJP,45.0,Maharashtra,1,Graduate Professional,228598164,275000,2024
Dr. Devyani Pandit,IND,58.0,Maharashtra,0,Doctorate,28296888,0,2024
Dr. Govardhan Bhiwaji Khandagale,Bahujan Bharat Party,70.0,Maharashtra,0,Doctorate,0,0,2024
Dr. Hemant Vishnu Savara,BJP,47.0,Maharashtra,0,Graduate Professional,81622050,10776056,2024
Dr. Ishwar Mahadev Yamgar,Bharatiya Lokshakti Party,32.0,Maharashtra,0,Graduate Professional,22500,542699,2024
Dr. Kailash Nivrutti Jadhav,Maharashtra Vikas Aghadi,55.0,Maharashtra,0,Post Graduate,2516350,2666800,2024
Dr. Kalge Shivaji Bandappa,INC,54.0,Maharashtra,0,Graduate Professional,322619499,23891845,2024
Dr. Kirsan Namdeo,INC,65.0,Maharashtra,0,Doctorate,0,0,2024
Dr. Mohan Ramraoji Raikwar,BSP,49.0,Maharashtra,0,Post Graduate,7104667,8313955,2024
Dr. Moreshwar Ramji Nagrale,Republican Party of India,70.0,Maharashtra,0,Doctorate,20620000,2614000,2024
Dr. Piyush K. Saxena,IND,64.0,Maharashtra,0,Doctorate,122866000,0,2024
Dr. Prashant Yadaorao Padole,INC,45.0,Maharashtra,0,Graduate Professional,144668874,22513000,2024
Dr. Sachin Sahebrao Patil,IND,39.0,Maharashtra,0,Graduate Professional,0,0,2024
Dr. Shriram Vitthalrao Khalge,IND,69.0,Maharashtra,1,Others,7911000,2192403,2024
Dr. Siddharth Rajendra Takankar,BSP,43.0,Maharashtra,0,Doctorate,1853000,798655,2024
Dr. Somnath Alias Balasaheb Arjun Pol,IND,53.0,Maharashtra,4,Graduate Professional,1016892,131000,2024
Dr. Sujay Radhakrishna Vikhepatil,BJP,43.0,Maharashtra,0,Post Graduate,291888999,36413209,2024
Dr. Sunil Namdev Patil,National Black Panther Party,49.0,Maharashtra,1,Graduate Professional,0,0,2024
Dr. Sushma Maurya,IND,45.0,Maharashtra,0,Doctorate,17324115,0,2024
Dr. Yogendra Vitthal Kolte,IND,46.0,Maharashtra,1,Post Graduate,150000,0,2024
Eknath Nago Salunke,IND,63.0,Maharashtra,0,Graduate,18015000,312672,2024
Engi. Avinash Harishchandra Dhanawate,Peoples Party of India (Democratic),67.0,Maharashtra,0,Graduate Professional,12091877,0,2024
Er. Baliram Sukhadev More,IND,53.0,Maharashtra,0,Graduate Professional,0,0,2024
Er. Ramchandra Mayappa Ghutukade,New Rashtriya Samaj Party,32.0,Maharashtra,0,Graduate Professional,3882300,0,2024
Er. Sanjay Pandit Bramhane,Vanchit Bahujan Aaghadi,52.0,Maharashtra,0,Others,114031577,25687435,2024
Fahim Shamim Khan,Minorities Democratic Party,38.0,Maharashtra,3,10th Pass,75000,0,2024
Gade Sanjay Kondiba,IND,53.0,Maharashtra,1,12th Pass,4371600,250000,2024
Gaffarkhan Jabbarkhan Pathan,IND,58.0,Maharashtra,0,8th Pass,0,0,2024
Gaikwad Manjusha Sachin,Akhil Bhartiya Parivar Party,30.0,Maharashtra,0,Graduate,570000,1100000,2024
Gaikwad Niloba Changadeo,IND,61.0,Maharashtra,0,Graduate Professional,3963245,0,2024
Gaikwad Varsha Eknath,INC,49.0,Maharashtra,7,Post Graduate,76848656,10160000,2024
Gajanan Dattaramji Dhumal,IND,40.0,Maharashtra,0,Graduate,1075000,0,2024
Gajanan Dhondba Dal,BSP,41.0,Maharashtra,0,Post Graduate,0,0,2024
Gajanan Janardan Dhande,IND,40.0,Maharashtra,0,12th Pass,14172000,113000,2024
Gajanan Tukaram Sonkamble,IND,38.0,Maharashtra,0,Graduate,178627,0,2024
Gajanan Uttam Gawali (Patil),IND,43.0,Maharashtra,0,10th Pass,2405169,0,2024
Galphade Arjun Bhagwanrao,Rashtriya Kisan Bahujan Party,56.0,Maharashtra,1,Graduate,10400000,2900000,2024
Ganesh Balasaheb Boraste,IND,36.0,Maharashtra,1,Others,0,0,2024
Ganesh Nanaji Ramteke,Akhil Bhartiya Parivar Party,46.0,Maharashtra,0,Post Graduate,1765870,0,2024
Gangadhar Haribhau Kolekar,IND,46.0,Maharashtra,1,12th Pass,1503983,0,2024
Gangadhar Rajaram Kadam,IND,62.0,Maharashtra,0,Graduate,9440545,2442736,2024
Garudadri Anand Kumar,Akhil Bhartiya Parivar Party,41.0,Maharashtra,0,Graduate,8865556,6608599,2024
Gautam Alias Ananta Ramdas Ingale,IND,40.0,Maharashtra,0,8th Pass,0,0,2024
Gautam Kisanrao Maghade,BSP,52.0,Maharashtra,0,Graduate,11139500,770000,2024
Gavade Macchindra Radhakisan,IND,67.0,Maharashtra,0,8th Pass,5555000,0,2024
Gawali Pravin Shivaji,Apni Prajahit Party,40.0,Maharashtra,0,8th Pass,100000,300000,2024
Ghazi Saaduddin Zaheer Ahmed,Rashtriya Ulama Council,51.0,Maharashtra,1,12th Pass,11100000,280000,2024
Ghuge Nitin Pundlik,IND,35.0,Maharashtra,0,Graduate,0,0,2024
Girish Prabhakar Shete,IND,52.0,Maharashtra,0,12th Pass,119535515,0,2024
Gitanjali Shashikant Koli,IND,46.0,Maharashtra,0,12th Pass,304550,280000,2024
Gohil Manisha Shivram,IND,43.0,Maharashtra,3,10th Pass,4540800,1252760,2024
Gokul Bapurao Sawase,IND,33.0,Maharashtra,0,10th Pass,896249,378734,2024
Gokul Premdas Chavhan,IND,61.0,Maharashtra,0,12th Pass,0,0,2024
Gonnade Yogesh Namdeorao,BSP,58.0,Maharashtra,0,Post Graduate,44555002,400000,2024
Gopal Yeshvant Jadhav,Bharatheeya Jawan Kisan Party,64.0,Maharashtra,0,Graduate Professional,8080000,0,2024
Gorakh Narayan Ghodke,IND,44.0,Maharashtra,0,5th Pass,110000,0,2024
Goraksh Kasabe,IND,30.0,Maharashtra,0,12th Pass,461262,289733,2024
Gore Netaji Nagnath,Desh Janhit Party,67.0,Maharashtra,1,Graduate Professional,0,0,2024
Govardhan Subrao Nimbalkar,IND,76.0,Maharashtra,0,5th Pass,1236000,0,2024
Govind Bhaiyya Ramrao Deshmukh,IND,41.0,Maharashtra,1,8th Pass,9427435,2700000,2024
Govind Gangaram Herode,IND,76.0,Maharashtra,0,Graduate,41703000,0,2024
Gowardhan Devrao Kumbhare,Viro Ke Vir Indian Party,69.0,Maharashtra,0,Post Graduate,69850253,0,2024
Gowardhan Namdeo Somdeve,IND,68.0,Maharashtra,0,Doctorate,0,0,2024
Gulab Dayaram Bhil,Bharat Adivasi Party,46.0,Maharashtra,0,12th Pass,2112000,300000,2024
Gulab Mohan Barde,Prabuddha Republican Party,64.0,Maharashtra,0,Literate,381000,0,2024
Gunwant Harichandra Somkuwar,Bharatheeya Jawan Kisan Party,59.0,Maharashtra,0,12th Pass,4557500,700000,2024
Gurudas Ramdas Khairnar,IND,61.0,Maharashtra,1,8th Pass,0,0,2024
Hajrat Imamsab Patel,IND,47.0,Maharashtra,0,8th Pass,0,0,2024
Hake Laxman Sopan,IND,46.0,Maharashtra,1,Post Graduate,10511013,4200000,2024
Hanumant Laxman Bondar,IND,37.0,Maharashtra,0,8th Pass,2204000,700000,2024
Hanumant Narayan Mane,IND,66.0,Maharashtra,0,5th Pass,25000,0,2024
Hari Piraji Boyale,Bahujan Bharat Party,49.0,Maharashtra,0,Post Graduate,6432000,0,2024
Haridas Chandar Bhise,Bharatiya Lokvikas Party,41.0,Maharashtra,0,Graduate,0,0,2024
Harishankar Yadav,Samaj Vikas Kranti Party,55.0,Maharashtra,0,10th Pass,5590000,55000,2024
Harising (Haribhau) Nasaru Rathod,BSP,70.0,Maharashtra,0,Graduate,45844956,1500000,2024
Harshad Ramesh Mhatre,IND,38.0,Maharashtra,0,10th Pass,9442500,850000,2024
Harshada Baburav Jadhav,Maharashtra Vikas Aghadi,36.0,Maharashtra,1,Graduate Professional,750000,450000,2024
Harshwardhan Dada Raibhanji Jadhav,IND,46.0,Maharashtra,8,Graduate,0,0,2024
Hayatulah Abdulah Shaikh,Akhil Bharatiya Muslim League (Secular),54.0,Maharashtra,0,5th Pass,50000,0,2024
Hemant Baburav Kolekar Alias Hemant Patil,Apni Prajahit Party,54.0,Maharashtra,1,8th Pass,50595000,900000,2024
Hemant Mansaram Koli,Vanchit Bahujan Aaghadi,39.0,Maharashtra,1,Graduate,935656,0,2024
Hemant Radhakishan Kanake,Rashtriya Kisan Bahujan Party,38.0,Maharashtra,0,Post Graduate,10762000,600000,2024
Hemant Tukaram Godse,Shiv Sena,53.0,Maharashtra,1,Others,0,0,2024
Hidayat Sadekh Ali Syed,IND,48.0,Maharashtra,0,8th Pass,2170000,0,2024
Himmat Bhimrao Dhole,IND,52.0,Maharashtra,0,Graduate Professional,2354395,0,2024
Hindurao Dadu Patil,Rashtriya Maratha Party,73.0,Maharashtra,0,Post Graduate,75000,0,2024
Hitesh Pandurang Madavi,Vanchit Bahujan Aaghadi,41.0,Maharashtra,1,Post Graduate,4560000,1156303,2024
Hruda Dhananjay Shinde,IND,28.0,Maharashtra,0,Graduate Professional,0,0,2024
Imran Iqbal Khatib,Bahujan Mukti Party,42.0,Maharashtra,0,12th Pass,130000,0,2024
Imtiaz Jaleel Syed,All India Majlis-E-Ittehadul Muslimeen,55.0,Maharashtra,5,Post Graduate,43094122,2474000,2024
Indrajeet D Gond,IND,33.0,Maharashtra,0,Graduate,145000,115000,2024
Iqbal Ibrahim Nawdekar,IND,58.0,Maharashtra,0,Graduate,12476583,0,2024
Irfan Abutalib Chand,IND,41.0,Maharashtra,0,Others,0,0,2024
Irfan Ibrahim Shaikh,IND,45.0,Maharashtra,0,10th Pass,1793000,0,2024
Irfan. Mo. Ishak (Nadir),IND,43.0,Maharashtra,0,Post Graduate,70000,0,2024
Ishwar Dayaram More,Sainik Samaj Party,58.0,Maharashtra,2,Graduate Professional,7550443,0,2024
Ishwar Vilas Tathawade,Rashtriya Mahaswaraj Bhumi Party,47.0,Maharashtra,0,Graduate,138758,0,2024
Itwale Sharad Martand,IND,39.0,Maharashtra,0,Graduate,0,0,2024
Jadhav Prataprao Ganpatrao,Shiv Sena,63.0,Maharashtra,2,12th Pass,164260448,1467110,2024
Jadhav Sanjay ( Bandu ) Haribhau,ShivSena (Uddhav Balasaheb Thackeray),57.0,Maharashtra,6,10th Pass,102706523,47495341,2024
Jaeendra Vasant Surve,Bharatheeya Jawan Kisan Party,48.0,Maharashtra,0,Graduate,8442200,0,2024
Jagadish Uddvrao Wankhade,IND,42.0,Maharashtra,0,10th Pass,840000,550000,2024
Jagannath Khanderao Jadhav J K Jadhav,IND,74.0,Maharashtra,6,Doctorate,0,0,2024
Jagannath Kisan Ugale,IND,66.0,Maharashtra,0,Literate,1033000,0,2024
Jagdish Laxman Potre,IND,35.0,Maharashtra,0,Literate,20000,0,2024
Jagtap Dipak Ganpat,IND,47.0,Maharashtra,0,Graduate Professional,5143551,243000,2024
Jahid Ali Nasir Ahmed Shaikh,Aazad Samaj Party (Kanshi Ram),37.0,Maharashtra,0,8th Pass,2729303,0,2024
Jahid Murabtar Ansari,IND,47.0,Maharashtra,10,12th Pass,0,0,2024
Jalamsing Sutum Pawar,IND,53.0,Maharashtra,0,10th Pass,500,0,2024
Jalindar Machindra Thomake,IND,47.0,Maharashtra,1,10th Pass,35710100,300000,2024
Jankar Mahadev Jagannath,Rashtriya Samaj Paksha,55.0,Maharashtra,1,12th Pass,48810358,0,2024
Jankar Swarup Dada,BSP,43.0,Maharashtra,0,Graduate Professional,6972364,3414000,2024
Javed Sikandar Momin,IND,43.0,Maharashtra,0,8th Pass,0,0,2024
Javed Sikandar Mujavar,IND,48.0,Maharashtra,0,10th Pass,54000,332000,2024
Jawed Saleem Syed,Tipu Sultan Party,37.0,Maharashtra,0,8th Pass,140000,0,2024
Jayshri Mahendra Patil,Sainik Samaj Party,45.0,Maharashtra,0,Graduate,15064578,6155757,2024
Jha Subhash Chandra,Sardar Vallabhbhai Patel Party,54.0,Maharashtra,0,Graduate,15120000,1100000,2024
Jitendra Naresh Bhabhe (Jitendra Bhave),IND,54.0,Maharashtra,1,Graduate,0,0,2024
Jitendra Pandurang Patil,IND,30.0,Maharashtra,0,Graduate,0,0,2024
Johnson Vasant Kolhapure,IND,54.0,Maharashtra,0,8th Pass,0,10000,2024
Kadam Prashant Raghunath,Vanchit Bahujan Aaghadi,51.0,Maharashtra,0,12th Pass,7665650,3245,2024
Kadam Suraj Devendra,IND,30.0,Maharashtra,0,Graduate,262000,0,2024
Kaduba Mhatarba Ingle,IND,52.0,Maharashtra,0,12th Pass,0,0,2024
Kailas Baliram Pawar (Naik),Baliraja Party,38.0,Maharashtra,0,12th Pass,100500,0,2024
Kailash Maruti Chavan,Aam Janta Party (India),36.0,Maharashtra,0,Graduate,560948,0,2024
Kaka Fulchand Kamble,IND,31.0,Maharashtra,0,12th Pass,50000,0,2024
Kakasaheb Sandipan Khot,IND,54.0,Maharashtra,0,10th Pass,1467000,30000,2024
Kaliram Bahiru Popalghat,Bhartiya Navjawan Sena (Paksha),72.0,Maharashtra,0,10th Pass,0,0,2024
Kalpana Sanjay Gaikwad,IND,40.0,Maharashtra,0,Post Graduate,10147519,7349805,2024
Kalyan Vaijinathrao Kale,INC,61.0,Maharashtra,2,Others,1329206684,159268881,2024
Kalyani Sujitkumar Waghmode,IND,40.0,Maharashtra,0,Graduate,7388000,1280000,2024
Kamant Machhindra Gunwantrao,Bahujan Bharat Party,64.0,Maharashtra,0,Post Graduate,108336270,15160555,2024
Kamble Maroti Dasharath,IND,51.0,Maharashtra,0,12th Pass,0,0,2024
Kamble Maruti Aparai,IND,47.0,Maharashtra,0,10th Pass,4684000,0,2024
Kamble Milind,Bahujan Samaj Party (Ambedkar),39.0,Maharashtra,0,Graduate,2102792,35000,2024
Kamble Ravindra Tukaram,BSP,37.0,Maharashtra,0,12th Pass,278200,375000,2024
Kamble Shivaji Devaji,IND,54.0,Maharashtra,0,10th Pass,4552000,0,2024
Kamble Trimbak Narayan,Baliraja Party,32.0,Maharashtra,1,8th Pass,0,0,2024
Kamble Trishala,Bahujan Samaj Party (Ambedkar),43.0,Maharashtra,0,12th Pass,2018792,25000,2024
Kamlakar Balasaheb Gaikwad,Dalit Soshit Pichhara Varg Adhikar Dal,59.0,Maharashtra,0,10th Pass,3110400,400000,2024
Kamlesh Dayabhai Vyas,Sardar Vallabhbhai Patel Party,60.0,Maharashtra,0,12th Pass,5270000,0,2024
Kanchan Vinayak Vakhare,New Rashtriya Samaj Party,51.0,Maharashtra,0,12th Pass,40718073,900000,2024
Kanoje Prakash Girdhari,IND,57.0,Maharashtra,0,12th Pass,0,0,2024
Kantilal Kisan Jadhav,Ambedkarite Party of India,32.0,Maharashtra,0,12th Pass,577536,100000,2024
Kapil Jayhind Patil,IND,40.0,Maharashtra,0,8th Pass,2972020,0,2024
Kapil Moreshwar Patil,BJP,63.0,Maharashtra,0,Graduate,498456706,2937827,2024
Karam Hussain Kitabullah Khan,Peace Party,50.0,Maharashtra,0,8th Pass,10964900,0,2024
Karan Balasaheb Patil - Pawar,ShivSena (Uddhav Balasaheb Thackeray),37.0,Maharashtra,0,Graduate,0,0,2024
Karan Pandharinath Gaikar,Vanchit Bahujan Aaghadi,36.0,Maharashtra,3,12th Pass,18097033,1286000,2024
Karan Pawar,IND,26.0,Maharashtra,0,8th Pass,70300,0,2024
Karan Suresh Sayam,IND,60.0,Maharashtra,0,Others,165044,0,2024
Karbhari Kundlik Mithe,IND,36.0,Maharashtra,0,Graduate Professional,770335,270000,2024
Kartik Gendlalji Doke,IND,44.0,Maharashtra,0,12th Pass,0,0,2024
Karuna Dhananjay Munde,Swarajya Shakti Sena,45.0,Maharashtra,1,Others,99576064,6400000,2024
Kashinath Kisan Deokate,IND,63.0,Maharashtra,2,Graduate Professional,214580929,0,2024
Kashinath Vishwanath Dhamode,BSP,56.0,Maharashtra,0,Graduate,2605002,1250000,2024
Kaspate Ganesh Vyankatrao,IND,33.0,Maharashtra,0,Post Graduate,77534,0,2024
Kausar Sultana,Indian National League,48.0,Maharashtra,0,10th Pass,0,0,2024
Khade Bajirao Nanaso,IND,51.0,Maharashtra,1,Post Graduate,41785290,8069035,2024
Khadse Raksha Nikhil,BJP,36.0,Maharashtra,0,Graduate,182117790,7736381,2024
Khajasab Rasulsab Mulla,IND,47.0,Maharashtra,0,Graduate,25000,0,2024
Khajekar Vijayrao Govindrao,IND,53.0,Maharashtra,0,Graduate Professional,8541837,0,2024
Khan Abbas Ahmed,Bahujan Maha Party,34.0,Maharashtra,0,Post Graduate,0,0,2024
Khan Mohd Akaram Abdul Hanan,All India Majlis-E-Ittehadul Muslimeen,48.0,Maharashtra,1,12th Pass,32809005,0,2024
Kharat Nachiket Raghunath,IND,35.0,Maharashtra,0,Post Graduate,2263440,1000000,2024
Kharat Sandip Janaradhan,IND,44.0,Maharashtra,0,12th Pass,30000,0,2024
Kiran Laxman Raykar,IND,34.0,Maharashtra,0,10th Pass,1082000,723000,2024
Kiran Tanaji Sathe,IND,38.0,Maharashtra,1,12th Pass,0,0,2024
Kishor Ambadas Dagale,Ambedkarite Party of India,42.0,Maharashtra,0,Post Graduate,74000,0,2024
Kishor Baba Pavar,IND,68.0,Maharashtra,0,Literate,9110769,0,2024
Kishor Bhimrao Labade,IND,42.0,Maharashtra,0,8th Pass,0,0,2024
Kishor Dnyaneshwar Tayde,IND,41.0,Maharashtra,0,10th Pass,1440000,0,2024
Kishore Radhakishan Dhage,IND,41.0,Maharashtra,6,Graduate,0,0,2024
Kishore Uttamrao Gajbhiye,IND,66.0,Maharashtra,0,Post Graduate,42255909,300000,2024
Kishorkumar Prakash Shinde,IND,33.0,Maharashtra,0,Graduate,280000,0,2024
Kivinsuka Virendra Suryavanshi,Desh Janhit Party,43.0,Maharashtra,0,12th Pass,0,0,2024
Kodape Vilas Shamarao,IND,67.0,Maharashtra,0,12th Pass,2878000,50000,2024
Kogale Sandeep Bhairavnath,Desh Janhit Party,38.0,Maharashtra,0,Post Graduate,0,0,2024
Kolappa Hanumant Dhotre,IND,59.0,Maharashtra,0,10th Pass,2774533,0,2024
Koli Mangesh Padmakar,IND,42.0,Maharashtra,0,10th Pass,10117620,4200000,2024
Komalbai Bapurao Patil,IND,42.0,Maharashtra,1,10th Pass,3605971,0,2024
Korde Sureshrao Dinkar,IND,66.0,Maharashtra,2,10th Pass,18583196,0,2024
Kothari Ravindra Lilachand,Rashtriya Janmanch (Secular),57.0,Maharashtra,0,Graduate,0,0,2024
Krishna Nagnath Bhise,IND,39.0,Maharashtra,0,Others,1213310,540000,2024
Krushna Annaji Kalode,Hindrashtra Sangh,68.0,Maharashtra,0,12th Pass,10822765,8966400,2024
Krushna Hanmant Desai,IND,55.0,Maharashtra,0,12th Pass,1206103,130000,2024
Krushna Subhashrao Fulkari,Lok Swarajya Party,27.0,Maharashtra,0,10th Pass,100000,0,2024
Krushna Trimbakrao Pawar,IND,35.0,Maharashtra,0,Post Graduate,0,0,2024
Krushnabai Dipak Chougale,IND,36.0,Maharashtra,0,Graduate,2050000,0,2024
Kudartulla Adam Latif,IND,50.0,Maharashtra,0,Graduate,3606500,300000,2024
Kumar Chandrakant Londhe,Baliraja Party,41.0,Maharashtra,1,Others,5333000,1845000,2024
Kumbhalkar Sanjay Bhaiyy,BSP,52.0,Maharashtra,4,12th Pass,53565000,0,2024
Kumudini Ravindra Chavan,Vanchit Bahujan Aaghadi,49.0,Maharashtra,1,Post Graduate,0,0,2024
Kurban Shahadat Husain,Rashtriya Ulama Council,39.0,Maharashtra,0,Others,7188000,0,2024
Lakhan Rajaram Kamble,Rashtriy Bahujan Party,33.0,Maharashtra,0,12th Pass,3517000,0,2024
Lalit (Banti) Sharma,IND,39.0,Maharashtra,1,10th Pass,3057563,0,2024
Larokar Suresh Pundlik,IND,51.0,Maharashtra,0,12th Pass,46036405,1600000,2024
Latif Jabbar Khan,IND,53.0,Maharashtra,0,10th Pass,0,0,2024
Laxman Nagorao Patil,IND,35.0,Maharashtra,0,8th Pass,500,0,2024
Laxman Ram Kumbhar,Dalit Soshit Pichhara Varg Adhikar Dal,40.0,Maharashtra,0,12th Pass,3348292,1012529,2024
Laxman Yellppa Kurade,IND,56.0,Maharashtra,0,Literate,30000,0,2024
Laxmibai Bajirao More,IND,47.0,Maharashtra,0,Literate,86000,0,2024
Lokhande Sadashiv Kisan,Shiv Sena,62.0,Maharashtra,0,10th Pass,0,0,2024
Machhindra Sheshrav Maghade,Socialist Party (India),28.0,Maharashtra,0,10th Pass,931000,1270000,2024
Madan Kanifnath Sonvane,Right to Recall Party,34.0,Maharashtra,0,Post Graduate,30548,0,2024
Madhavitai Naresh Joshi,Vanchit Bahujan Aaghadi,37.0,Maharashtra,0,Others,55614457,0,2024
Madhavrao Sakharam Bansode,Bahujan Republican Socialist Party,55.0,Maharashtra,0,12th Pass,353200,0,2024
Madhukar Damodar Thorat,IND,55.0,Maharashtra,0,8th Pass,0,0,2024
Madhuri Raju Jadhav,IND,41.0,Maharashtra,0,8th Pass,830000,0,2024
Mahadev Sahebrao Khengare - Patil,Bhartiya Navjawan Sena (Paksha),70.0,Maharashtra,0,5th Pass,30000,0,2024
Mahammad Mubarak Daraveshi,IND,44.0,Maharashtra,0,8th Pass,1555570,0,2024
Maharudra Keshav Poplaitkar,IND,33.0,Maharashtra,0,12th Pass,4998676,0,2024
Mahasiddha Tukaram Gaikwad,IND,32.0,Maharashtra,0,5th Pass,0,0,2024
Mahendra Devram Koli,IND,32.0,Maharashtra,0,8th Pass,500000,500000,2024
Mahesh Dashrath Mhaske,IND,38.0,Maharashtra,0,Others,160000,0,2024
Mahesh Kailas Napte,IND,27.0,Maharashtra,1,Graduate Professional,25700000,972779,2024
Mahesh Sitaram Bhagwat,IND,52.0,Maharashtra,0,Graduate,133338712,32818792,2024
Mahesh Thakur,Dharmarajya Paksha,54.0,Maharashtra,0,8th Pass,0,0,2024
Mahesh Yashwant Kharade,Swabhimani Paksha,48.0,Maharashtra,7,Post Graduate,6717998,0,2024
Malay Prakash Patil,IND,34.0,Maharashtra,0,Graduate,2250000,260000,2024
Mallikarjun Saybanna Pujari,IND,53.0,Maharashtra,2,Literate,6001100,4750000,2024
Mamta Alias Mumtaj Bhikari Tadvi,IND,44.0,Maharashtra,0,10th Pass,4898061,1000000,2024
Mane Arvind Bhiva,Bhartiya Rashtriya Dal,57.0,Maharashtra,0,12th Pass,0,0,2024
Mane Arvind Bhiva,IND,57.0,Maharashtra,0,12th Pass,3840600,2000000,2024
Mangesh Jaysingh Patil,IND,48.0,Maharashtra,0,12th Pass,132456,90000,2024
Mangesh Sanjay Sable,IND,26.0,Maharashtra,6,Graduate,2377000,1090000,2024
Manisha Kharat,Bahujan Maha Party,41.0,Maharashtra,2,Graduate,1975000,1500000,2024
Manisha Santosh Gondhale,IND,46.0,Maharashtra,0,8th Pass,0,0,2024
Mankar Dnyaneshwar Kashirao,IND,62.0,Maharashtra,0,10th Pass,4549868,440419,2024
Manohar Anandrao Patil,IND,62.0,Maharashtra,0,12th Pass,1025000,40000,2024
Manohar Krushnaji Kurhade,IND,59.0,Maharashtra,0,Post Graduate,200000,0,2024
Manohar Mahadu Wadekar,IND,52.0,Maharashtra,1,5th Pass,9668000,1000000,2024
Manohar Pradip Satpute,IND,33.0,Maharashtra,0,Graduate,0,0,2024
Manoj Balasaheb Rasal,IND,29.0,Maharashtra,0,12th Pass,150000,520000,2024
Manoj Bhaskar Garbade,IND,37.0,Maharashtra,1,12th Pass,699742,116553,2024
Manoj Govar Ture,IND,40.0,Maharashtra,0,5th Pass,2765020,0,2024
Manoj Laxman Vetal,Bhim Sena,40.0,Maharashtra,0,8th Pass,20000,0,2024
Manoj Mahadeorao Gedam,IND,45.0,Maharashtra,0,10th Pass,0,0,2024
Manoj Neminath Kolte,IND,40.0,Maharashtra,0,12th Pass,4875417,1875000,2024
Manoj Shravan Nayak,Right to Recall Party,49.0,Maharashtra,0,10th Pass,4107100,0,2024
Manoj Vinayakrao Ghodkay,IND,51.0,Maharashtra,0,Graduate Professional,13205481,1800000,2024
Maroti Gulabrao Uike,Gondvana Gantantra Party,55.0,Maharashtra,0,10th Pass,16200000,2300000,2024
Maruti Dhondiram Jankar,IND,47.0,Maharashtra,0,12th Pass,0,0,2024
Maruti Ramachandra Joshi,Vanchit Bahujan Aaghadi,78.0,Maharashtra,0,8th Pass,1483520,0,2024
Mateen Ahmed Rangrej,IND,55.0,Maharashtra,0,10th Pass,2677000,0,2024
Meena Kishor Bhad,IND,37.0,Maharashtra,0,Graduate,450806,50000,2024
Meenasing Avdheshsing Sing,IND,59.0,Maharashtra,0,10th Pass,10510000,10804,2024
Mihir Chandrakant Kotecha,BJP,49.0,Maharashtra,0,12th Pass,0,0,2024
Milind Kashinath Kamble,IND,39.0,Maharashtra,0,Graduate,2102792,35000,2024
Milind Pralhad Dahiwale,IND,44.0,Maharashtra,0,12th Pass,3641096,3037092,2024
