Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,State
Vikar Ahmad,IND,0,Literate,43,"Rs 32,15,000  ~ 32 Lacs+",Rs 0  ~,Tripura
Vikas Tripathi,Bhartiya Lok Seva Dal,0,Illiterate,40,"Rs 11,41,980  ~ 11 Lacs+",Rs 0  ~,Tripura
Vinay Kumar,Aapki Apni Party (Peoples),0,Graduate Professional,37,"Rs 13,65,000  ~ 13 Lacs+","Rs 5,60,300  ~ 5 Lacs+",Tripura
Vineet,IND,0,12th Pass,25,"Rs 1,09,616  ~ 1 Lacs+",Rs 0  ~,Tripura
Vinod,Hindusthan Nirman Dal,0,Post Graduate,42,,,Tripura
Vinod,Suheldev Bhartiya Samaj Party,3,12th Pass,51,"Rs 6,79,39,301  ~ 6 Crore+",Rs 0  ~,Tripura
Vinod Kumar,Andaman & Nicobar Janta Party,0,Graduate,32,"Rs 40,09,970  ~ 40 Lacs+",Rs 0  ~,Tripura
Vinod Kumar,IND,0,Post Graduate,61,"Rs 54,08,000  ~ 54 Lacs+",Rs 0  ~,Tripura
Vinod Kumar,Aam Janta Party (India),0,8th Pass,36,"Rs 31,76,312  ~ 31 Lacs+",Rs 0  ~,Tripura
Vinod Kumar Alias Pandit Singh,SP,4,12th Pass,52,,,Tripura
Vinod Kumar Nagar,Rashtriya Bharatiya Jan Jan Party,1,Post Graduate,38,"Rs 5,15,000  ~ 5 Lacs+","Rs 2,00,000  ~ 2 Lacs+",Tripura
Vinod Kumar Rajbhar,Suheldev Bhartiya Samaj Party,0,12th Pass,42,"Rs 20,26,650  ~ 20 Lacs+",Rs 0  ~,Tripura
Vinod Kumar Singh,IND,2,Graduate Professional,39,"Rs 78,13,228  ~ 78 Lacs+","Rs 3,00,000  ~ 3 Lacs+",Tripura
Vinod Kumar Sonkar,BJP,4,Graduate,49,"Rs 5,93,36,113  ~ 5 Crore+","Rs 2,07,30,086  ~ 2 Crore+",Tripura
Vinod Sharma,All Indian Rajiv Congress Party,0,12th Pass,46,,,Tripura
Vipin Kumar Mishra,Bhartiya Shakti Chetna Party,0,12th Pass,30,"Rs 22,42,420  ~ 22 Lacs+","Rs 4,15,000  ~ 4 Lacs+",Tripura
Vipin Yadav,IND,0,Graduate,30,"Rs 89,000  ~ 89 Thou+",Rs 0  ~,Tripura
Vipnesh Shukla,CPI,0,Graduate Professional,68,"Rs 94,70,000  ~ 94 Lacs+",Rs 0  ~,Tripura
Virendra,IND,0,Literate,40,"Rs 13,40,000  ~ 13 Lacs+",Rs 0  ~,Tripura
Virendra Kumar,INC,0,Graduate,46,,,Tripura
Virendra Kumar,IND,0,12th Pass,53,"Rs 1,47,76,311  ~ 1 Crore+","Rs 10,000  ~ 10 Thou+",Tripura
Virendra Singh,BJP,2,Graduate,62,"Rs 2,44,98,319  ~ 2 Crore+",Rs 0  ~,Tripura
Vishok Kumar Vishwakarma,Nationalist Janshakti Party,0,12th Pass,47,"Rs 8,57,517  ~ 8 Lacs+",Rs 0  ~,Tripura
Vishram,IND,0,12th Pass,40,"Rs 22,02,599  ~ 22 Lacs+",Rs 0  ~,Tripura
Wajid,Aam Janta Party (India),0,Graduate,52,,,Tripura
Yajpal Singh Rathi,IND,0,10th Pass,62,"Rs 1,16,81,000  ~ 1 Crore+",Rs 0  ~,Tripura
Yashwant Singh,BJP,0,Post Graduate,56,"Rs 6,63,52,887  ~ 6 Crore+","Rs 9,00,000  ~ 9 Lacs+",Tripura
Yatendra Singh,Bahujan Samyak Party (Mission),0,Literate,50,"Rs 1,95,86,551  ~ 1 Crore+","Rs 11,74,000  ~ 11 Lacs+",Tripura
Yogesh Dahiya,AAP,5,Graduate,50,"Rs 14,95,41,616  ~ 14 Crore+","Rs 11,41,161  ~ 11 Lacs+",Tripura
Yogesh Kumar,Rashtriya Mazdoor Ekta Party,0,12th Pass,45,,,Tripura
Yogesh Shukla,INC,1,12th Pass,49,"Rs 42,00,199  ~ 42 Lacs+",Rs 0  ~,Tripura
Yogesh Verma,BSP,28,12th Pass,50,"Rs 4,73,37,130  ~ 4 Crore+","Rs 86,09,902  ~ 86 Lacs+",Tripura
Zafar Ali Naqvi,INC,0,Graduate Professional,71,"Rs 89,36,547  ~ 89 Lacs+","Rs 10,61,456  ~ 10 Lacs+",Tripura
Ashok Kumar Pandey,IND,2,Post Graduate,35,"Rs 10,92,000  ~ 10 Lacs+",Rs 0  ~,Tripura
Ashok Paswan,Sabhi Jan Party,0,Post Graduate,42,"Rs 1,90,41,563  ~ 1 Crore+",Rs 0  ~,Tripura
Ashok Pratap Maurya,Aajad Bharat Party (Democratic),2,Post Graduate,53,"Rs 43,55,882  ~ 43 Lacs+","Rs 2,90,000  ~ 2 Lacs+",Tripura
Ashok Sharma,Subhashwadi Bhartiya Samajwadi Party,0,Post Graduate,62,"Rs 1,17,21,492  ~ 1 Crore+",Rs 0  ~,Tripura
Ashok Tripathi,BSP,1,Graduate,45,,,Tripura
Ashutosh,Moulik Adhikar Party,0,Post Graduate,47,"Rs 1,18,17,408  ~ 1 Crore+",Rs 0  ~,Tripura
Ashutosh Kumar Pandey,Mera Adhikaar Rashtriya Dal,0,Graduate,38,"Rs 1,36,839  ~ 1 Lacs+","Rs 1,31,000  ~ 1 Lacs+",Tripura
Asif Khan,Bhartiya Kisan Party,0,10th Pass,40,"Rs 76,90,000  ~ 76 Lacs+",Rs 0  ~,Tripura
Asman Datt Mishra,Bharat Prabhat Party,0,12th Pass,55,"Rs 68,69,702  ~ 68 Lacs+","Rs 2,00,000  ~ 2 Lacs+",Tripura
Atar Singh,Rashtriya Shoshit Samaj Party,0,Post Graduate,59,,,Tripura
Ateek Ahmad,IND,59,8th Pass,54,"Rs 25,50,20,529  ~ 25 Crore+",Rs 0  ~,Tripura
Atul Kumar,IND,0,Graduate,46,"Rs 1,83,30,769  ~ 1 Crore+","Rs 10,38,000  ~ 10 Lacs+",Tripura
Atul Kumar Dwivedi,Lok Gathbandhan Party,0,Graduate Professional,35,"Rs 4,52,09,588  ~ 4 Crore+","Rs 7,54,229  ~ 7 Lacs+",Tripura
Atul Kumar Singh,BSP,13,Graduate,36,"Rs 6,65,36,025  ~ 6 Crore+","Rs 34,54,591  ~ 34 Lacs+",Tripura
Atul Kumar Singh,CPI,0,Graduate Professional,64,,,Tripura
Avdhesh Kumar,IND,0,Post Graduate,46,"Rs 9,11,651  ~ 9 Lacs+",Rs 0  ~,Tripura
Avinash Chandra Jain,IND,0,Graduate,69,"Rs 1,60,39,898  ~ 1 Crore+",Rs 0  ~,Tripura
Awadhesh Kumar Singh,Shane Hind Fourm,0,Doctorate,63,"Rs 12,45,54,884  ~ 12 Crore+","Rs 41,90,656  ~ 41 Lacs+",Tripura
Ayodhya,Bharat Prabhat Party,0,Post Graduate,38,"Rs 22,81,000  ~ 22 Lacs+",Rs 0  ~,Tripura
Babloo Ram,Bharatiya Sarvodaya Kranti Party,0,10th Pass,47,,,Tripura
Babu Lal,IND,0,Graduate,63,"Rs 50,15,863  ~ 50 Lacs+",Rs 0  ~,Tripura
Bachacha Lal,Bhartiya Shakti Chetna Party,0,8th Pass,41,"Rs 81,500  ~ 81 Thou+",Rs 0  ~,Tripura
Bal Krishna,INC,2,Post Graduate,70,"Rs 1,11,58,421  ~ 1 Crore+","Rs 6,73,100  ~ 6 Lacs+",Tripura
Balbir Singh Chandel,SHS,0,Graduate Professional,68,"Rs 66,63,67,383  ~ 66 Crore+",Rs 0  ~,Tripura
Baljeet Kaur,Hindusthan Nirman Dal,0,Literate,33,,,Tripura
Balkumar Patel,INC,8,12th Pass,59,"Rs 4,32,32,650  ~ 4 Crore+","Rs 1,38,68,284  ~ 1 Crore+",Tripura
Balmukund,IND,0,Graduate,26,"Rs 3,15,398  ~ 3 Lacs+","Rs 94,873  ~ 94 Thou+",Tripura
Bandana Gupta,Bhartiya Shakti Chetna Party,0,10th Pass,37,"Rs 17,000  ~ 17 Thou+",Rs 0  ~,Tripura
Banshi Singh,INC,3,10th Pass,58,"Rs 1,33,24,200  ~ 1 Crore+","Rs 3,60,000  ~ 3 Lacs+",Tripura
Bas Deo Maurya,CPI(ML) Red Star,0,Graduate Professional,57,,,Tripura
Beerendra Kanaujiya,Hindusthan Nirman Dal,0,Graduate,27,"Rs 10,00,000  ~ 10 Lacs+",Rs 0  ~,Tripura
Beni Prasad,IND,0,Graduate,61,"Rs 3,00,000  ~ 3 Lacs+",Rs 0  ~,Tripura
Bhagwandas,IND,0,8th Pass,51,"Rs 18,15,569  ~ 18 Lacs+",Rs 0  ~,Tripura
Bhagwandeen,IND,0,8th Pass,57,"Rs 10,31,000  ~ 10 Lacs+",Rs 0  ~,Tripura
Bhagwat Saran Gangwar,SP,2,12th Pass,63,,,Tripura
Bhagwati Prasad Choudhary,INC,0,Graduate Professional,64,"Rs 2,61,46,670  ~ 2 Crore+","Rs 41,05,250  ~ 41 Lacs+",Tripura
Bhai Lal,SP,1,8th Pass,67,"Rs 2,08,13,273  ~ 2 Crore+","Rs 6,40,631  ~ 6 Lacs+",Tripura
Bhaiya Lal,IND,0,10th Pass,46,"Rs 20,500  ~ 20 Thou+",Rs 0  ~,Tripura
Bhal Chandra Yadav,INC,2,Graduate,60,"Rs 1,53,41,651  ~ 1 Crore+","Rs 1,00,68,345  ~ 1 Crore+",Tripura
Bhanu Prakash Pandey,CPI,0,Doctorate,57,,,Tripura
Bhanu Pratap Singh,BJP,1,Post Graduate,60,"Rs 1,06,99,516  ~ 1 Crore+","Rs 12,265  ~ 12 Thou+",Tripura
Bharat,Janta Raj Party,0,12th Pass,49,"Rs 1,02,15,600  ~ 1 Crore+","Rs 1,50,000  ~ 1 Lacs+",Tripura
Bharat Singh,Rashtriya Kranti Party,1,Graduate,58,"Rs 15,50,000  ~ 15 Lacs+","Rs 1,90,000  ~ 1 Lacs+",Tripura
Bhawani Singh,AAP,0,Illiterate,46,"Rs 26,78,730  ~ 26 Lacs+",Rs 0  ~,Tripura
Bhishm Jeet Singh,Fauji Janta Party,0,Others,25,,,Tripura
Bhishma Shankar,BSP,0,12th Pass,54,"Rs 14,25,35,633  ~ 14 Crore+",Rs 0  ~,Tripura
Bhoj Raj,Swatantra Jantaraj Party,0,Post Graduate,63,"Rs 62,45,326  ~ 62 Lacs+",Rs 0  ~,Tripura
Bhola Singh,BJP,1,Graduate,42,"Rs 1,87,28,861  ~ 1 Crore+",Rs 0  ~,Tripura
Bholanath (B.P. Saroj),BJP,0,Graduate,58,"Rs 25,90,27,394  ~ 25 Crore+","Rs 1,11,94,163  ~ 1 Crore+",Tripura
Bhupendra Kumar,Rashtriya Shoshit Samaj Party,0,12th Pass,31,,,Tripura
Bijendra Singh,INC,4,Graduate,62,"Rs 1,28,63,000  ~ 1 Crore+","Rs 42,73,034  ~ 42 Lacs+",Tripura
Birja,Peace Party,0,Literate,46,"Rs 12,40,000  ~ 12 Lacs+",Rs 0  ~,Tripura
Brahm Swaroop Sagar,INC,0,Graduate,47,"Rs 5,22,49,560  ~ 5 Crore+","Rs 21,59,156  ~ 21 Lacs+",Tripura
Brajlal Khabri,INC,0,Post Graduate,56,"Rs 3,54,24,896  ~ 3 Crore+","Rs 43,43,988  ~ 43 Lacs+",Tripura
Brij Bhushan Sharan Singh,BJP,4,Graduate Professional,62,,,Tripura
Brijendra Dutt Triptahi,Adarshwaadi Congress Party,0,Post Graduate,45,"Rs 2,48,729  ~ 2 Lacs+",Rs 0  ~,Tripura
Brijendra Kumar Verma,Kisan Mazdoor Sangharsh Party,0,Post Graduate,35,"Rs 25,13,400  ~ 25 Lacs+","Rs 5,00,000  ~ 5 Lacs+",Tripura
Brijendra Mani Tripathi,IND,1,Graduate,51,"Rs 83,67,500  ~ 83 Lacs+",Rs 0  ~,Tripura
Brijesh Kumar,Janhit Kisan Party,0,Literate,46,"Rs 1,67,00,000  ~ 1 Crore+","Rs 18,00,000  ~ 18 Lacs+",Tripura
Brijesh Kumar,RPI,0,12th Pass,40,,,Tripura
Brijesh Kumar,Suheldev Bhartiya Samaj Party,0,12th Pass,29,"Rs 19,81,152  ~ 19 Lacs+",Rs 0  ~,Tripura
Brijpal Singh,Hindusthan Nirman Dal,0,Post Graduate,44,"Rs 12,21,393  ~ 12 Lacs+","Rs 2,38,684  ~ 2 Lacs+",Tripura
Budhi Ram,IND,0,Graduate,59,"Rs 58,55,000  ~ 58 Lacs+","Rs 4,00,000  ~ 4 Lacs+",Tripura
Byasmuni,Kanshiram Bahujan Dal,0,Post Graduate,35,"Rs 1,94,939  ~ 1 Lacs+",Rs 0  ~,Tripura
C.L. Verma,BSP,1,Post Graduate,49,,,Tripura
Chakrapan5,Jan Adesh Akshuni Sena,0,12th Pass,32,"Rs 43,91,000  ~ 43 Lacs+",Rs 0  ~,Tripura
Chanchal Kumar,Rashtriya Samaj Paksha,0,Post Graduate,27,"Rs 12,19,255  ~ 12 Lacs+",Rs 0  ~,Tripura
Chandan Kumar Yadav,Rashtriya Ulama Council,2,Graduate,31,"Rs 3,06,073  ~ 3 Lacs+",Rs 0  ~,Tripura
Chandra Bhadra Singh,BSP,6,Post Graduate,43,"Rs 10,60,96,052  ~ 10 Crore+",Rs 0  ~,Tripura
Chandra Bhan Sankhwar,Rashtriya Janmat Party,0,Graduate Professional,56,,,Tripura
Chandra Mani Pandey,IND,0,Post Graduate,39,"Rs 1,50,77,000  ~ 1 Crore+",Rs 0  ~,Tripura
Chandra Prakash Pandey,Naitik Party,0,12th Pass,Unknown,"Rs 1,53,000  ~ 1 Lacs+",Rs 0  ~,Tripura
Chandradev Ram Yadav,BSP,3,Post Graduate,66,"Rs 1,72,97,000  ~ 1 Crore+","Rs 20,00,000  ~ 20 Lacs+",Tripura
Chandrash,INC,0,Post Graduate,37,"Rs 6,40,76,173  ~ 6 Crore+","Rs 2,44,38,446  ~ 2 Crore+",Tripura
Chandrashekhar,Bharat Prabhat Party,0,Post Graduate,48,,,Tripura
Chandrika Prasad,IND,0,Graduate,44,"Rs 11,84,298  ~ 11 Lacs+","Rs 40,804  ~ 40 Thou+",Tripura
Charan Singh,IND,0,12th Pass,56,"Rs 22,10,000  ~ 22 Lacs+",Rs 0  ~,Tripura
Charan Singh,IND,0,Post Graduate,44,"Rs 7,30,000  ~ 7 Lacs+",Rs 0  ~,Tripura
Chattar Alias Chatrapal Singh Nishad,Bahujan Mukti Party,0,Not Given,48,"Rs 34,000  ~ 34 Thou+",Rs 0  ~,Tripura
Chaudhary Basheer,IND,10,8th Pass,42,,,Tripura
Chaudhary Mohkam,Pragatishil Samajwadi Party (Lohia),2,10th Pass,56,"Rs 66,000  ~ 66 Thou+",Rs 0  ~,Tripura
Chedi Lal,Bharat Prabhat Party,0,12th Pass,58,"Rs 1,34,16,835  ~ 1 Crore+",Rs 0  ~,Tripura
Chheddu,IND,0,Literate,Unknown,"Rs 26,000  ~ 26 Thou+",Rs 0  ~,Tripura
Chhotelal,IND,0,Post Graduate,55,"Rs 13,56,000  ~ 13 Lacs+",Rs 0  ~,Tripura
Chhotelal,Pragatishil Samajwadi Party (Lohia),0,12th Pass,37,,,Tripura
Chotte Lal,IND,0,5th Pass,65,"Rs 4,80,000  ~ 4 Lacs+",Rs 0  ~,Tripura
Com. Ashok Kumar Kharwar,SUCI(C),0,Literate,60,"Rs 22,97,800  ~ 22 Lacs+",Rs 0  ~,Tripura
Daddan Mishra,BJP,0,Post Graduate,52,"Rs 2,87,88,083  ~ 2 Crore+","Rs 1,55,755  ~ 1 Lacs+",Tripura
Dakkhini Prasad Kushwaha,Rashtriya Garib Dal,0,Graduate,68,"Rs 2,07,23,709  ~ 2 Crore+",Rs 0  ~,Tripura
Dalveer Singh,IND,0,Graduate,26,,,Tripura
Dasharath,Prithviraj Janshakti Party,0,12th Pass,51,"Rs 11,41,332  ~ 11 Lacs+",Rs 0  ~,Tripura
Davender,Aapki Apni Party (Peoples),0,10th Pass,38,"Rs 12,64,900  ~ 12 Lacs+","Rs 5,50,000  ~ 5 Lacs+",Tripura
Dayaram,Aapki Apni Party (Peoples),0,10th Pass,42,"Rs 1,06,300  ~ 1 Lacs+","Rs 21,400  ~ 21 Thou+",Tripura
Deepak Chaudhary,Pragatishil Samajwadi Party (Lohia),1,Graduate,30,"Rs 3,17,18,690  ~ 3 Crore+",Rs 0  ~,Tripura
Deepak Chaurasa,Janhit Kisan Party,0,12th Pass,51,,,Tripura
Deepak Kumar,IND,0,8th Pass,32,"Rs 1,98,000  ~ 1 Lacs+",Rs 0  ~,Tripura
Deo Vrat Mishra,INC,0,Graduate Professional,48,"Rs 51,09,60,626  ~ 51 Crore+","Rs 1,25,12,381  ~ 1 Crore+",Tripura
Dev Narayan Singh,Peoples Party of India (Democratic),0,Post Graduate,59,"Rs 2,23,46,301  ~ 2 Crore+","Rs 6,00,000  ~ 6 Lacs+",Tripura
Dhananjay Sharma,Pragatishil Samajwadi Party (Lohia),0,Graduate,46,"Rs 13,13,579  ~ 13 Lacs+","Rs 45,680  ~ 45 Thou+",Tripura
Dhani Ram Chaudhri,Rashtriya Jansambhavna Party,0,Illiterate,29,,,Tripura
Dharmendra,SHS,0,Post Graduate,36,"Rs 7,63,881  ~ 7 Lacs+",Rs 0  ~,Tripura
Dharmendra,BHARTIYA JANTA DAL,0,Graduate Professional,38,"Rs 9,72,498  ~ 9 Lacs+",Rs 0  ~,Tripura
Dharmendra Kumar,BJP,0,10th Pass,50,"Rs 2,17,66,502  ~ 2 Crore+","Rs 33,24,300  ~ 33 Lacs+",Tripura
Dharmendra Yadav,SP,3,Post Graduate,40,"Rs 11,86,88,322  ~ 11 Crore+","Rs 2,65,10,293  ~ 2 Crore+",Tripura
Dharmvir Balmiki,Bhartiya Bhaichara Party,0,12th Pass,27,,,Tripura
Dhirendra Pratap Singh,INC,8,Post Graduate,54,"Rs 11,04,55,296  ~ 11 Crore+","Rs 16,71,408  ~ 16 Lacs+",Tripura
Dhurv Lal,IND,0,8th Pass,60,"Rs 17,55,324  ~ 17 Lacs+",Rs 0  ~,Tripura
Dileep Sharma,Peace Party,0,Graduate Professional,36,"Rs 4,61,000  ~ 4 Lacs+",Rs 0  ~,Tripura
Dileram,Bhartiya Harit Party,0,12th Pass,58,"Rs 1,09,64,441  ~ 1 Crore+","Rs 5,84,000  ~ 5 Lacs+",Tripura
Dilip Singh,BSP,0,Graduate,42,,,Tripura
Dilshad Ahmed,IND,0,8th Pass,38,"Rs 5,58,566  ~ 5 Lacs+","Rs 3,97,848  ~ 3 Lacs+",Tripura
Dilshad Ahmed Siddique,Swatantra Jantaraj Party,0,Post Graduate,39,"Rs 1,69,000  ~ 1 Lacs+",Rs 0  ~,Tripura
Dimple Yadav,SP,0,Graduate,41,"Rs 37,78,59,166  ~ 37 Crore+","Rs 28,53,000  ~ 28 Lacs+",Tripura
Dinesh Kumar,Hindusthan Nirman Dal,0,12th Pass,34,"Rs 43,20,000  ~ 43 Lacs+",Rs 0  ~,Tripura
Dinesh Kumar Gautam,Bhartiya Anarakshit Party,0,Post Graduate,53,,,Tripura
Dinesh Kumar Pal,Rashtriya Samaj Paksha,0,Graduate,34,"Rs 6,95,000  ~ 6 Lacs+",Rs 0  ~,Tripura
Dinesh Lal Yadav Nirahua,BJP,1,12th Pass,40,"Rs 5,93,80,841  ~ 5 Crore+","Rs 54,15,364  ~ 54 Lacs+",Tripura
Dinesh Pratap Singh,BJP,3,Graduate,51,"Rs 2,96,76,192  ~ 2 Crore+","Rs 9,72,748  ~ 9 Lacs+",Tripura
Dinesh Sai,IND,0,Graduate,27,"Rs 5,64,824  ~ 5 Lacs+",Rs 0  ~,Tripura
Divya Yog Maya Saraswati,Rashtriya Bharatiya Jan Jan Party,2,Illiterate,51,,,Tripura
Dolly Sharma,INC,0,Post Graduate,34,"Rs 2,10,01,366  ~ 2 Crore+",Rs 0  ~,Tripura
Dr Ashish Kumar Singh,CPI,0,Graduate Professional,40,"Rs 1,49,30,397  ~ 1 Crore+",Rs 0  ~,Tripura
Dr Ganesh,Akhil Bhartiya Gondwana Party,0,Graduate Professional,41,"Rs 15,90,000  ~ 15 Lacs+",Rs 0  ~,Tripura
Dr Neelu Satyarthi,BSP,0,Doctorate,44,"Rs 3,99,28,000  ~ 3 Crore+","Rs 3,00,000  ~ 3 Lacs+",Tripura
Dr Rajesh Kumar Verma,Peoples Party of India (Democratic),0,Doctorate,51,,,Tripura
Dr Ram Shankar Katheria,BJP,12,Doctorate,54,"Rs 1,51,54,538  ~ 1 Crore+","Rs 73,04,616  ~ 73 Lacs+",Tripura
Dr. Amarnath Paswan,Jan Adhikar Party,0,Doctorate,42,"Rs 56,93,817  ~ 56 Lacs+",Rs 0  ~,Tripura
Dr. Arvind Kumar Singh,INC,0,Doctorate,30,"Rs 9,96,90,439  ~ 9 Crore+","Rs 3,53,29,571  ~ 3 Crore+",Tripura
Dr. B. L. Verma,IND,2,Graduate Professional,56,"Rs 6,51,97,958  ~ 6 Crore+","Rs 18,00,000  ~ 18 Lacs+",Tripura
Dr. Bharat,JD(U),0,Graduate Professional,45,,,Tripura
Dr. Chandra Sen Jadon,BJP,0,Graduate Professional,68,"Rs 4,28,72,395  ~ 4 Crore+",Rs 0  ~,Tripura
Dr. Deelip Kumar Saroj,Suheldev Bhartiya Samaj Party,0,Doctorate,45,"Rs 1,77,000  ~ 1 Lacs+","Rs 5,70,570  ~ 5 Lacs+",Tripura
Dr. Mahendra Nath Pandey,BJP,0,Doctorate,62,"Rs 3,33,59,734  ~ 3 Crore+",Rs 0  ~,Tripura
Dr. Mahesh Sharma,BJP,0,Graduate Professional,59,"Rs 47,87,59,568  ~ 47 Crore+","Rs 4,38,63,749  ~ 4 Crore+",Tripura
Dr. Neeraj,IND,0,Graduate Professional,51,,,Tripura
Dr. Rajeev Pandey,IND,0,Post Graduate,38,"Rs 24,93,309  ~ 24 Lacs+",Rs 0  ~,Tripura
Dr. Rajesh Kumar Singh,Bhartiya Jan Nayak Party,1,Others,47,"Rs 1,14,40,702  ~ 1 Crore+",Rs 0  ~,Tripura
Dr. Rakesh Pratap,Bharatiya Jan Kranti Dal (Democratic),0,Doctorate,62,"Rs 82,16,000  ~ 82 Lacs+","Rs 3,00,000  ~ 3 Lacs+",Tripura
Dr. Ram Lakhan Chaurasiya,Moulik Adhikar Party,0,Literate,56,"Rs 41,000  ~ 41 Thou+",Rs 0  ~,Tripura
Dr. S T Hasan,SP,0,Post Graduate,60,,,Tripura
Dr. Saleem Ahmad,Sabse Achchhi Party,1,Graduate,59,"Rs 5,94,500  ~ 5 Lacs+",Rs 0  ~,Tripura
Dr. Sanjay Sinh,INC,0,Doctorate,67,"Rs 41,11,99,451  ~ 41 Crore+",Rs 0  ~,Tripura
Dr. Satyapal Singh,BJP,1,Doctorate,63,"Rs 7,81,95,793  ~ 7 Crore+",Rs 0  ~,Tripura
Dr. Shafiqur Rehman Barq,SP,0,Graduate,86,"Rs 1,32,96,671  ~ 1 Crore+",Rs 0  ~,Tripura
Dr. Shekh Siraj Baba,Rashtriya Matadata Party,5,Graduate,48,,,Tripura
Dr. Sita Ram Rajput,Sabka Dal United,0,Doctorate,40,"Rs 77,60,000  ~ 77 Lacs+",Rs 0  ~,Tripura
Dr. U.P. Shivananda,IND,4,Graduate Professional,68,"Rs 5,60,21,821  ~ 5 Crore+","Rs 51,50,427  ~ 51 Lacs+",Tripura
Durgesh Singh,Bharat Prabhat Party,2,Graduate,43,"Rs 53,91,000  ~ 53 Lacs+","Rs 23,00,000  ~ 23 Lacs+",Tripura
Ehsan Ahmad,Naitik Party,0,8th Pass,38,"Rs 7,25,500  ~ 7 Lacs+","Rs 50,000  ~ 50 Thou+",Tripura
Engineer Ajeet Sonkar,AAP,0,Post Graduate,34,,,Tripura
Feroze Varun Gandhi,BJP,0,Post Graduate,39,"Rs 60,32,00,539  ~ 60 Crore+","Rs 2,89,52,800  ~ 2 Crore+",Tripura
Firoj Ahamad,Kanshiram Bahujan Dal,0,8th Pass,40,"Rs 8,59,968  ~ 8 Lacs+",Rs 0  ~,Tripura
Firoz Khan,IND,0,Literate,37,"Rs 5,88,000  ~ 5 Lacs+",Rs 0  ~,Tripura
Fool Dulari,Samdarshi Samaj Party,0,Illiterate,39,"Rs 56,34,959  ~ 56 Lacs+",Rs 0  ~,Tripura
Ganesh Chaudari,Saaf Party,0,Graduate Professional,46,,,Tripura
Ganesh Rawat,Pragatishil Samajwadi Party (Lohia),0,12th Pass,46,"Rs 6,43,81,199  ~ 6 Crore+","Rs 44,87,364  ~ 44 Lacs+",Tripura
Gangaram,IND,0,8th Pass,54,"Rs 28,000  ~ 28 Thou+",Rs 0  ~,Tripura
Gaurav Singh,IND,0,Graduate,26,"Rs 36,31,000  ~ 36 Lacs+","Rs 25,000  ~ 25 Thou+",Tripura
Gauri Shankar,Kisan Raksha Party,2,12th Pass,48,"Rs 20,79,584  ~ 20 Lacs+","Rs 12,834  ~ 12 Thou+",Tripura
Gayatri Prasad,Bhartiya Shakti Chetna Party,0,Post Graduate,Unknown,,,Tripura
Geeta,Ambedkar Samaj Party,2,Literate,40,"Rs 1,37,786  ~ 1 Lacs+",Rs 0  ~,Tripura
Geeta Devi,Bahujan Awam Party,0,5th Pass,39,"Rs 31,000  ~ 31 Thou+",Rs 0  ~,Tripura
Girdhar Gopal Tripathi,CPI,0,Post Graduate,77,"Rs 3,13,97,972  ~ 3 Crore+","Rs 3,08,458  ~ 3 Lacs+",Tripura
Girish Chandra,BSP,1,12th Pass,55,"Rs 2,86,59,644  ~ 2 Crore+","Rs 90,62,600  ~ 90 Lacs+",Tripura
Girish Chandra,INC,4,12th Pass,52,,,Tripura
Girish Narain Pande,Sarvodaya Bharat Party,0,Post Graduate,64,"Rs 11,04,90,000  ~ 11 Crore+",Rs 0  ~,Tripura
Gopal Prasad,IND,1,12th Pass,46,"Rs 2,01,577  ~ 2 Lacs+",Rs 0  ~,Tripura
Gopal Ram Kharwar,Gondvana Gantantra Party,0,12th Pass,62,"Rs 11,12,644  ~ 11 Lacs+",Rs 0  ~,Tripura
Gopal Swaroop Gandhi,Kisan Majdoor Berojgar Sangh,0,Post Graduate,56,"Rs 23,24,000  ~ 23 Lacs+",Rs 0  ~,Tripura
Gorakhram Nishad,Bahujan Uday Manch,0,10th Pass,55,,,Tripura
Guddi Kinnar,IND,0,Literate,37,"Rs 3,62,500  ~ 3 Lacs+",Rs 0  ~,Tripura
Gur Prasad,IND,0,10th Pass,69,"Rs 15,21,000  ~ 15 Lacs+","Rs 1,00,000  ~ 1 Lacs+",Tripura
Hafiz Ali,Peace Party,4,Graduate,42,"Rs 1,21,17,018  ~ 1 Crore+","Rs 4,61,35,930  ~ 4 Crore+",Tripura
Haji Fazlur Rehman,BSP,0,Graduate,67,"Rs 4,61,46,135  ~ 4 Crore+","Rs 60,000  ~ 60 Thou+",Tripura
Haji Mohammad Yaqoob,BSP,6,8th Pass,60,,,Tripura
Haneef Khan,IND,0,10th Pass,65,"Rs 8,47,312  ~ 8 Lacs+",Rs 0  ~,Tripura
Hanoman Prassad Mishra,Kisan Mazdoor Sangharsh Party,5,12th Pass,40,"Rs 86,000  ~ 86 Thou+",Rs 0  ~,Tripura
Harendra Agarwal,INC,1,Graduate,68,"Rs 11,58,01,988  ~ 11 Crore+","Rs 36,86,064  ~ 36 Lacs+",Tripura
Harendra Singh Malik,INC,0,Graduate,64,"Rs 5,72,66,147  ~ 5 Crore+","Rs 50,82,884  ~ 50 Lacs+",Tripura
Hari Bhai Patel,Aam Janta Party (India),0,Graduate,42,,,Tripura
Hari Lal,Rastriya Insaaf Party,0,10th Pass,38,"Rs 4,97,224  ~ 4 Lacs+",Rs 0  ~,Tripura
