Candidate Name,Party,Age,Gender,State,Constituency,Constituency_No
ADVOCATE YERRA KAAMESH,Bahujan Samaj Party,44,M,Telangana,Khammam,17
LINGALA RAVI KUMAR,Independent,49,M,Telangana,Khammam,17
PAPETLA RAMAMURTHY,Sakala Janula Party,45,M,Telangana,Khammam,17
VINOD RAO TANDRA,Bharatiya Janata Party,52,M,Telangana,Khammam,17
SHAIK SIRAJUDDIN,Independent,34,M,Telangana,Khammam,17
KASIMALLA NAGESWARA RAO,Independent,48,M,Telangana,Khammam,17
AVUTAPALLI RAMBABU,Independent,66,M,Telangana,Khammam,17
ANANDA PRASAD KASINA,Pyramid Party of India,50,M,Telangana,Khammam,17
KATUKOJWALA NAGESWAR RAO,Independent,60,M,Telangana,Khammam,17
ANWAR RAICE,Socialist Party (India),50,M,Telangana,Khammam,17
MADDISETTY YERRAPPA @ AJAY,Independent,39,M,Telangana,Khammam,17
ANIL KUMAR MADDINENI,Independent,45,M,Telangana,Khammam,17
EDURUGATLA CHITTI MALLU,Independent,40,M,Telangana,Khammam,17
ANTHONI SURESH,Bahujana Left Party,36,M,Telangana,Khammam,17
TEJAVATH JOGRAM NAIK,Independent,62,M,Telangana,Khammam,17
LINGAIAH DANDA,Independent,78,M,Telangana,Khammam,17
KUKKALA NAGAIAH,Alliance of Democratic Reforms Party,32,M,Telangana,Khammam,17
BIPLAB KUMAR DEB,Bharatiya Janata Party,53,M,Tripura,Tripura West,1
ASISH KUMAR SAHA,Indian National Congress,64,M,Tripura,Tripura West,1
BRAJALAL DEBNATH,Bahujan Mukti Party,77,M,Tripura,Tripura West,1
ARUN KUMAR BHAUMIK,Socialist Unity Centre Of India (COMMUNIST),69,M,Tripura,Tripura West,1
ARNAB ROY,Republican Party of India (A),45,M,Tripura,Tripura West,1
BALARAM DEBBARMA,Independent,49,M,Tripura,Tripura West,1
BRAJALAL DEBNATH,Independent,77,M,Tripura,Tripura West,1
RAMENDRA REANG,Independent,33,M,Tripura,Tripura West,1
GOURI SANKAR NANDI,Independent,69,M,Tripura,Tripura West,1
MILAN PADA MURASING,Independent,58,M,Tripura,Tripura West,1
SANTOJOY TRIPURA,Independent,39,M,Tripura,Tripura East,2
SHIB CHANDRA DEBBARMA,Independent,69,M,Tripura,Tripura East,2
ARCHANA URANG,Independent,36,F,Tripura,Tripura East,2
SATRUGHNA JAMATIA,Independent,38,M,Tripura,Tripura East,2
RAJENDRA REANG,Communist Party of India  (Marxist),62,M,Tripura,Tripura East,2
KALPA MOHAN TRIPURA,Independent,59,M,Tripura,Tripura East,2
DARSHAN KUMAR REANG,Independent,35,M,Tripura,Tripura East,2
KRISHNA MOHAN JAMATIA,Independent,48,M,Tripura,Tripura East,2
KRITI DEVI DEBBARMAN,Bharatiya Janata Party,52,F,Tripura,Tripura East,2
KAMRAN,Independent,41,M,Uttar Pradesh,Saharanpur,1
RAGHAV LAKHANPAL,Bharatiya Janata Party,49,M,Uttar Pradesh,Saharanpur,1
TASMEEM BANO,Independent,53,F,Uttar Pradesh,Saharanpur,1
MOHD INAM,Akhil Bhartiya Parivar Party,45,M,Uttar Pradesh,Saharanpur,1
RAJKUMAR,Independent,47,M,Uttar Pradesh,Saharanpur,1
MAJID ALI,Bahujan Samaj Party,60,M,Uttar Pradesh,Saharanpur,1
SHAHBAJ,Independent,39,M,Uttar Pradesh,Saharanpur,1
IMRAN MASOOD,Indian National Congress,53,M,Uttar Pradesh,Saharanpur,1
SHABNAM,Independent,33,F,Uttar Pradesh,Saharanpur,1
RASHID KHAN,Independent,59,M,Uttar Pradesh,Saharanpur,1
MOHD KADIR,Independent,37,M,Uttar Pradesh,Kairana,2
NAND KISHOOR,Aapki Apni Party (Peoples),47,M,Uttar Pradesh,Kairana,2
VIKRAM SINGH,Independent,67,M,Uttar Pradesh,Kairana,2
SHOKINDER KUMAR,Independent,33,M,Uttar Pradesh,Kairana,2
VIKAS KUMAR,Independent,43,M,Uttar Pradesh,Kairana,2
YOGESH,Independent,46,M,Uttar Pradesh,Kairana,2
PRADEEP KUMAR,Bharatiya Janata Party,53,M,Uttar Pradesh,Kairana,2
JAHID,Social Democratic Party Of India,40,M,Uttar Pradesh,Kairana,2
OMBEER,Azad Adhikar Sena,54,M,Uttar Pradesh,Kairana,2
MANOJ RANA,Independent,47,M,Uttar Pradesh,Kairana,2
VIKRAM SAINI,Akhand Bharat Swatantra Party,48,M,Uttar Pradesh,Kairana,2
SRIPAL,Bahujan Samaj Party,53,M,Uttar Pradesh,Kairana,2
PRITI KASHYAP,Rashtriya Mazdoor Ekta Party,33,F,Uttar Pradesh,Kairana,2
IQRA CHOUDHARY,Samajwadi Party,29,F,Uttar Pradesh,Kairana,2
MANUJ VERMA,Independent,40,M,Uttar Pradesh,Muzaffarnagar,3
RESHU SHARMA,Independent,34,M,Uttar Pradesh,Muzaffarnagar,3
SUNIL TYAGI,Independent,55,M,Uttar Pradesh,Muzaffarnagar,3
SHASHIKANT SHAMAR,Independent,43,M,Uttar Pradesh,Muzaffarnagar,3
ANKUR,Independent,30,M,Uttar Pradesh,Muzaffarnagar,3
BIRBAL SINGH,Vishal Janta Party,71,M,Uttar Pradesh,Muzaffarnagar,3
KAVITA,Rashtrawadi Janlok Party (Satya),47,F,Uttar Pradesh,Muzaffarnagar,3
DARA SINGH PRAJAPATI,Bahujan Samaj Party,55,M,Uttar Pradesh,Muzaffarnagar,3
NEEL KUMAR,Jai Samta Party,35,M,Uttar Pradesh,Muzaffarnagar,3
SANJEEV KUMAR BALYAN,Bharatiya Janata Party,51,M,Uttar Pradesh,Muzaffarnagar,3
HARENDRA SINGH MALIK,Samajwadi Party,69,M,Uttar Pradesh,Muzaffarnagar,3
ZAHEER,Independent,52,M,Uttar Pradesh,Bijnor,4
ABDUL BARI,Jai Samta Party,45,M,Uttar Pradesh,Bijnor,4
CHANDAN SINGH,Independent,47,M,Uttar Pradesh,Bijnor,4
DEEPAK KUMAR,Independent,46,M,Uttar Pradesh,Bijnor,4
DEEPAK,Samajwadi Party,37,M,Uttar Pradesh,Bijnor,4
MOHD. SHAHJAD,Independent,28,M,Uttar Pradesh,Bijnor,4
CHANDAN CHAUHAN,Rashtriya Lok Dal,35,M,Uttar Pradesh,Bijnor,4
FARMAN,Majloom Samaj Party,40,M,Uttar Pradesh,Bijnor,4
VIJENDER SINGH,Bahujan Samaj Party,45,M,Uttar Pradesh,Bijnor,4
RAJAPAL,Peoples Party of India (Democratic),54,M,Uttar Pradesh,Bijnor,4
RAMDHAN SINGH,Majdoor Kisan Union Party,45,M,Uttar Pradesh,Bijnor,4
SANJEEV KUMAR,Independent,45,M,Uttar Pradesh,Nagina,5
JOGENDRA,Independent,33,M,Uttar Pradesh,Nagina,5
OM KUMAR,Bharatiya Janata Party,54,M,Uttar Pradesh,Nagina,5
CHANDRASHEKHAR,Aazad Samaj Party (Kanshi Ram),36,M,Uttar Pradesh,Nagina,5
MANOJ KUMAR,Samajwadi Party,45,M,Uttar Pradesh,Nagina,5
SURENDRA PAL SINGH,Bahujan Samaj Party,79,M,Uttar Pradesh,Nagina,5
AJAY YADAV,Apna Haq Party,32,M,Uttar Pradesh,Moradabad,6
SHAKIL AHMED,Samata Party,36,M,Uttar Pradesh,Moradabad,6
GANGARAM SHARMA,Rashtriya Congress(J) Party,62,M,Uttar Pradesh,Moradabad,6
RUCHI VIRA,Samajwadi Party,62,F,Uttar Pradesh,Moradabad,6
MUSHARRAT HUSAIN,Independent,62,M,Uttar Pradesh,Moradabad,6
AMARJEET SINGH JATAV,Independent,34,M,Uttar Pradesh,Moradabad,6
MOHD JAMSHED,Independent,38,M,Uttar Pradesh,Moradabad,6
HAR KISHORE SINGH,Socialist Unity Centre Of India (COMMUNIST),52,M,Uttar Pradesh,Moradabad,6
MO IRFAN,Bahujan Samaj Party,46,M,Uttar Pradesh,Moradabad,6
ONKAR SINGH,Bharatiya Bahujan Samta Party,47,M,Uttar Pradesh,Moradabad,6
SADHNA SINGH,Independent,64,F,Uttar Pradesh,Moradabad,6
KUNWAR SARVESH KUMAR,Bharatiya Janata Party,72,M,Uttar Pradesh,Moradabad,6
MEHMOOD PRACHA,Independent,59,M,Uttar Pradesh,Rampur,7
MOHIBBULLAH,Samajwadi Party,48,M,Uttar Pradesh,Rampur,7
ARSHAD WARSI,Minorities Democratic Party,44,M,Uttar Pradesh,Rampur,7
ZEESHAN KHAN,Bahujan Samaj Party,31,M,Uttar Pradesh,Rampur,7
GHANSHYAM SINGH LODHI,Bharatiya Janata Party,56,M,Uttar Pradesh,Rampur,7
SHIV PRASAD,Independent,46,M,Uttar Pradesh,Rampur,7
WASEEM SO MOH SHAMIM,Independent,44,M,Uttar Pradesh,Sambhal,8
PAVAN KUMAR,Log Party,43,M,Uttar Pradesh,Sambhal,8
MAHANDRA SINGH,Independent,28,M,Uttar Pradesh,Sambhal,8
ZIA UR REHMAN,Samajwadi Party,35,M,Uttar Pradesh,Sambhal,8
MOHD WASEEM SO MOHD FAREED,Independent,32,M,Uttar Pradesh,Sambhal,8
JAYGAMUL ISLAM,Janta Shashan Party,44,M,Uttar Pradesh,Sambhal,8
ANUJ VARSHNEY,Independent,46,M,Uttar Pradesh,Sambhal,8
PARMESHWAR LAL SAINI,Bharatiya Janata Party,70,M,Uttar Pradesh,Sambhal,8
SANTOSH,Kisan Kranti Dal,40,M,Uttar Pradesh,Sambhal,8
TAUFIK AHAMAD,Independent,39,M,Uttar Pradesh,Sambhal,8
DR RASHID,Peace Party,48,M,Uttar Pradesh,Sambhal,8
CHAUDHARY SAULAT ALI,Bahujan Samaj Party,72,M,Uttar Pradesh,Sambhal,8
SUHEL HAIDER,Akhil Bhartiya Parivar Party,36,M,Uttar Pradesh,Amroha,9
NAEEMUDDIN,Independent,38,M,Uttar Pradesh,Amroha,9
SURESH,Independent,54,M,Uttar Pradesh,Amroha,9
DHANISH,Independent,32,M,Uttar Pradesh,Amroha,9
JEETPAL RANA,Independent,25,M,Uttar Pradesh,Amroha,9
MUJAHID HUSAIN,Bahujan Samaj Party,59,M,Uttar Pradesh,Amroha,9
KASHIF HUSAIN,Independent,31,M,Uttar Pradesh,Amroha,9
KUNWAR DANISH ALI,Indian National Congress,48,M,Uttar Pradesh,Amroha,9
KUMDESH KUMAR,Independent,49,M,Uttar Pradesh,Amroha,9
NARENDRA SINGH,Independent,36,M,Uttar Pradesh,Amroha,9
KANWAR SINGH TANWAR,Bharatiya Janata Party,63,M,Uttar Pradesh,Amroha,9
KUSHAGRA,Independent,29,M,Uttar Pradesh,Amroha,9
SUNITA VERMA,Samajwadi Party,47,F,Uttar Pradesh,Meerut,10
HAJI  AFZAL,Sabse Achchhi Party,52,M,Uttar Pradesh,Meerut,10
ABID HUSAIN,Social Democratic Party Of India,49,M,Uttar Pradesh,Meerut,10
LIYAKAT,Majloom Samaj Party,53,M,Uttar Pradesh,Meerut,10
DR HIMANSHU BHATNAGAR,Jai Hind National Party,52,M,Uttar Pradesh,Meerut,10
DEVVRAT KUMAR TYAGI,Bahujan Samaj Party,49,M,Uttar Pradesh,Meerut,10
ARUN GOVIL,Bharatiya Janata Party,72,M,Uttar Pradesh,Meerut,10
BHUPENDRA PAL URF BHUPPI BHAI,Rashtriya Shoshit Samaj Party,37,M,Uttar Pradesh,Meerut,10
SUKHVIR SINGH,Swatantra Jantaraj Party,46,M,Uttar Pradesh,Baghpat,11
AMARPAL,Samajwadi Party,56,M,Uttar Pradesh,Baghpat,11
RUBY KASHYAP,Sarvjan Lok Shakti Party,37,F,Uttar Pradesh,Baghpat,11
PRAVEEN BANSAL,Bahujan Samaj Party,43,M,Uttar Pradesh,Baghpat,11
MUKESH KUMAR SHARMA,Azad Adhikar Sena,44,M,Uttar Pradesh,Baghpat,11
MAHENDER SINGH,Sarvjan Samta Party,63,M,Uttar Pradesh,Baghpat,11
DR RAJKUMAR SANGWAN,Rashtriya Lok Dal,63,M,Uttar Pradesh,Baghpat,11
ANAND KUMAR,Rashtra Nirman Party,67,M,Uttar Pradesh,Ghaziabad,12
NAMAHA,Samaj Vikas Kranti Party,36,M,Uttar Pradesh,Ghaziabad,12
AURANGJEB,Independent,34,M,Uttar Pradesh,Ghaziabad,12
ABHISHEK PUNDIR,Independent,27,M,Uttar Pradesh,Ghaziabad,12
KAVITA,Independent,47,F,Uttar Pradesh,Ghaziabad,12
DOLLY SHARMA,Indian National Congress,40,F,Uttar Pradesh,Ghaziabad,12
ATUL GARG,Bharatiya Janata Party,66,M,Uttar Pradesh,Ghaziabad,12
ANSUL GUPTA,Rashtriya Jan Karmath Party,42,M,Uttar Pradesh,Ghaziabad,12
NAND KISHOR PUNDIR,Bahujan Samaj Party,50,M,Uttar Pradesh,Ghaziabad,12
RAVI KUMAR PANCHAL,Independent,43,M,Uttar Pradesh,Ghaziabad,12
AVDESH KUMAR,Independent,30,M,Uttar Pradesh,Ghaziabad,12
POOJA SAXENA,Right to Recall Party,31,F,Uttar Pradesh,Ghaziabad,12
DHIRENDRA SINGH BHADAURIYA,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),44,M,Uttar Pradesh,Ghaziabad,12
NATTHUSINGH CHAUDHARY,Independent,73,M,Uttar Pradesh,Ghaziabad,12
BHIM PRAKASH JIGYASU,Viro Ke Vir Indian Party,60,M,Uttar Pradesh,Gautam Buddha Nagar,13
PARAG KAUSHIK,Independent,39,M,Uttar Pradesh,Gautam Buddha Nagar,13
KM. SHALU,Loktantrik Janshakti Party,25,F,Uttar Pradesh,Gautam Buddha Nagar,13
RAJEEV MISHRA,Jai Hind National Party,45,M,Uttar Pradesh,Gautam Buddha Nagar,13
NARESH NAUTIYAL,Bhartiya Rashtriya Jansatta,54,M,Uttar Pradesh,Gautam Buddha Nagar,13
MANISH KUMAR DWIVEDI,Akhil Bhartiya Parivar Party,31,M,Uttar Pradesh,Gautam Buddha Nagar,13
MOHD. MUMTAJ AALAM,Independent,40,M,Uttar Pradesh,Gautam Buddha Nagar,13
DR. MAHESH SHARMA,Bharatiya Janata Party,64,M,Uttar Pradesh,Gautam Buddha Nagar,13
SHIVAM ASHUTOSH,Independent,43,M,Uttar Pradesh,Gautam Buddha Nagar,13
RAN SINGH DUDEE,Super Power India Party,61,M,Uttar Pradesh,Gautam Buddha Nagar,13
MAHKAR SINGH,Independent,54,M,Uttar Pradesh,Gautam Buddha Nagar,13
NARAVEDASHVAR,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),53,M,Uttar Pradesh,Gautam Buddha Nagar,13
RAJENDRA SINGH SOLANKI,Bahujan Samaj Party,69,M,Uttar Pradesh,Gautam Buddha Nagar,13
KISHOR SINGH,National Party,46,M,Uttar Pradesh,Gautam Buddha Nagar,13
DR. MAHENDRA SINGH NAGAR,Samajwadi Party,68,M,Uttar Pradesh,Gautam Buddha Nagar,13
PRADEEP KUMAR,Independent,33,M,Uttar Pradesh,Bulandshahr,14
RAJESH TUREHA,Rishivadi Karm Sheel Young Parmarthi Party,58,M,Uttar Pradesh,Bulandshahr,14
SONAM BHARTI,Independent,28,F,Uttar Pradesh,Bulandshahr,14
SHIVRAM,Indian National Congress,58,M,Uttar Pradesh,Bulandshahr,14
GIRISH CHANDRA,Bahujan Samaj Party,60,M,Uttar Pradesh,Bulandshahr,14
DR BHOLA SINGH,Bharatiya Janata Party,46,M,Uttar Pradesh,Bulandshahr,14
RAJ KUMAR,Rashtriya Shoshit Samaj Party,40,M,Uttar Pradesh,Aligarh,15
SATISH KUMAR,Swatantra Jantaraj Party,52,M,Uttar Pradesh,Aligarh,15
DILEEP SHARMA AD.,Independent,41,M,Uttar Pradesh,Aligarh,15
HITENDRA KUMAR ALIAS BUNTY UPADHYAY,Bahujan Samaj Party,45,M,Uttar Pradesh,Aligarh,15
RAJESH KUMAR,Independent,46,M,Uttar Pradesh,Aligarh,15
GYANI RAM,Independent,65,M,Uttar Pradesh,Aligarh,15
BIJENDRA SINGH,Samajwadi Party,67,M,Uttar Pradesh,Aligarh,15
SURENDRA,Moulik Adhikar Party,34,M,Uttar Pradesh,Aligarh,15
KESHAV DEV ALIAS PANDIT KESHAV DEV GAUTAM,Independent,48,M,Uttar Pradesh,Aligarh,15
MANOJ KUMAR ALIAS MANOJ LODHI,Saman Adhikar Party,37,M,Uttar Pradesh,Aligarh,15
MANOJ KUMAR SHARMA ADVOCATE,Loktantrik Janshakti Party,48,M,Uttar Pradesh,Aligarh,15
MAHESH CHANDRA SHARMA,Independent,53,M,Uttar Pradesh,Aligarh,15
SATISH KUMAR,Independent,25,M,Uttar Pradesh,Aligarh,15
SATISH KUMAR GAUTAM,Bharatiya Janata Party,51,M,Uttar Pradesh,Aligarh,15
MUNNALAL JATAV,Independent,39,M,Uttar Pradesh,Hathras,16
RAVI KUMAR,Independent,37,M,Uttar Pradesh,Hathras,16
JASVEER VALMIKI,Samajwadi Party,49,M,Uttar Pradesh,Hathras,16
DINESH SAI,Independent,31,M,Uttar Pradesh,Hathras,16
HEMBABOO DHANGAR,Bahujan Samaj Party,41,M,Uttar Pradesh,Hathras,16
RAJPAL SINGH,Independent,64,M,Uttar Pradesh,Hathras,16
GHANSHYAM SINGH,Swaraj Bhartiya Nyay Party,55,M,Uttar Pradesh,Hathras,16
ANOOP PRADHAN BALMIKI,Bharatiya Janata Party,44,M,Uttar Pradesh,Hathras,16
DR. JAYVEER SINGH DHANGAR,Rashtra Uday Party,47,M,Uttar Pradesh,Hathras,16
JAYPAL MAHOR,Independent,26,M,Uttar Pradesh,Hathras,16
KSHETRA PAL SINGH,Independent,54,M,Uttar Pradesh,Mathura,17
MONI FALHARI BAPU,Independent,71,M,Uttar Pradesh,Mathura,17
SHIKHA SHARMA,Independent,33,F,Uttar Pradesh,Mathura,17
BHANU PRATAP SINGH,Independent,39,M,Uttar Pradesh,Mathura,17
KAMAL KANT SHARMA,Independent,34,M,Uttar Pradesh,Mathura,17
MUKESH DHANGAR,Indian National Congress,36,M,Uttar Pradesh,Mathura,17
YOGESH KUMAR TALAN,Independent,49,M,Uttar Pradesh,Mathura,17
HEMAMALINI DHARMENDRA DEOL,Bharatiya Janata Party,74,F,Uttar Pradesh,Mathura,17
RAKESH KUMAR,Independent,40,M,Uttar Pradesh,Mathura,17
SURESH SINGH,Bahujan Samaj Party,65,M,Uttar Pradesh,Mathura,17
JAGDISH PRASAD KAUSHIK ADVOCATE,Rashtriya Samta Vikas Party,72,M,Uttar Pradesh,Mathura,17
DR. RASHMI YADAV,Independent,50,F,Uttar Pradesh,Mathura,17
RAVI VERMA,Independent,28,M,Uttar Pradesh,Mathura,17
SURESH CHANDRA VAGHEL,Rashtriya Shoshit Samaj Party,56,M,Uttar Pradesh,Mathura,17
PRAVESHANAND PURI,Independent,63,M,Uttar Pradesh,Mathura,17
JITENDRA GAUTAM,Lokpriya Rashtrawadi Party,42,M,Uttar Pradesh,Agra,18
SARVESH KUMAR,Bharatiya Majdoor Janta Party,34,M,Uttar Pradesh,Agra,18
POOJA,Independent,29,F,Uttar Pradesh,Agra,18
MAHENDRA SINGH,Independent,54,M,Uttar Pradesh,Agra,18
KULDEEP KUMAR,Bharatiya Kisan Parivartan Party,45,M,Uttar Pradesh,Agra,18
AMBEDAKARI HASANURAM AMBEDAKARI,Independent,69,M,Uttar Pradesh,Agra,18
SURESH CHAND KARDAM,Samajwadi Party,63,M,Uttar Pradesh,Agra,18
PROF S P SINGH BAGHEL,Bharatiya Janata Party,63,M,Uttar Pradesh,Agra,18
ARAM SINGH,Peoples Party of India (Democratic),72,M,Uttar Pradesh,Agra,18
CHANDRA PAL,Adarsh Samaj Party,76,M,Uttar Pradesh,Agra,18
POOJA AMROHI,Bahujan Samaj Party,52,F,Uttar Pradesh,Agra,18
HOTAM SINGH NISHAD,Rashtriya Shoshit Samaj Party,35,M,Uttar Pradesh,Fatehpur Sikri,19
RAJKUMAR CHAHAR,Bharatiya Janata Party,56,M,Uttar Pradesh,Fatehpur Sikri,19
DR RAMESHWAR SINGH,Independent,50,M,Uttar Pradesh,Fatehpur Sikri,19
GIRRAJ SINGH DHAKREY,"Proutist Bloc, India",47,M,Uttar Pradesh,Fatehpur Sikri,19
RAMNATH SINGH SIKARWAR,Indian National Congress,55,M,Uttar Pradesh,Fatehpur Sikri,19
PT.  RAMNIWAS SHARMA,Bahujan Samaj Party,68,M,Uttar Pradesh,Fatehpur Sikri,19
KALLAN KUMBHKAR,Independent,61,M,Uttar Pradesh,Fatehpur Sikri,19
VED PRAKASH,Rashtriya Jansanchar Dal,32,M,Uttar Pradesh,Fatehpur Sikri,19
SANGEETA TOMAR,Bharatiya Majdoor Janta Party,47,F,Uttar Pradesh,Fatehpur Sikri,19
VISHWADEEP SINGH,Bharatiya Janata Party,75,M,Uttar Pradesh,Firozabad,20
PREM DUTT,Rashtra Uday Party,48,M,Uttar Pradesh,Firozabad,20
CHOWDHARY BASHEER,Bahujan Samaj Party,47,M,Uttar Pradesh,Firozabad,20
RAJVEER,Independent,57,M,Uttar Pradesh,Firozabad,20
AKSHAYA YADAV,Samajwadi Party,37,M,Uttar Pradesh,Firozabad,20
RASHMI KANT,Parivartan Samaj Party,37,M,Uttar Pradesh,Firozabad,20
UPENDRA SINGH,Bharatiya Kisan Parivartan Party,46,M,Uttar Pradesh,Firozabad,20
NAND RAM BAGRI,Voters Party  International,71,M,Uttar Pradesh,Mainpuri,21
PRAMOD KUMAR,Independent,49,M,Uttar Pradesh,Mainpuri,21
JAYVEER SINGH,Bharatiya Janata Party,65,M,Uttar Pradesh,Mainpuri,21
SHIV PRASAD YADAV,Bahujan Samaj Party,53,M,Uttar Pradesh,Mainpuri,21
DIMPLE YADAV,Samajwadi Party,46,F,Uttar Pradesh,Mainpuri,21
SURESH CHANDRA,Independent,69,M,Uttar Pradesh,Mainpuri,21
SUNIL KUMAR MISHRA,Sarva Samaj Janata Party,49,M,Uttar Pradesh,Mainpuri,21
MANJU PAL,Bhartiya Shakti Chetna Party,45,F,Uttar Pradesh,Mainpuri,21
UDAY VEER SINGH,Peoples Party of India (Democratic),35,M,Uttar Pradesh,Etah,22
ANUPAM KUMAR,Kisan Kranti Dal,34,M,Uttar Pradesh,Etah,22
VIABHAV MISHRA,Bhartiya Shakti Chetna Party,28,M,Uttar Pradesh,Etah,22
MOHAMMAD IRFAN ADVOCATE,Bahujan Samaj Party,59,M,Uttar Pradesh,Etah,22
KAILASH KUMAR,Independent,35,M,Uttar Pradesh,Etah,22
AMAR SINGH,Independent,51,M,Uttar Pradesh,Etah,22
DEVESH SHAKYA,Samajwadi Party,42,M,Uttar Pradesh,Etah,22
ASHOK KUMAR,Independent,59,M,Uttar Pradesh,Etah,22
DANVEER,Independent,47,M,Uttar Pradesh,Etah,22
RAJVEER SINGH (RAJU BHAIYA),Bharatiya Janata Party,63,M,Uttar Pradesh,Etah,22
SANDEEP KUMAR,Independent,42,M,Uttar Pradesh,Badaun,23
ISRAT ALI,Independent,59,M,Uttar Pradesh,Badaun,23
NILAM RANI PAL,Rashtriya Shoshit Samaj Party,43,F,Uttar Pradesh,Badaun,23
HARIRAJ SINGH URF SIPU YADAV,Log Party,49,M,Uttar Pradesh,Badaun,23
DINESH KUMAR,Independent,53,M,Uttar Pradesh,Badaun,23
MUSLIM KHAN,Bahujan Samaj Party,62,M,Uttar Pradesh,Badaun,23
SULEMAN,Swaraj Bhartiya Nyay Party,54,M,Uttar Pradesh,Badaun,23
ADITYA YADAV,Samajwadi Party,35,M,Uttar Pradesh,Badaun,23
RAM PRATAP MAURYA,Independent,39,M,Uttar Pradesh,Badaun,23
DURVIJAY SINGH SHAKYA,Bharatiya Janata Party,47,M,Uttar Pradesh,Badaun,23
LATA YADAV,Independent,38,F,Uttar Pradesh,Badaun,23
ABID ALI,Bahujan Samaj Party,46,M,Uttar Pradesh,Aonla,24
MOHAMMAD AMIR KHAN,Bharat Jodo Party,31,M,Uttar Pradesh,Aonla,24
PREM PAL SAGAR,Vanchitsamaj Insaaf Party,46,M,Uttar Pradesh,Aonla,24
DHARMENDRA KASHYAP,Bharatiya Janata Party,55,M,Uttar Pradesh,Aonla,24
MAKKHAN LAL,Independent,46,M,Uttar Pradesh,Aonla,24
NEERAJ MAURYA,Samajwadi Party,55,M,Uttar Pradesh,Aonla,24
KAUSAR KHAN,Peace Party,55,M,Uttar Pradesh,Aonla,24
NIRMOD KUMAR SINGH,Bhartiya Shakti Chetna Party,48,M,Uttar Pradesh,Aonla,24
RAJ KUMAR PATEL,Sardar Patel Siddhant Party,44,M,Uttar Pradesh,Aonla,24
NITIN MOHAN,Independent,46,M,Uttar Pradesh,Bareilly,25
BHUPENDRA KUMAR MAURYA,Peoples Party of India (Democratic),48,M,Uttar Pradesh,Bareilly,25
BUDDH PRIYA KARMRAJ RAHUL,Independent,39,M,Uttar Pradesh,Bareilly,25
JAGPAL SINGH YADAV,Samrat Mihir Bhoj Samaj Party,46,M,Uttar Pradesh,Bareilly,25
PRAVEEN SINGH ARON,Samajwadi Party,66,M,Uttar Pradesh,Bareilly,25
MOHD NAJIM ALI,Bharat Jodo Party,35,M,Uttar Pradesh,Bareilly,25
AYSHA BI,Independent,44,F,Uttar Pradesh,Bareilly,25
WASEEM MIAN,Independent,46,M,Uttar Pradesh,Bareilly,25
IRSHAD ANSARI ADVOCATE,Peace Party,51,M,Uttar Pradesh,Bareilly,25
ASHISH GANGWAR,Independent,28,M,Uttar Pradesh,Bareilly,25
RAVI KUMAR,Sardar Patel Siddhant Party,35,M,Uttar Pradesh,Bareilly,25
ROHTASH KASHYAP,Jan Shakti Ekta Party,40,M,Uttar Pradesh,Bareilly,25
CHHATRA PAL SINGH GANGWAR,Bharatiya Janata Party,68,M,Uttar Pradesh,Bareilly,25
MOHMMAD SHAHID HUSAIN,Independent,37,M,Uttar Pradesh,Pilibhit,26
PRAMOD BHAI PATEL ALIAS P.K.,Independent,42,M,Uttar Pradesh,Pilibhit,26
ASHISH KUMAR,Independent,41,M,Uttar Pradesh,Pilibhit,26
BHAGWAT SARAN GANGWAR,Samajwadi Party,68,M,Uttar Pradesh,Pilibhit,26
RAJEEV KUMAR SAXENA,Bhartiya Krishak Dal,58,M,Uttar Pradesh,Pilibhit,26
SUSHIL KUMAR SHUKLA,Independent,54,M,Uttar Pradesh,Pilibhit,26
JITIN PRASADA,Bharatiya Janata Party,50,M,Uttar Pradesh,Pilibhit,26
SANJAY KUMAR BHARTI,Rashtriya Samaj Dal (R),54,M,Uttar Pradesh,Pilibhit,26
ANIS AHMED KHAN (PHOOL BABU),Bahujan Samaj Party,57,M,Uttar Pradesh,Pilibhit,26
ADARSH PANDEY,Independent,43,M,Uttar Pradesh,Pilibhit,26
JYOTSNA GOND,Samajwadi Party,28,F,Uttar Pradesh,Shahjahanpur,27
SHIV KUMAR,Independent,44,M,Uttar Pradesh,Shahjahanpur,27
RAMESH CHANDRA VERMA,Manav Kranti Party,44,M,Uttar Pradesh,Shahjahanpur,27
PRADEEP KUMAR,Independent,36,M,Uttar Pradesh,Shahjahanpur,27
DOD RAM VERMA,Bahujan Samaj Party,62,M,Uttar Pradesh,Shahjahanpur,27
MEENA KASYAP,Independent,39,F,Uttar Pradesh,Shahjahanpur,27
DHARM PAL,Independent,39,M,Uttar Pradesh,Shahjahanpur,27
ARUN KUMAR SAGAR,Bharatiya Janata Party,47,M,Uttar Pradesh,Shahjahanpur,27
KIRAN,Rashtriya Sanatan Party,36,M,Uttar Pradesh,Shahjahanpur,27
PREMCHANDRA HARIJAN,Sardar Patel Siddhant Party,39,M,Uttar Pradesh,Shahjahanpur,27
KHANJAN,Netaji Subhash Chander Bose Rashtriya Azad Party,49,M,Uttar Pradesh,Kheri,28
